"zone.x","state.x","lga.x","sector.x","ea.x","hhid","indiv","s1q4a","s1q2","s1q3","s1q3_os","s1q4","s1q5a","s1q5b","s1q6_day","s1q6_month","s1q6_year","s1q8a","s1q8b","s1q8c","s1q7","s1q11","s1q12_1","s1q12_2","s1q12_3","s1q12_4","s1q13a_1","s1q13a_2","s1q13a_3","s1q13a_4","s1q13b","s1q13c","s1q13","s1q15","s1q16","s1q16_os","s1q17","s1q17_os","s1q18","s1q19","s1q20","s1q21","s1q22","s1q22_oth","s1q23","s1q24","s1q25","s1q26","s1q27","s1q27_os","s1q28","s1q28_os","s1q29","s1q30","s1q31d","s1q31","s1q31b","s1q32","s1q33","zone.y","state.y","lga.y","sector.y","ea.y","s2aq2","s2aq3","s2aq4","s2aq5","s2aq6","s2aq7","s2aq7b","s2aq8","s2aq9","s2aq10","s2aq10b","s2aq13a","s2aq13b","s2aq13c","s2aq13","s2aq14","s2aq14b","s2aq15","s2aq16","s2aq17","s2aq17b","s2aq18","s2aq19","s2aq20","s2aq21","s2aq22","s2aq22b","s2aq23","s2aq23bt","s2aq23aa","s2aq23ab","s2aq23ac","s2aq23ad","s2aq23ae","s2aq23bg","s2aq23bh","s2aq23bi","s2aq23bj","s2aq23bf","s2aq23bk","s2aq23bl","s2aq23bm","s2aq23bn","s2aq23bo","s2aq23bp","s2aq23bq","s2aq23br","s2aq23bs","s2aq24","s2aq25","s2aq26","s2aq26b","s2aq27","niveau_educ","groupe_age","niveau_educ_num"
2,5,517,2,1424,59160,11,1,1,3,"",20,NA,NA,NA,NA,NA,12,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,2,5,517,2,1424,1,2,3,1,1,NA,"",7,26,6,"",2,NA,NA,2,2,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Senior Secondary","18-30",4
2,5,517,2,1424,59160,12,1,1,3,"",18,NA,NA,NA,NA,NA,12,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,2,5,517,2,1424,1,2,1,1,1,NA,"",7,26,6,"",2,NA,NA,1,NA,"",321,2,1,"",NA,2,NA,NA,NA,"",1,NA,0,0,0,1500,4000,17500,1000,1300,0,0,0,0,0,6000,7000,0,0,0,3000,4,NA,NA,"",NA,"Senior Secondary","18-30",4
2,5,517,2,1424,59161,1,1,1,1,"",28,NA,NA,NA,NA,NA,12,1,1,1,1,2,NA,NA,NA,2012,NA,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,2,5,517,2,1424,1,1,NA,1,1,NA,"",7,411,8,"",2,NA,NA,2,12,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Tertiaire","18-30",5
2,5,517,2,1424,59161,6,1,2,7,"",18,NA,NA,NA,NA,NA,12,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,2,5,517,2,1424,1,2,1,1,1,NA,"",5,26,6,"",2,NA,NA,2,5,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Senior Secondary","18-30",4
2,5,517,2,1424,59161,7,1,2,7,"",20,NA,NA,NA,NA,NA,12,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,2,5,517,2,1424,1,1,NA,1,1,NA,"",5,23,5,"",2,NA,NA,2,6,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Junior Secondary","18-30",3
2,5,517,2,1424,59162,1,1,1,1,"",65,NA,NA,NA,NA,NA,12,1,1,1,1,2,NA,NA,NA,1993,NA,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,2,5,517,2,1424,1,1,NA,1,1,NA,"",5,51,1,"",2,NA,NA,2,1,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Aucun","60+",1
2,5,517,2,1424,59162,2,1,2,2,"",45,NA,NA,NA,NA,NA,12,1,1,1,1,1,NA,NA,NA,1993,NA,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,2,5,517,2,1424,1,2,1,1,1,NA,"",5,51,1,"",2,NA,NA,2,1,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Aucun","31-45",1
2,5,517,2,1424,59163,1,1,1,1,"",52,NA,NA,NA,NA,NA,12,1,1,2,1,2,7,NA,NA,1986,1995,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,2,5,517,2,1424,1,1,NA,1,1,NA,"",7,16,2,"",2,NA,NA,2,12,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Primaire","46-60",2
2,5,517,2,1424,59164,1,1,1,1,"",53,NA,NA,NA,NA,NA,12,1,1,2,1,2,9,12,NA,1989,1994,2001,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,2,5,517,2,1424,1,1,NA,1,1,NA,"",5,26,6,"",2,NA,NA,2,4,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Senior Secondary","46-60",4
2,5,517,2,1424,59164,3,1,1,3,"",27,NA,NA,NA,NA,NA,10,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,2,5,517,2,1424,1,2,1,1,1,NA,"",6,26,6,"",2,NA,NA,2,2,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Senior Secondary","18-30",4
2,5,517,2,1424,59164,4,1,1,3,"",18,NA,NA,NA,NA,NA,12,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,2,5,517,2,1424,1,2,1,1,1,NA,"",5,26,6,"",2,NA,NA,2,2,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Senior Secondary","18-30",4
2,5,517,2,1424,59165,1,1,1,1,"",62,NA,NA,NA,NA,NA,12,1,1,2,1,2,7,NA,NA,1980,2009,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,2,5,517,2,1424,1,1,NA,1,1,NA,"",6,16,2,"",2,NA,NA,2,1,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Primaire","60+",2
2,5,517,2,1424,59165,3,1,1,3,"",20,NA,NA,NA,NA,NA,12,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,2,5,517,2,1424,1,1,NA,1,1,NA,"",4,26,6,"",2,NA,NA,2,2,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Senior Secondary","18-30",4
2,5,518,2,1788,59170,1,1,1,1,"",33,NA,NA,NA,NA,NA,12,1,1,1,1,2,NA,NA,NA,2010,NA,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,2,5,518,2,1788,1,1,NA,2,1,NA,"",7,16,2,"",2,NA,NA,2,5,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Primaire","31-45",2
2,5,518,2,1788,59170,2,1,2,2,"",26,NA,NA,NA,NA,1992,12,1,1,1,1,1,NA,NA,NA,2010,NA,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,2,5,518,2,1788,1,1,NA,2,1,NA,"",6,16,2,"",2,NA,NA,2,3,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Primaire","18-30",2
2,5,518,2,1788,59171,1,1,1,1,"",30,NA,NA,NA,NA,NA,9,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,2,5,518,2,1788,1,2,2,1,1,NA,"",7,26,6,"",1,34,2,1,NA,"",34,2,1,"",NA,2,NA,NA,NA,"",2,40000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Senior Secondary","18-30",4
2,5,518,2,1788,59171,3,1,2,7,"",20,NA,NA,NA,NA,NA,12,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,2,5,518,2,1788,1,2,2,1,1,NA,"",7,25,5,"",1,26,2,1,NA,"",25,2,1,"",NA,2,NA,NA,NA,"",2,20000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Junior Secondary","18-30",3
2,5,518,2,1788,59171,4,1,2,7,"",18,NA,NA,NA,NA,NA,8,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,2,5,518,2,1788,1,2,2,1,1,NA,"",7,23,5,"",1,24,2,1,NA,"",23,2,1,"",NA,2,NA,NA,NA,"",2,20000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Junior Secondary","18-30",3
2,5,518,2,1788,59173,1,1,1,1,"",32,NA,NA,NA,NA,NA,12,1,1,1,1,2,NA,NA,NA,2006,NA,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,2,5,518,2,1788,1,1,NA,1,1,NA,"",8,26,6,"",1,34,2,1,NA,"",34,2,6,"",1,2,NA,NA,NA,"",1,NA,0,0,5000,8000,12000,44000,3000,0,0,0,0,50000,0,0,0,0,0,0,0,4,NA,NA,"",NA,"Senior Secondary","31-45",4
2,5,518,2,1788,59173,2,1,2,2,"",25,NA,NA,NA,NA,NA,12,1,1,1,1,1,NA,NA,NA,2006,NA,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,2,5,518,2,1788,1,2,1,1,1,NA,"",8,16,2,"",2,NA,NA,2,5,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Primaire","18-30",2
2,5,518,2,1788,59174,1,1,1,1,"",40,NA,NA,NA,NA,NA,12,1,1,2,1,2,7,NA,NA,2005,2002,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,2,5,518,2,1788,1,1,NA,1,1,NA,"",12,51,1,"",2,NA,NA,2,1,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Aucun","31-45",1
2,5,518,2,1788,59174,2,1,2,2,"",35,NA,NA,NA,NA,NA,12,1,1,2,1,1,NA,NA,NA,2005,NA,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,2,5,518,2,1788,1,1,NA,1,1,NA,"",10,51,1,"",2,NA,NA,2,6,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Aucun","31-45",1
2,5,518,2,1788,59174,7,1,2,2,"",35,NA,NA,NA,NA,NA,12,1,1,2,1,1,NA,NA,NA,2002,NA,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,2,5,518,2,1788,1,2,1,2,1,NA,"",10,51,1,"",2,NA,NA,2,6,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Aucun","31-45",1
2,5,518,2,1788,59175,7,1,2,2,"",46,NA,NA,NA,NA,NA,12,1,1,2,1,1,NA,NA,NA,1998,NA,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,2,5,518,2,1788,1,2,1,1,1,NA,"",8,16,2,"",2,NA,NA,2,6,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Primaire","46-60",2
2,5,518,2,1788,59176,1,1,1,1,"",25,NA,NA,NA,NA,NA,12,1,1,2,1,2,5,NA,NA,2009,2016,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,2,5,518,2,1788,1,1,NA,2,1,NA,"",8,16,2,"",2,NA,NA,2,4,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Primaire","18-30",2
2,5,518,2,1788,59179,1,1,1,1,"",27,NA,NA,NA,NA,NA,12,1,1,2,1,2,8,NA,NA,2009,2016,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,2,5,518,2,1788,1,1,NA,2,1,NA,"",8,16,2,"",2,NA,NA,2,4,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Primaire","18-30",2
2,5,518,2,1788,59179,2,1,2,2,"",25,NA,NA,NA,NA,NA,12,1,1,2,1,1,NA,NA,NA,2009,NA,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,2,5,518,2,1788,1,2,1,2,1,NA,"",6,16,2,"",2,NA,NA,2,1,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Primaire","18-30",2
2,5,518,2,1788,59180,1,1,1,1,"",35,NA,NA,NA,NA,NA,12,1,1,2,1,2,5,NA,NA,2015,2016,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,2,5,518,2,1788,1,1,NA,1,1,NA,"",10,51,1,"",2,NA,NA,2,1,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Aucun","31-45",1
2,5,518,2,1788,59180,2,1,2,2,"",22,NA,NA,NA,NA,NA,12,1,1,2,1,1,NA,NA,NA,2015,NA,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,2,5,518,2,1788,1,2,1,1,1,NA,"",8,51,1,"",2,NA,NA,2,1,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Aucun","18-30",1
2,5,518,2,1788,59180,5,1,2,2,"",19,NA,NA,NA,NA,NA,12,1,1,2,1,1,NA,NA,NA,2016,NA,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,2,5,518,2,1788,1,1,NA,1,1,NA,"",9,51,1,"",2,NA,NA,2,1,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Aucun","18-30",1
2,5,518,2,2802,59184,1,1,1,1,"",50,NA,NA,NA,NA,NA,12,1,1,1,1,2,NA,NA,NA,1997,NA,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,2,5,518,2,2802,1,1,NA,1,1,NA,"",7,51,1,"",2,NA,NA,2,1,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Aucun","46-60",1
2,5,518,2,2802,59184,3,1,1,3,"",20,NA,NA,NA,NA,NA,12,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,2,5,518,2,2802,1,2,1,1,1,NA,"",8,26,6,"",1,34,2,1,NA,"",34,2,2,"",3,2,NA,NA,NA,"",2,40000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Senior Secondary","18-30",4
2,5,518,2,2802,59185,1,1,1,1,"",30,NA,NA,NA,NA,NA,12,1,1,1,1,2,NA,NA,NA,2007,NA,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,2,5,518,2,2802,1,1,NA,1,1,NA,"",7,52,1,"",2,NA,NA,2,1,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Aucun","18-30",1
2,5,518,2,2802,59185,2,1,2,2,"",27,NA,NA,NA,NA,NA,12,1,1,1,1,1,NA,NA,NA,2007,NA,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,2,5,518,2,2802,1,1,NA,1,1,NA,"",5,16,2,"",2,NA,NA,2,5,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Primaire","18-30",2
2,5,518,2,2802,59186,1,1,1,1,"",39,NA,NA,NA,NA,NA,12,1,1,1,1,2,NA,NA,NA,2008,NA,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,2,5,518,2,2802,1,2,2,1,1,NA,"",7,34,8,"",2,NA,NA,2,5,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Tertiaire","31-45",5
2,5,518,2,2802,59186,2,1,2,2,"",28,NA,NA,NA,NA,NA,12,1,1,1,1,1,NA,NA,NA,2008,NA,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,2,5,518,2,2802,1,1,NA,1,1,NA,"",5,26,6,"",2,NA,NA,2,2,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Senior Secondary","18-30",4
2,5,518,2,2802,59187,3,1,1,3,"",20,NA,NA,NA,NA,NA,12,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,2,5,518,2,2802,1,2,1,1,1,NA,"",6,26,6,"",2,NA,NA,2,1,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Senior Secondary","18-30",4
2,5,518,2,2802,59188,3,1,1,3,"",21,NA,NA,NA,NA,NA,12,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,2,5,518,2,2802,1,1,NA,1,1,NA,"",4,34,6,"",1,34,2,1,NA,"",34,2,5,"",3,2,NA,NA,NA,"",1,NA,0,0,6000,5000,2000,120000,0,0,0,0,0,0,0,0,12000,0,0,0,0,4,NA,NA,"",NA,"Senior Secondary","18-30",4
2,5,518,2,2802,59189,2,1,2,2,"",25,NA,NA,NA,NA,NA,12,1,1,1,1,1,NA,NA,NA,2008,NA,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,2,5,518,2,2802,1,1,NA,1,1,NA,"",4,16,2,"",2,NA,NA,2,6,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Primaire","18-30",2
2,5,518,2,2802,59189,7,1,1,7,"",26,NA,NA,NA,NA,NA,12,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,2,5,518,2,2802,1,2,2,1,1,NA,"",4,421,42,"",1,421,1,1,NA,"",421,1,1,"",NA,2,NA,NA,NA,"",1,NA,0,0,20000,10000,15000,45000,0,0,0,0,0,0,0,0,10000,0,0,0,0,4,NA,NA,"",NA,"Tertiaire","18-30",5
2,5,518,2,2802,59190,2,1,2,2,"",25,NA,NA,NA,NA,NA,12,1,1,1,1,1,NA,NA,NA,2008,NA,NA,NA,2,NA,1,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,2,5,518,2,2802,1,1,NA,1,1,NA,"",6,16,2,"",2,NA,NA,2,4,"",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,"",NA,"Primaire","18-30",2
