"identifiant_menage","nb_parcelles","nb_parcelles_valides","superficie_totale_ha","poids_menage","etat","region","zone_residence","log1p_tot_ha"
39068,1,1,0.05,2025.52233886719,"Akwa Ibom","South South","Urbain",0.048790164169432
39069,3,3,0.195,2025.52233886719,"Akwa Ibom","South South","Rural",0.178146185383474
39070,3,3,0.185,2025.52233886719,"Akwa Ibom","South South","Rural",0.169742774587094
39071,8,8,0.2991,2969.03344726562,"Akwa Ibom","South South","Rural",0.26167171701955
39072,4,4,0.1691,2969.03344726562,"Akwa Ibom","South South","Rural",0.156234222030636
39074,4,4,0.1859,2969.03344726562,"Akwa Ibom","South South","Rural",0.170501979988612
39077,3,3,0.1495,2969.03344726562,"Akwa Ibom","South South","Rural",0.139327065221099
39078,1,1,0.0104,2969.03344726562,"Akwa Ibom","South South","Rural",0.0103462920541443
39079,9,9,0.3702,2969.03344726562,"Akwa Ibom","South South","Rural",0.314956714586662
39080,6,6,0.3615,2969.03344726562,"Akwa Ibom","South South","Rural",0.308587033131677
39081,7,7,0.3506,2969.03344726562,"Akwa Ibom","South South","Rural",0.300548938158605
39082,3,3,0.1235,2969.03344726562,"Akwa Ibom","South South","Rural",0.116448812643247
39083,2,2,0.0156,3474.10595703125,"Akwa Ibom","South South","Rural",0.0154795708483863
39084,7,7,5.052,3474.10595703125,"Akwa Ibom","South South","Rural",1.80038879592611
39087,7,7,1.361,3474.10595703125,"Akwa Ibom","South South","Rural",0.859085258103376
39088,5,5,0.273,3474.10595703125,"Akwa Ibom","South South","Rural",0.241376319575269
39089,10,10,0.75946,3474.10595703125,"Akwa Ibom","South South","Rural",0.565006943789914
39090,8,8,0.8619,3474.10595703125,"Akwa Ibom","South South","Rural",0.621597471719869
39091,2,2,0.039,3474.10595703125,"Akwa Ibom","South South","Rural",0.0382587121170903
39092,1,1,0.0585,3474.10595703125,"Akwa Ibom","South South","Rural",0.0568528115927828
39093,4,4,0.221,3474.10595703125,"Akwa Ibom","South South","Rural",0.199670195128568
39094,1,0,NA,3474.10595703125,"Akwa Ibom","South South","Rural",NA
39096,3,3,0.091,1663.71691894531,"Akwa Ibom","South South","Rural",0.0870947068509338
39098,2,2,0.1534,1663.71691894531,"Akwa Ibom","South South","Rural",0.142714102199175
39100,1,0,NA,1663.71691894531,"Akwa Ibom","South South","Rural",NA
39101,4,4,0.476,1663.71691894531,"Akwa Ibom","South South","Rural",0.389335726178281
39102,8,8,0.3575,1663.71691894531,"Akwa Ibom","South South","Rural",0.305644772825953
39103,13,13,1.605686,1663.71691894531,"Akwa Ibom","South South","Rural",0.957695980268795
39104,1,1,0.065,1663.71691894531,"Akwa Ibom","South South","Rural",0.0629747991613884
39105,10,10,0.507,1663.71691894531,"Akwa Ibom","South South","Rural",0.410120919644358
39106,5,5,0.3965,1663.71691894531,"Akwa Ibom","South South","Rural",0.333969106403094
39107,4,4,0.697186,1888.02490234375,"Akwa Ibom","South South","Rural",0.528971585431501
39108,4,4,0.632186,1888.02490234375,"Akwa Ibom","South South","Rural",0.489920220635996
39110,2,2,0.078,1888.02490234375,"Akwa Ibom","South South","Rural",0.0751074724868054
39111,1,1,0.042662,1888.02490234375,"Akwa Ibom","South South","Rural",0.0417770583016142
39112,5,5,0.181826,1888.02490234375,"Akwa Ibom","South South","Rural",0.1670607000259
39114,6,6,1.713476,1888.02490234375,"Akwa Ibom","South South","Rural",0.998230469816647
39115,2,2,0.11,1888.02490234375,"Akwa Ibom","South South","Rural",0.104360015324243
39116,4,4,0.44,1888.02490234375,"Akwa Ibom","South South","Rural",0.364643113587909
39117,1,0,NA,1888.02490234375,"Akwa Ibom","South South","Rural",NA
39118,3,3,0.265,1888.02490234375,"Akwa Ibom","South South","Rural",0.235072122179484
39119,1,1,0.024598,2915.00415039062,"Akwa Ibom","South South","Rural",0.0243003405397988
39120,3,3,0.07351,2915.00415039062,"Akwa Ibom","South South","Rural",0.0709336536170188
39121,4,4,0.165102,2915.00415039062,"Akwa Ibom","South South","Rural",0.152808636833136
39123,1,1,0.035373,2915.00415039062,"Akwa Ibom","South South","Rural",0.0347617482671552
39125,4,4,0.095118,2915.00415039062,"Akwa Ibom","South South","Rural",0.0908621200195745
39126,2,2,0.02,2915.00415039062,"Akwa Ibom","South South","Rural",0.0198026272961797
39127,2,2,0.104589,2915.00415039062,"Akwa Ibom","South South","Rural",0.0994733200793994
39128,4,4,0.19,2915.00415039062,"Akwa Ibom","South South","Rural",0.173953307123438
39130,3,3,0.12,2915.00415039062,"Akwa Ibom","South South","Rural",0.113328685307003
39132,3,3,0.369517,4891.5830078125,"Akwa Ibom","South South","Rural",0.314458122933473
39133,2,2,0.115189,4891.5830078125,"Akwa Ibom","South South","Rural",0.109023897273898
39135,2,2,0.169,4891.5830078125,"Akwa Ibom","South South","Rural",0.156148682489931
39136,4,4,0.186458,4891.5830078125,"Akwa Ibom","South South","Rural",0.170972398037061
39137,6,6,0.257265,4891.5830078125,"Akwa Ibom","South South","Rural",0.228938726800118
39138,4,4,0.340784,4891.5830078125,"Akwa Ibom","South South","Rural",0.293254517500256
39139,4,4,0.340845,4891.5830078125,"Akwa Ibom","South South","Rural",0.293300012234994
39140,6,6,0.26,4891.5830078125,"Akwa Ibom","South South","Rural",0.231111720963387
39141,1,1,0.035,4891.5830078125,"Akwa Ibom","South South","Rural",0.0344014267173324
39142,4,4,0.115,4891.5830078125,"Akwa Ibom","South South","Rural",0.108854404912082
39143,1,1,0.0585,1002.82171630859,"Akwa Ibom","South South","Rural",0.0568528115927828
39144,3,3,0.2405,1002.82171630859,"Akwa Ibom","South South","Rural",0.215514524149719
39146,8,8,0.6305,1002.82171630859,"Akwa Ibom","South South","Rural",0.488886716247237
39147,2,2,0.1105,1002.82171630859,"Akwa Ibom","South South","Rural",0.104810364352345
39149,3,3,0.137875,1002.82171630859,"Akwa Ibom","South South","Rural",0.129162487843316
39150,2,2,0.243516,1002.82171630859,"Akwa Ibom","South South","Rural",0.217942851086466
39151,5,5,0.188632,1002.82171630859,"Akwa Ibom","South South","Rural",0.17280306601777
39152,3,3,0.12796,1002.82171630859,"Akwa Ibom","South South","Rural",0.120410691454203
39153,5,5,0.199,1002.82171630859,"Akwa Ibom","South South","Rural",0.181487876045377
39154,3,3,0.1065,1002.82171630859,"Akwa Ibom","South South","Rural",0.101201880508967
39155,4,4,0.3315,2602.44116210938,"Akwa Ibom","South South","Rural",0.28630612627185
39156,6,6,1.160372,2602.44116210938,"Akwa Ibom","South South","Rural",0.770280429089751
39157,1,1,0.039,2602.44116210938,"Akwa Ibom","South South","Rural",0.0382587121170903
39158,2,2,0.131938,2602.44116210938,"Akwa Ibom","South South","Rural",0.123931207963021
39159,4,4,0.201085,2602.44116210938,"Akwa Ibom","South South","Rural",0.183225314948164
39160,4,4,0.239356,2602.44116210938,"Akwa Ibom","South South","Rural",0.214591889866798
39161,3,3,0.15,2602.44116210938,"Akwa Ibom","South South","Rural",0.139761942375159
39162,4,4,0.17,2602.44116210938,"Akwa Ibom","South South","Rural",0.157003748809665
39165,7,7,0.285,2602.44116210938,"Akwa Ibom","South South","Rural",0.250758718347183
39166,3,3,0.106,2602.44116210938,"Akwa Ibom","South South","Rural",0.100749903100143
39167,1,1,0.39,5829.76416015625,"Akwa Ibom","South South","Rural",0.3293037471426
39168,1,0,NA,5829.76416015625,"Akwa Ibom","South South","Rural",NA
39169,3,3,1.0299,5829.76416015625,"Akwa Ibom","South South","Rural",0.707986530756585
39170,4,4,0.403,5829.76416015625,"Akwa Ibom","South South","Rural",0.338612801120324
39171,10,10,0.3133,5829.76416015625,"Akwa Ibom","South South","Rural",0.272543053608977
39174,5,5,0.8112,5829.76416015625,"Akwa Ibom","South South","Rural",0.593989609026727
39175,4,4,0.286,5829.76416015625,"Akwa Ibom","South South","Rural",0.251536625815428
39176,3,3,0.3094,5829.76416015625,"Akwa Ibom","South South","Rural",0.269569017024854
39177,2,2,0.455,5829.76416015625,"Akwa Ibom","South South","Rural",0.375005900623456
39178,5,5,0.598,5829.76416015625,"Akwa Ibom","South South","Rural",0.468752847344083
39185,2,2,1.214058,3708.15991210938,"Akwa Ibom","South South","Rural",0.794827030871948
39186,7,7,2.805116,3708.15991210938,"Akwa Ibom","South South","Rural",1.33634647705132
39187,1,1,0.404686,2025.52233886719,"Akwa Ibom","South South","Rural",0.339813790264162
39188,3,3,0.1625,2025.52233886719,"Akwa Ibom","South South","Rural",0.150572858479374
39190,3,3,0.078,2969.03344726562,"Akwa Ibom","South South","Rural",0.0751074724868054
39193,4,4,1.2795,1663.71691894531,"Akwa Ibom","South South","Rural",0.823956120671359
39198,1,1,0.01,2915.00415039062,"Akwa Ibom","South South","Rural",0.00995033085316808
40011,1,1,0.076,16189.8369140625,"Anambra","South East","Urbain",0.0732504617395927
40012,1,1,0.03,16189.8369140625,"Anambra","South East","Urbain",0.0295588022415444
40013,1,0,NA,16189.8369140625,"Edo","South South","Rural",NA
40015,2,2,0.449686,16189.8369140625,"Anambra","South East","Urbain",0.371346981257635
40016,1,0,NA,NA,"Anambra","South East","Urbain",NA
40017,1,1,0.1011715,16189.8369140625,"Anambra","South East","Urbain",0.0963746130941534
40018,1,1,0.045,16189.8369140625,"Anambra","South East","Urbain",0.0440168854167743
40019,2,2,0.202343,16189.8369140625,"Anambra","South East","Urbain",0.184272153143345
40020,2,2,0.490186,16189.8369140625,"Anambra","South East","Urbain",0.39890094438124
40171,2,2,0.208043,3468.31103515625,"Anambra","South East","Urbain",0.18900169490559
40172,3,3,0.08395,3468.31103515625,"Anambra","South East","Urbain",0.0806117764923881
40173,3,3,0.7082005,3468.31103515625,"Anambra","South East","Urbain",0.535440477235639
40174,4,4,0.09975,3468.31103515625,"Anambra","South East","Urbain",0.0950828812466921
40175,1,0,NA,NA,"Anambra","South East","Urbain",NA
40176,6,6,0.1862,3468.31103515625,"Anambra","South East","Urbain",0.170754920422489
40177,6,6,0.493226,3468.31103515625,"Anambra","South East","Urbain",0.400938880175652
40178,2,2,0.404686,3468.31103515625,"Anambra","South East","Urbain",0.339813790264162
40180,3,3,0.0855,3468.31103515625,"Anambra","South East","Urbain",0.0820407103362095
40202,5,5,5.722604,2856.17504882812,"Anambra","South East","Rural",1.90547557947632
40203,1,1,0.404686,2856.17504882812,"Anambra","South East","Rural",0.339813790264162
40204,1,1,0.404686,2856.17504882812,"Anambra","South East","Rural",0.339813790264162
40206,6,6,1.7484155,2856.17504882812,"Anambra","South East","Rural",1.01102456380377
40207,2,2,0.0475,2856.17504882812,"Anambra","South East","Rural",0.0464063728141557
40208,4,4,2.10227,2856.17504882812,"Anambra","South East","Rural",1.13213410158549
40209,3,3,0.2403,2856.17504882812,"Anambra","South East","Rural",0.215353285839147
40210,2,2,0.809372,2856.17504882812,"Kwara","South West","Urbain",0.59297982374676
49001,2,2,0.1425,6528.91455078125,"Anambra","South East","Rural",0.133218843786223
49003,2,2,0.7082005,6528.91455078125,"Anambra","South East","Rural",0.535440477235639
49004,5,5,2.889802,6528.91455078125,"Anambra","South East","Rural",1.35835825659199
49005,5,5,0.2027,6528.91455078125,"Anambra","South East","Rural",0.184569029334434
49006,2,2,0.114,6528.91455078125,"Anambra","South East","Rural",0.107957141505092
49007,3,3,0.285,6528.91455078125,"Anambra","South East","Rural",0.250758718347183
49008,2,2,0.207,6528.91455078125,"Anambra","South East","Rural",0.188137942115394
49009,5,5,1.618744,6528.91455078125,"Anambra","South East","Rural",0.962694813516235
49010,3,3,0.459686,6528.91455078125,"Anambra","South East","Rural",0.37822134409655
49011,3,3,0.5933,6528.91455078125,"Anambra","South East","Rural",0.465807337114326
49013,4,4,0.606686,6171.22021484375,"Anambra","South East","Rural",0.474173672517022
49015,6,6,0.3174,6171.22021484375,"Enugu","South East","Urbain",0.275660097224456
49017,1,1,0.404686,6171.22021484375,"Anambra","South East","Rural",0.339813790264162
49018,4,4,0.76080968,6171.22021484375,"Anambra","South East","Rural",0.56577374871614
49019,4,4,0.114,6171.22021484375,"Anambra","South East","Rural",0.107957141505092
49020,1,0,NA,6171.22021484375,"Anambra","South East","Rural",NA
49023,5,5,0.5025,6171.22021484375,"Anambra","South East","Rural",0.407130387427226
49024,1,1,0.2375,6171.22021484375,"Anambra","South East","Rural",0.213093215460708
49025,3,3,0.610829,4403.22900390625,"Anambra","South East","Rural",0.476748953309635
49026,4,4,0.2185,4403.22900390625,"Anambra","South East","Rural",0.197620594083124
49027,5,5,0.248,4403.22900390625,"Anambra","South East","Rural",0.221542269947236
49030,1,0,NA,NA,"Anambra","South East","Rural",NA
49032,1,0,NA,NA,"Anambra","South East","Rural",NA
49034,2,2,0.0555,4403.22900390625,"Anambra","South East","Rural",0.0540145883062383
49035,5,5,0.38,4403.22900390625,"Anambra","South East","Rural",0.322083499169113
49036,4,4,0.7082005,4403.22900390625,"Anambra","South East","Rural",0.535440477235639
49037,4,4,0.1685,9999.8349609375,"Anambra","South East","Urbain",0.155720874996776
49038,13,13,0.8172,9999.8349609375,"Anambra","South East","Urbain",0.597296854903111
49039,3,3,0.187,9999.8349609375,"Anambra","South East","Urbain",0.171429115627531
49040,3,3,0.1007,9999.8349609375,"Anambra","South East","Urbain",0.095946341047209
49041,4,4,0.490186,9999.8349609375,"Anambra","South East","Urbain",0.39890094438124
49042,6,6,0.931,9999.8349609375,"Anambra","South East","Urbain",0.658038003446377
49043,1,1,0.171,9999.8349609375,"Anambra","South East","Urbain",0.15785808461558
49044,8,8,2.3354638,9999.8349609375,"Anambra","South East","Urbain",1.20461174016295
49045,6,6,0.9238435,9999.8349609375,"Anambra","South East","Urbain",0.654325007978819
49046,5,5,0.654069,9999.8349609375,"Anambra","South East","Urbain",0.503238312780944
49049,2,2,0.809372,4820.55810546875,"Anambra","South East","Urbain",0.59297982374676
49051,3,3,0.2375,4820.55810546875,"Anambra","South East","Urbain",0.213093215460708
49052,1,1,0.202343,4820.55810546875,"Anambra","South East","Urbain",0.184272153143345
49054,1,0,NA,4820.55810546875,"Sokoto","North East","Urbain",NA
49055,4,4,0.664029,4820.55810546875,"Anambra","South East","Urbain",0.509241770131768
49057,1,1,0.202343,4820.55810546875,"Anambra","South East","Urbain",0.184272153143345
49058,1,1,0.057,4820.55810546875,"Anambra","South East","Urbain",0.0554347068881006
49060,2,2,0.1068715,4820.55810546875,"Anambra","South East","Urbain",0.101537567494626
49062,1,0,NA,NA,"Anambra","South East","Urbain",NA
49063,1,1,0.035,30473.005859375,"Anambra","South East","Urbain",0.0344014267173324
