hhid,region,etat,lga,zone_residence,ea,cluster,strate,wt_wave4,identifiant_parcelle,superficie_declaree,superficie_gps_m2,superficie_parcelle,unite_superficie,mode_acquisition,superficie_ha_standard,superficie_ha_heaps,superficie_ha_ridges,superficie_ha_stands,area_ha,area_gps_ha,diff_ha,sous_estime,outlier,area_ha_propre
109092,South South,Delta,1013,Rural,410,1013-410,5,2997.70849609375,5,NA,1521.8,1500,7,Prêt,0.15,NA,NA,NA,0.15,0.15217999999999998,0.0021799999999999875,TRUE,FALSE,0.15
109093,South South,Delta,1013,Rural,410,1013-410,5,2997.70849609375,1,NA,2344.3999,1,5,Héritage,0.404686,NA,NA,NA,0.404686,0.23443999,-0.17024601,FALSE,FALSE,0.404686
109095,South South,Delta,1013,Rural,410,1013-410,5,2997.70849609375,1,NA,291.47,80,3,Propriété pleine,NA,NA,NA,0.0104,0.0104,0.029147000000000003,0.018747000000000003,TRUE,FALSE,0.0104
109096,South South,Delta,1013,Rural,948,1013-948,5,3858.702392578125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109099,South South,Delta,1013,Rural,948,1013-948,5,3858.702392578125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109100,South South,Delta,1013,Rural,948,1013-948,5,3858.702392578125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109101,South South,Delta,1013,Rural,948,1013-948,5,3858.702392578125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109103,South South,Delta,1013,Rural,948,1013-948,5,3858.702392578125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109104,South South,Delta,1013,Rural,948,1013-948,5,3858.702392578125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109106,South South,Delta,1013,Rural,948,1013-948,5,3858.702392578125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109107,South South,Delta,1013,Rural,948,1013-948,5,3858.702392578125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109108,South South,Delta,1013,Rural,1054,1013-1054,5,11179.548828125,1,624.7,NA,0.5,5,Propriété pleine,0.202343,NA,NA,NA,0.202343,NA,NA,NA,FALSE,0.202343
109108,South South,Delta,1013,Rural,1054,1013-1054,5,11179.548828125,2,838.74,NA,1,5,Prêt,0.404686,NA,NA,NA,0.404686,NA,NA,NA,FALSE,0.404686
109110,South South,Delta,1013,Rural,1054,1013-1054,5,11179.548828125,1,1530,NA,3,5,Héritage,1.214058,NA,NA,NA,1.214058,NA,NA,NA,FALSE,1.214058
109110,South South,Delta,1013,Rural,1054,1013-1054,5,11179.548828125,2,786,NA,0.5,5,Héritage,0.202343,NA,NA,NA,0.202343,NA,NA,NA,FALSE,0.202343
109111,South South,Delta,1013,Rural,1054,1013-1054,5,11179.548828125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109112,South South,Delta,1013,Rural,1054,1013-1054,5,11179.548828125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109114,South South,Delta,1013,Rural,1054,1013-1054,5,11179.548828125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109115,South South,Delta,1013,Rural,1054,1013-1054,5,11179.548828125,1,NA,NA,30,2,Prêt,NA,NA,0.069,NA,0.069,NA,NA,NA,FALSE,0.069
109117,South South,Delta,1013,Rural,1054,1013-1054,5,11179.548828125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109118,South South,Delta,1013,Rural,1054,1013-1054,5,11179.548828125,1,NA,NA,1,5,Prêt,0.404686,NA,NA,NA,0.404686,NA,NA,NA,FALSE,0.404686
109119,South South,Delta,1013,Rural,1054,1013-1054,5,11179.548828125,1,NA,718.16998,0.5,5,Prêt,0.202343,NA,NA,NA,0.202343,0.071816998,-0.13052600199999997,FALSE,FALSE,0.202343
109121,South South,Delta,1022,Urbain,30,1022-30,5,5326.3408203125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109122,South South,Delta,1022,Urbain,30,1022-30,5,5326.3408203125,1,NA,16743,4.5,5,Héritage,1.821087,NA,NA,NA,1.821087,1.6743,-0.146787,FALSE,FALSE,1.821087
109123,South South,Delta,1022,Urbain,30,1022-30,5,5326.3408203125,1,NA,6131.6001,2.5,5,Héritage,1.011715,NA,NA,NA,1.011715,0.61316001,-0.39855498999999994,FALSE,FALSE,1.011715
109123,South South,Delta,1022,Urbain,30,1022-30,5,5326.3408203125,2,NA,1315.1,0.5,5,Héritage,0.202343,NA,NA,NA,0.202343,0.13151,-0.07083300000000001,FALSE,FALSE,0.202343
109124,South South,Delta,1022,Urbain,30,1022-30,5,5326.3408203125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109126,South South,Delta,1022,Urbain,30,1022-30,5,5326.3408203125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109127,South South,Delta,1022,Urbain,30,1022-30,5,5326.3408203125,1,NA,NA,1,5,Propriété pleine,0.404686,NA,NA,NA,0.404686,NA,NA,NA,FALSE,0.404686
109127,South South,Delta,1022,Urbain,30,1022-30,5,5326.3408203125,2,NA,NA,0.5,5,Propriété pleine,0.202343,NA,NA,NA,0.202343,NA,NA,NA,FALSE,0.202343
109128,South South,Delta,1022,Urbain,30,1022-30,5,5326.3408203125,1,NA,1006.9,0.5,5,Prêt,0.202343,NA,NA,NA,0.202343,0.10069,-0.101653,FALSE,FALSE,0.202343
109128,South South,Delta,1022,Urbain,30,1022-30,5,5326.3408203125,2,NA,895.83002,0.5,5,Prêt,0.202343,NA,NA,NA,0.202343,0.089583002,-0.112759998,FALSE,FALSE,0.202343
109128,South South,Delta,1022,Urbain,30,1022-30,5,5326.3408203125,3,NA,867.21997,0.5,5,Prêt,0.202343,NA,NA,NA,0.202343,0.086721997,-0.115621003,FALSE,FALSE,0.202343
109129,South South,Delta,1022,Urbain,30,1022-30,5,5326.3408203125,1,NA,NA,0.5,5,Héritage,0.202343,NA,NA,NA,0.202343,NA,NA,NA,FALSE,0.202343
109129,South South,Delta,1022,Urbain,30,1022-30,5,5326.3408203125,2,NA,NA,0.8,5,Héritage,0.3237488,NA,NA,NA,0.3237488,NA,NA,NA,FALSE,0.3237488
109130,South South,Delta,1022,Urbain,30,1022-30,5,5326.3408203125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109131,South South,Delta,1022,Urbain,30,1022-30,5,5326.3408203125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109132,South South,Delta,1022,Urbain,386,1022-386,5,2266.82861328125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109133,South South,Delta,1022,Urbain,386,1022-386,5,2266.82861328125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109134,South South,Delta,1022,Urbain,386,1022-386,5,2266.82861328125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109135,South South,Delta,1022,Urbain,386,1022-386,5,2266.82861328125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109136,South South,Delta,1022,Urbain,386,1022-386,5,2266.82861328125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109137,South South,Delta,1022,Urbain,386,1022-386,5,2266.82861328125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109139,South South,Delta,1022,Urbain,386,1022-386,5,2266.82861328125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109141,South South,Delta,1022,Urbain,386,1022-386,5,2266.82861328125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109142,South South,Delta,1022,Urbain,386,1022-386,5,2266.82861328125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109145,South South,Delta,1023,Rural,346,1023-346,5,4273.55615234375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109147,South South,Delta,1023,Rural,346,1023-346,5,4273.55615234375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109148,South South,Delta,1023,Rural,346,1023-346,5,4273.55615234375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109149,South South,Delta,1023,Rural,346,1023-346,5,4273.55615234375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109150,South South,Delta,1023,Rural,346,1023-346,5,4273.55615234375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109151,South South,Delta,1023,Rural,346,1023-346,5,4273.55615234375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109152,South South,Delta,1023,Rural,346,1023-346,5,4273.55615234375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109153,South South,Delta,1023,Rural,346,1023-346,5,4273.55615234375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109154,South South,Delta,1023,Rural,346,1023-346,5,4273.55615234375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109155,South South,Delta,1023,Rural,346,1023-346,5,4273.55615234375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109156,South South,Delta,1002,Urbain,114,1002-114,5,2659.214599609375,1,NA,21221.1,2,5,Communautaire,0.809372,NA,NA,NA,0.809372,2.1221099999999997,1.3127379999999997,TRUE,FALSE,0.809372
109157,South South,Delta,1002,Urbain,114,1002-114,5,2659.214599609375,1,NA,2020.5,1,5,Communautaire,0.404686,NA,NA,NA,0.404686,0.20205,-0.20263599999999998,FALSE,FALSE,0.404686
109166,South South,Delta,1013,Rural,88,1013-88,5,4208.3154296875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109169,South South,Delta,1013,Rural,410,1013-410,5,2997.70849609375,1,NA,NA,0.25,5,Propriété pleine,0.1011715,NA,NA,NA,0.1011715,NA,NA,NA,FALSE,0.1011715
109169,South South,Delta,1013,Rural,410,1013-410,5,2997.70849609375,2,NA,1474.7,0.7,5,Propriété pleine,0.2832802,NA,NA,NA,0.2832802,0.14747000000000002,-0.13581019999999996,FALSE,FALSE,0.2832802
109169,South South,Delta,1013,Rural,410,1013-410,5,2997.70849609375,3,NA,1282.3,0.5,5,Prêt,0.202343,NA,NA,NA,0.202343,0.12822999999999998,-0.07411300000000001,FALSE,FALSE,0.202343
109169,South South,Delta,1013,Rural,410,1013-410,5,2997.70849609375,4,NA,499.79999,0.3,5,Prêt,0.1214058,NA,NA,NA,0.1214058,0.049979999,-0.071425801,FALSE,FALSE,0.1214058
109169,South South,Delta,1013,Rural,410,1013-410,5,2997.70849609375,5,NA,1603.5,0.7,5,Prêt,0.2832802,NA,NA,NA,0.2832802,0.16035,-0.12293019999999999,FALSE,FALSE,0.2832802
109170,South South,Delta,1013,Rural,948,1013-948,5,3858.702392578125,1,NA,NA,0.5,5,Héritage,0.202343,NA,NA,NA,0.202343,NA,NA,NA,FALSE,0.202343
109171,South South,Delta,1013,Rural,948,1013-948,5,3858.702392578125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109173,South South,Delta,1013,Rural,1054,1013-1054,5,11179.548828125,1,NA,NA,1,5,Propriété pleine,0.404686,NA,NA,NA,0.404686,NA,NA,NA,FALSE,0.404686
109176,South South,Delta,1022,Urbain,386,1022-386,5,2266.82861328125,1,NA,NA,0.5,5,Prêt,0.202343,NA,NA,NA,0.202343,NA,NA,NA,FALSE,0.202343
110001,South East,Ebonyi,1104,Urbain,2028,1104-2028,4,5454.9150390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110002,South East,Ebonyi,1104,Urbain,2028,1104-2028,4,5454.9150390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110003,South East,Ebonyi,1104,Urbain,2028,1104-2028,4,5454.9150390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110004,South East,Ebonyi,1104,Urbain,2028,1104-2028,4,5454.9150390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110005,South East,Ebonyi,1104,Urbain,2028,1104-2028,4,5454.9150390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110006,South East,Ebonyi,1104,Urbain,2028,1104-2028,4,5454.9150390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110007,South East,Ebonyi,1104,Urbain,2028,1104-2028,4,5454.9150390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110008,South East,Ebonyi,1104,Urbain,2028,1104-2028,4,5454.9150390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110009,South East,Ebonyi,1104,Urbain,2028,1104-2028,4,5454.9150390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110010,South East,Ebonyi,1104,Urbain,2028,1104-2028,4,5454.9150390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110021,South East,Ebonyi,1112,Rural,78,1112-78,4,8212.8515625,1,NA,985.42999,600,1,Héritage,NA,0.114,NA,NA,0.114,0.09854299899999999,-0.015457001000000012,FALSE,FALSE,0.114
110021,South East,Ebonyi,1112,Rural,78,1112-78,4,8212.8515625,2,NA,434.37,300,1,Héritage,NA,0.057,NA,NA,0.057,0.043437,-0.013562999999999999,FALSE,FALSE,0.057
110021,South East,Ebonyi,1112,Rural,78,1112-78,4,8212.8515625,3,NA,637.98999,500,1,Héritage,NA,0.095,NA,NA,0.095,0.06379899900000001,-0.031201000999999992,FALSE,FALSE,0.095
110021,South East,Ebonyi,1112,Rural,78,1112-78,4,8212.8515625,4,NA,1421.4,1000,1,Héritage,NA,0.19,NA,NA,0.19,0.14214000000000002,-0.047859999999999986,FALSE,FALSE,0.19
110022,South East,Ebonyi,1112,Rural,78,1112-78,4,8212.8515625,1,NA,1229.4,250,1,Héritage,NA,0.0475,NA,NA,0.0475,0.12294000000000001,0.07544000000000001,TRUE,FALSE,0.0475
110023,South East,Ebonyi,1112,Rural,78,1112-78,4,8212.8515625,1,NA,1051.5,300,1,Héritage,NA,0.057,NA,NA,0.057,0.10515,0.04814999999999999,TRUE,FALSE,0.057
110023,South East,Ebonyi,1112,Rural,78,1112-78,4,8212.8515625,2,NA,471.51999,100,1,Héritage,NA,0.019,NA,NA,0.019,0.047151999,0.028151999,TRUE,FALSE,0.019
110024,South East,Ebonyi,1112,Rural,78,1112-78,4,8212.8515625,1,NA,809.65002,200,1,Héritage,NA,0.038,NA,NA,0.038,0.08096500200000001,0.04296500200000001,TRUE,FALSE,0.038
110024,South East,Ebonyi,1112,Rural,78,1112-78,4,8212.8515625,2,NA,NA,170,1,Héritage,NA,0.0323,NA,NA,0.0323,NA,NA,NA,FALSE,0.0323
110024,South East,Ebonyi,1112,Rural,78,1112-78,4,8212.8515625,3,NA,337.60999,60,1,Héritage,NA,0.0114,NA,NA,0.0114,0.033760999,0.022360999,TRUE,FALSE,0.0114
110024,South East,Ebonyi,1112,Rural,78,1112-78,4,8212.8515625,4,NA,292.91,50,1,Héritage,NA,0.0095,NA,NA,0.0095,0.029291,0.019791000000000003,TRUE,FALSE,0.0095
110025,South East,Ebonyi,1112,Rural,78,1112-78,4,8212.8515625,1,NA,832.21002,2500,1,Héritage,NA,0.47500000000000003,NA,NA,0.47500000000000003,0.083221002,-0.39177899800000004,FALSE,FALSE,0.47500000000000003
110025,South East,Ebonyi,1112,Rural,78,1112-78,4,8212.8515625,2,NA,1246.8,1500,1,Héritage,NA,0.28500000000000003,NA,NA,0.28500000000000003,0.12468,-0.16032000000000002,FALSE,FALSE,0.28500000000000003
110026,South East,Ebonyi,1112,Rural,78,1112-78,4,8212.8515625,1,NA,929.81,600,1,Héritage,NA,0.114,NA,NA,0.114,0.092981,-0.02101900000000001,FALSE,FALSE,0.114
110027,South East,Ebonyi,1112,Rural,78,1112-78,4,8212.8515625,1,NA,1220.4,900,1,Héritage,NA,0.171,NA,NA,0.171,0.12204000000000001,-0.048960000000000004,FALSE,FALSE,0.171
110028,South East,Ebonyi,1112,Rural,78,1112-78,4,8212.8515625,1,NA,399.64001,200,1,Héritage,NA,0.038,NA,NA,0.038,0.039964001,0.001964001,TRUE,FALSE,0.038
110028,South East,Ebonyi,1112,Rural,78,1112-78,4,8212.8515625,2,NA,567.16998,400,1,Héritage,NA,0.076,NA,NA,0.076,0.056716998,-0.019283002,FALSE,FALSE,0.076
110029,South East,Ebonyi,1112,Rural,78,1112-78,4,8212.8515625,1,NA,1696.5,1000,1,Prêt,NA,0.19,NA,NA,0.19,0.16965,-0.020350000000000007,FALSE,FALSE,0.19
110029,South East,Ebonyi,1112,Rural,78,1112-78,4,8212.8515625,2,NA,1076.8,500,1,Prêt,NA,0.095,NA,NA,0.095,0.10768,0.012679999999999997,TRUE,FALSE,0.095
110029,South East,Ebonyi,1112,Rural,78,1112-78,4,8212.8515625,3,NA,648.62,300,1,Prêt,NA,0.057,NA,NA,0.057,0.064862,0.007862000000000001,TRUE,FALSE,0.057
110029,South East,Ebonyi,1112,Rural,78,1112-78,4,8212.8515625,4,NA,NA,1000,7,Prêt,0.1,NA,NA,NA,0.1,NA,NA,NA,FALSE,0.1
110030,South East,Ebonyi,1112,Rural,78,1112-78,4,8212.8515625,2,NA,1815.7,1000,1,Héritage,NA,0.19,NA,NA,0.19,0.18157,-0.008429999999999993,FALSE,FALSE,0.19
110030,South East,Ebonyi,1112,Rural,78,1112-78,4,8212.8515625,3,NA,850.23999,600,1,Location,NA,0.114,NA,NA,0.114,0.085023999,-0.028976001,FALSE,FALSE,0.114
110081,South East,Ebonyi,1104,Rural,434,1104-434,4,5140.37255859375,1,NA,428.04999,300,1,Héritage,NA,0.057,NA,NA,0.057,0.042804998999999996,-0.014195001000000006,FALSE,FALSE,0.057
110081,South East,Ebonyi,1104,Rural,434,1104-434,4,5140.37255859375,2,NA,276.67001,220,1,Propriété pleine,NA,0.041800000000000004,NA,NA,0.041800000000000004,0.027667001,-0.014132999000000004,FALSE,FALSE,0.041800000000000004
110081,South East,Ebonyi,1104,Rural,434,1104-434,4,5140.37255859375,3,NA,515.84003,100,1,Héritage,NA,0.019,NA,NA,0.019,0.051584002999999996,0.032584003,TRUE,FALSE,0.019
110082,South East,Ebonyi,1104,Rural,434,1104-434,4,5140.37255859375,1,NA,1640.8,800,1,Héritage,NA,0.152,NA,NA,0.152,0.16408,0.012080000000000007,TRUE,FALSE,0.152
110082,South East,Ebonyi,1104,Rural,434,1104-434,4,5140.37255859375,2,NA,1064.2,700,1,Héritage,NA,0.133,NA,NA,0.133,0.10642,-0.026580000000000006,FALSE,FALSE,0.133
110082,South East,Ebonyi,1104,Rural,434,1104-434,4,5140.37255859375,3,NA,742.29999,200,1,Héritage,NA,0.038,NA,NA,0.038,0.074229999,0.036229999000000006,TRUE,FALSE,0.038
110083,South East,Ebonyi,1104,Rural,434,1104-434,4,5140.37255859375,1,NA,1245.7,800,1,Héritage,NA,0.152,NA,NA,0.152,0.12457,-0.027429999999999996,FALSE,FALSE,0.152
110083,South East,Ebonyi,1104,Rural,434,1104-434,4,5140.37255859375,2,NA,577.04999,400,1,Héritage,NA,0.076,NA,NA,0.076,0.057704999,-0.018295000999999998,FALSE,FALSE,0.076
110084,South East,Ebonyi,1104,Rural,434,1104-434,4,5140.37255859375,1,NA,NA,50,1,Héritage,NA,0.0095,NA,NA,0.0095,NA,NA,NA,FALSE,0.0095
110085,South East,Ebonyi,1104,Rural,434,1104-434,4,5140.37255859375,1,NA,1957.7,1100,1,Héritage,NA,0.20900000000000002,NA,NA,0.20900000000000002,0.19577,-0.01323000000000002,FALSE,FALSE,0.20900000000000002
110085,South East,Ebonyi,1104,Rural,434,1104-434,4,5140.37255859375,2,NA,680.79999,1000,1,Héritage,NA,0.19,NA,NA,0.19,0.068079999,-0.121920001,FALSE,FALSE,0.19
110085,South East,Ebonyi,1104,Rural,434,1104-434,4,5140.37255859375,3,NA,1119.8,1,5,Héritage,0.404686,NA,NA,NA,0.404686,0.11198,-0.292706,FALSE,FALSE,0.404686
110085,South East,Ebonyi,1104,Rural,434,1104-434,4,5140.37255859375,4,NA,1773.7,1500,1,Héritage,NA,0.28500000000000003,NA,NA,0.28500000000000003,0.17737,-0.10763000000000003,FALSE,FALSE,0.28500000000000003
110085,South East,Ebonyi,1104,Rural,434,1104-434,4,5140.37255859375,5,NA,1240.8,800,1,Héritage,NA,0.152,NA,NA,0.152,0.12408,-0.02792,FALSE,FALSE,0.152
110086,South East,Ebonyi,1104,Rural,434,1104-434,4,5140.37255859375,1,NA,2032.4,500,1,Héritage,NA,0.095,NA,NA,0.095,0.20324,0.10824,TRUE,FALSE,0.095
110086,South East,Ebonyi,1104,Rural,434,1104-434,4,5140.37255859375,2,NA,1543.5,1,5,Héritage,0.404686,NA,NA,NA,0.404686,0.15435,-0.250336,FALSE,FALSE,0.404686
110086,South East,Ebonyi,1104,Rural,434,1104-434,4,5140.37255859375,3,NA,797.89001,700,1,Héritage,NA,0.133,NA,NA,0.133,0.079789001,-0.05321099900000001,FALSE,FALSE,0.133
110087,South East,Ebonyi,1104,Rural,434,1104-434,4,5140.37255859375,1,NA,1318.6,1000,1,Héritage,NA,0.19,NA,NA,0.19,0.13185999999999998,-0.058140000000000025,FALSE,FALSE,0.19
110087,South East,Ebonyi,1104,Rural,434,1104-434,4,5140.37255859375,2,NA,1203.8,1200,1,Héritage,NA,0.228,NA,NA,0.228,0.12038,-0.10762000000000001,FALSE,FALSE,0.228
110087,South East,Ebonyi,1104,Rural,434,1104-434,4,5140.37255859375,3,NA,2469,800,1,Héritage,NA,0.152,NA,NA,0.152,0.2469,0.09490000000000001,TRUE,FALSE,0.152
110088,South East,Ebonyi,1104,Rural,434,1104-434,4,5140.37255859375,1,NA,1179,300,1,Propriété pleine,NA,0.057,NA,NA,0.057,0.1179,0.0609,TRUE,FALSE,0.057
110088,South East,Ebonyi,1104,Rural,434,1104-434,4,5140.37255859375,2,NA,1379.2,200,1,Héritage,NA,0.038,NA,NA,0.038,0.13792000000000001,0.09992000000000001,TRUE,FALSE,0.038
110088,South East,Ebonyi,1104,Rural,434,1104-434,4,5140.37255859375,3,NA,NA,60,7,Héritage,0.006,NA,NA,NA,0.006,NA,NA,NA,FALSE,0.006
110089,South East,Ebonyi,1104,Rural,434,1104-434,4,5140.37255859375,1,1005.4,1005.4,1000,7,Location,0.1,NA,NA,NA,0.1,0.10054,5.399999999999988e-4,TRUE,FALSE,0.1
110089,South East,Ebonyi,1104,Rural,434,1104-434,4,5140.37255859375,2,NA,263.62,250,7,Héritage,0.025,NA,NA,NA,0.025,0.026362,0.0013619999999999986,TRUE,FALSE,0.025
110089,South East,Ebonyi,1104,Rural,434,1104-434,4,5140.37255859375,3,NA,1202,500,1,Héritage,NA,0.095,NA,NA,0.095,0.1202,0.0252,TRUE,FALSE,0.095
110089,South East,Ebonyi,1104,Rural,434,1104-434,4,5140.37255859375,4,NA,NA,70,7,Héritage,0.007,NA,NA,NA,0.007,NA,NA,NA,FALSE,0.007
110090,South East,Ebonyi,1104,Rural,434,1104-434,4,5140.37255859375,1,NA,3641.8,700,1,Héritage,NA,0.133,NA,NA,0.133,0.36418,0.23118,TRUE,FALSE,0.133
110090,South East,Ebonyi,1104,Rural,434,1104-434,4,5140.37255859375,2,NA,3472.2,500,1,Héritage,NA,0.095,NA,NA,0.095,0.34722,0.25222,TRUE,FALSE,0.095
110090,South East,Ebonyi,1104,Rural,434,1104-434,4,5140.37255859375,3,NA,2002.8,200,7,Héritage,0.02,NA,NA,NA,0.02,0.20027999999999999,0.18028,TRUE,FALSE,0.02
110090,South East,Ebonyi,1104,Rural,434,1104-434,4,5140.37255859375,4,NA,NA,400,7,Héritage,0.04,NA,NA,NA,0.04,NA,NA,NA,FALSE,0.04
110111,South East,Ebonyi,1113,Rural,954,1113-954,4,4841.0009765625,1,NA,585.12,200,1,Propriété pleine,NA,0.038,NA,NA,0.038,0.058512,0.020512000000000002,TRUE,FALSE,0.038
110111,South East,Ebonyi,1113,Rural,954,1113-954,4,4841.0009765625,2,NA,90.07,60,1,Propriété pleine,NA,0.0114,NA,NA,0.0114,0.009007,-0.002393000000000001,FALSE,FALSE,0.0114
110112,South East,Ebonyi,1113,Rural,954,1113-954,4,4841.0009765625,1,NA,455.89001,180,1,Héritage,NA,0.0342,NA,NA,0.0342,0.045589001000000004,0.011389001000000003,TRUE,FALSE,0.0342
110112,South East,Ebonyi,1113,Rural,954,1113-954,4,4841.0009765625,2,680.53,154.39,120,1,Héritage,NA,0.0228,NA,NA,0.0228,0.015438999999999998,-0.007361000000000003,FALSE,FALSE,0.0228
110112,South East,Ebonyi,1113,Rural,954,1113-954,4,4841.0009765625,3,NA,571.82001,100,1,Héritage,NA,0.019,NA,NA,0.019,0.057182001,0.03818200100000001,TRUE,FALSE,0.019
110112,South East,Ebonyi,1113,Rural,954,1113-954,4,4841.0009765625,4,NA,NA,130,1,Héritage,NA,0.0247,NA,NA,0.0247,NA,NA,NA,FALSE,0.0247
110113,South East,Ebonyi,1113,Rural,954,1113-954,4,4841.0009765625,1,NA,1394.2,1000,1,Échange temporaire,NA,0.19,NA,NA,0.19,0.13942000000000002,-0.050579999999999986,FALSE,FALSE,0.19
110113,South East,Ebonyi,1113,Rural,954,1113-954,4,4841.0009765625,2,NA,752.56,647,1,Location,NA,0.12293000000000001,NA,NA,0.12293000000000001,0.07525599999999999,-0.04767400000000002,FALSE,FALSE,0.12293000000000001
110113,South East,Ebonyi,1113,Rural,954,1113-954,4,4841.0009765625,3,315.14,198.71001,40,1,Location,NA,0.007600000000000001,NA,NA,0.007600000000000001,0.019871001000000003,0.012271001000000002,TRUE,FALSE,0.007600000000000001
110114,South East,Ebonyi,1113,Rural,954,1113-954,4,4841.0009765625,1,NA,316.62,100,1,Héritage,NA,0.019,NA,NA,0.019,0.031662,0.012662000000000003,TRUE,FALSE,0.019
110114,South East,Ebonyi,1113,Rural,954,1113-954,4,4841.0009765625,2,411.02,NA,100,1,Héritage,NA,0.019,NA,NA,0.019,NA,NA,NA,FALSE,0.019
110115,South East,Ebonyi,1113,Rural,954,1113-954,4,4841.0009765625,1,528.27,NA,400,1,Héritage,NA,0.076,NA,NA,0.076,NA,NA,NA,FALSE,0.076
110115,South East,Ebonyi,1113,Rural,954,1113-954,4,4841.0009765625,2,857.73,NA,200,1,Héritage,NA,0.038,NA,NA,0.038,NA,NA,NA,FALSE,0.038
