hhid,region,etat,lga,zone_residence,ea,cluster,strate,wt_wave4,identifiant_parcelle,superficie_declaree,superficie_gps_m2,superficie_parcelle,unite_superficie,mode_acquisition,superficie_ha_standard,superficie_ha_heaps,superficie_ha_ridges,superficie_ha_stands,area_ha,area_gps_ha,diff_ha,sous_estime,outlier,area_ha_propre
79102,North Central,Benue,718,Rural,1228,718-1228,1,1136.6251220703125,3,NA,351.62,2000,1,Prêt,NA,0.24000000000000002,NA,NA,0.24000000000000002,0.035162,-0.20483800000000002,FALSE,FALSE,0.24000000000000002
79102,North Central,Benue,718,Rural,1228,718-1228,1,1136.6251220703125,4,NA,821.70001,900,1,Prêt,NA,0.108,NA,NA,0.108,0.082170001,-0.025829998999999992,FALSE,FALSE,0.108
79104,North Central,Benue,718,Rural,1228,718-1228,1,1136.6251220703125,1,NA,776.89001,900,1,Prêt,NA,0.108,NA,NA,0.108,0.077689001,-0.030310999000000005,FALSE,FALSE,0.108
79104,North Central,Benue,718,Rural,1228,718-1228,1,1136.6251220703125,2,613.87,654.60999,600,1,Prêt,NA,0.07200000000000001,NA,NA,0.07200000000000001,0.065460999,-0.006539001000000003,FALSE,FALSE,0.07200000000000001
79105,North Central,Benue,718,Rural,1228,718-1228,1,1136.6251220703125,1,853.16,125.4,1200,1,Héritage,NA,0.14400000000000002,NA,NA,0.14400000000000002,0.01254,-0.13146000000000002,FALSE,FALSE,0.14400000000000002
79105,North Central,Benue,718,Rural,1228,718-1228,1,1136.6251220703125,2,NA,2167.1001,2400,1,Héritage,NA,0.28800000000000003,NA,NA,0.28800000000000003,0.21671001,-0.07128999000000003,FALSE,FALSE,0.28800000000000003
79105,North Central,Benue,718,Rural,1228,718-1228,1,1136.6251220703125,3,NA,1078.1,800,1,Héritage,NA,0.096,NA,NA,0.096,0.10780999999999999,0.011809999999999987,TRUE,FALSE,0.096
79105,North Central,Benue,718,Rural,1228,718-1228,1,1136.6251220703125,4,NA,NA,200,7,Prêt,0.02,NA,NA,NA,0.02,NA,NA,NA,FALSE,0.02
79106,North Central,Benue,718,Rural,1228,718-1228,1,1136.6251220703125,1,NA,968.5,800,1,Héritage,NA,0.096,NA,NA,0.096,0.09685,8.500000000000035e-4,TRUE,FALSE,0.096
79106,North Central,Benue,718,Rural,1228,718-1228,1,1136.6251220703125,2,465.9,397.39999,800,1,Héritage,NA,0.096,NA,NA,0.096,0.039739999,-0.056260001000000004,FALSE,FALSE,0.096
79106,North Central,Benue,718,Rural,1228,718-1228,1,1136.6251220703125,3,NA,335.89999,1200,1,Héritage,NA,0.14400000000000002,NA,NA,0.14400000000000002,0.033589999,-0.11041000100000001,FALSE,FALSE,0.14400000000000002
79106,North Central,Benue,718,Rural,1228,718-1228,1,1136.6251220703125,4,NA,1036.5,1200,1,Héritage,NA,0.14400000000000002,NA,NA,0.14400000000000002,0.10365,-0.04035000000000001,FALSE,FALSE,0.14400000000000002
79107,North Central,Benue,718,Rural,1228,718-1228,1,1136.6251220703125,1,NA,848.09998,1200,1,Héritage,NA,0.14400000000000002,NA,NA,0.14400000000000002,0.084809998,-0.05919000200000002,FALSE,FALSE,0.14400000000000002
79107,North Central,Benue,718,Rural,1228,718-1228,1,1136.6251220703125,2,NA,1302.8,400,1,Héritage,NA,0.048,NA,NA,0.048,0.13028,0.08228,TRUE,FALSE,0.048
79107,North Central,Benue,718,Rural,1228,718-1228,1,1136.6251220703125,3,NA,1081.1,800,1,Héritage,NA,0.096,NA,NA,0.096,0.10811,0.012109999999999996,TRUE,FALSE,0.096
79107,North Central,Benue,718,Rural,1228,718-1228,1,1136.6251220703125,4,NA,692.59998,400,1,Héritage,NA,0.048,NA,NA,0.048,0.06925999799999999,0.02125999799999999,TRUE,FALSE,0.048
79107,North Central,Benue,718,Rural,1228,718-1228,1,1136.6251220703125,5,NA,NA,50,7,Héritage,0.005,NA,NA,NA,0.005,NA,NA,NA,FALSE,0.005
79108,North Central,Benue,718,Rural,1228,718-1228,1,1136.6251220703125,1,NA,1791.6,3,5,Prêt,1.214058,NA,NA,NA,1.214058,0.17915999999999999,-1.034898,FALSE,FALSE,1.214058
79108,North Central,Benue,718,Rural,1228,718-1228,1,1136.6251220703125,2,NA,4882.5,5,5,Prêt,2.02343,NA,NA,NA,2.02343,0.48825,-1.5351799999999998,FALSE,FALSE,2.02343
79108,North Central,Benue,718,Rural,1228,718-1228,1,1136.6251220703125,3,643.79,NA,2,5,Prêt,0.809372,NA,NA,NA,0.809372,NA,NA,NA,FALSE,0.809372
79109,North Central,Benue,719,Rural,270,719-270,1,6783.75,1,NA,5734,3,5,Héritage,1.214058,NA,NA,NA,1.214058,0.5734,-0.6406580000000001,FALSE,FALSE,1.214058
79109,North Central,Benue,719,Rural,270,719-270,1,6783.75,2,NA,2799.1001,4,5,Héritage,1.618744,NA,NA,NA,1.618744,0.27991001,-1.33883399,FALSE,FALSE,1.618744
79109,North Central,Benue,719,Rural,270,719-270,1,6783.75,4,NA,2939.3999,5,5,Héritage,2.02343,NA,NA,NA,2.02343,0.29393999,-1.72949001,FALSE,FALSE,2.02343
79110,North Central,Benue,719,Rural,270,719-270,1,6783.75,2,NA,2752.7,3,5,Héritage,1.214058,NA,NA,NA,1.214058,0.27526999999999996,-0.9387880000000002,FALSE,FALSE,1.214058
79110,North Central,Benue,719,Rural,270,719-270,1,6783.75,3,NA,3967.8,3,5,Héritage,1.214058,NA,NA,NA,1.214058,0.39678,-0.8172780000000001,FALSE,FALSE,1.214058
79110,North Central,Benue,719,Rural,270,719-270,1,6783.75,4,NA,4097.3999,2,5,Héritage,0.809372,NA,NA,NA,0.809372,0.40973999000000005,-0.3996320099999999,FALSE,FALSE,0.809372
79111,North Central,Benue,719,Rural,270,719-270,1,6783.75,1,NA,5032.7002,2,5,Héritage,0.809372,NA,NA,NA,0.809372,0.50327002,-0.30610198,FALSE,FALSE,0.809372
79111,North Central,Benue,719,Rural,270,719-270,1,6783.75,2,NA,2212.8999,2,5,Héritage,0.809372,NA,NA,NA,0.809372,0.22128999,-0.5880820099999999,FALSE,FALSE,0.809372
79111,North Central,Benue,719,Rural,270,719-270,1,6783.75,3,NA,3360.7,2,5,Héritage,0.809372,NA,NA,NA,0.809372,0.33607,-0.473302,FALSE,FALSE,0.809372
79112,North Central,Benue,719,Rural,270,719-270,1,6783.75,1,NA,3458.2,4000,1,Héritage,NA,0.48000000000000004,NA,NA,0.48000000000000004,0.34581999999999996,-0.13418000000000008,FALSE,FALSE,0.48000000000000004
79112,North Central,Benue,719,Rural,270,719-270,1,6783.75,2,NA,2657.7,4800,1,Héritage,NA,0.5760000000000001,NA,NA,0.5760000000000001,0.26577,-0.31023000000000006,FALSE,FALSE,0.5760000000000001
79112,North Central,Benue,719,Rural,270,719-270,1,6783.75,3,NA,946.29999,2000,1,Héritage,NA,0.24000000000000002,NA,NA,0.24000000000000002,0.09462999899999999,-0.14537000100000003,FALSE,FALSE,0.24000000000000002
79112,North Central,Benue,719,Rural,270,719-270,1,6783.75,4,NA,NA,50,7,Héritage,0.005,NA,NA,NA,0.005,NA,NA,NA,FALSE,0.005
79113,North Central,Benue,719,Rural,270,719-270,1,6783.75,1,NA,10192.1,16000,1,Héritage,NA,1.9200000000000002,NA,NA,1.9200000000000002,1.01921,-0.9007900000000002,FALSE,FALSE,1.9200000000000002
79113,North Central,Benue,719,Rural,270,719-270,1,6783.75,2,NA,4279.1001,2800,1,Héritage,NA,0.336,NA,NA,0.336,0.42791000999999995,0.09191000999999993,TRUE,FALSE,0.336
79113,North Central,Benue,719,Rural,270,719-270,1,6783.75,4,NA,6023.2002,4800,1,Héritage,NA,0.5760000000000001,NA,NA,0.5760000000000001,0.6023200200000001,0.02632002,TRUE,FALSE,0.5760000000000001
79113,North Central,Benue,719,Rural,270,719-270,1,6783.75,5,NA,NA,120,7,Héritage,0.012,NA,NA,NA,0.012,NA,NA,NA,FALSE,0.012
79113,North Central,Benue,719,Rural,270,719-270,1,6783.75,6,3838.4,NA,3200,1,Héritage,NA,0.384,NA,NA,0.384,NA,NA,NA,FALSE,0.384
79114,North Central,Benue,719,Rural,270,719-270,1,6783.75,1,NA,3242.6001,3200,1,Héritage,NA,0.384,NA,NA,0.384,0.32426001,-0.05973999000000002,FALSE,FALSE,0.384
79114,North Central,Benue,719,Rural,270,719-270,1,6783.75,2,NA,1108.9,1600,1,Héritage,NA,0.192,NA,NA,0.192,0.11089,-0.08111,FALSE,FALSE,0.192
79114,North Central,Benue,719,Rural,270,719-270,1,6783.75,3,NA,1378.1,1200,1,Héritage,NA,0.14400000000000002,NA,NA,0.14400000000000002,0.13781,-0.006190000000000029,FALSE,FALSE,0.14400000000000002
79114,North Central,Benue,719,Rural,270,719-270,1,6783.75,4,NA,NA,50,7,Héritage,0.005,NA,NA,NA,0.005,NA,NA,NA,FALSE,0.005
79116,North Central,Benue,719,Rural,270,719-270,1,6783.75,1,NA,2577.2,2000,1,Héritage,NA,0.24000000000000002,NA,NA,0.24000000000000002,0.25772,0.017719999999999986,TRUE,FALSE,0.24000000000000002
79116,North Central,Benue,719,Rural,270,719-270,1,6783.75,2,NA,358.66,400,1,Héritage,NA,0.048,NA,NA,0.048,0.035866,-0.012133999999999999,FALSE,FALSE,0.048
79116,North Central,Benue,719,Rural,270,719-270,1,6783.75,3,896.5,273.23001,1200,1,Héritage,NA,0.14400000000000002,NA,NA,0.14400000000000002,0.027323001,-0.11667699900000002,FALSE,FALSE,0.14400000000000002
79116,North Central,Benue,719,Rural,270,719-270,1,6783.75,4,NA,1213,1600,1,Héritage,NA,0.192,NA,NA,0.192,0.1213,-0.0707,FALSE,FALSE,0.192
79116,North Central,Benue,719,Rural,270,719-270,1,6783.75,5,NA,NA,30,7,Héritage,0.003,NA,NA,NA,0.003,NA,NA,NA,FALSE,0.003
79117,North Central,Benue,719,Rural,270,719-270,1,6783.75,1,NA,2567.8999,8000,1,Héritage,NA,0.9600000000000001,NA,NA,0.9600000000000001,0.25678998999999997,-0.70321001,FALSE,FALSE,0.9600000000000001
79117,North Central,Benue,719,Rural,270,719-270,1,6783.75,2,NA,2287,2400,1,Héritage,NA,0.28800000000000003,NA,NA,0.28800000000000003,0.2287,-0.05930000000000005,FALSE,FALSE,0.28800000000000003
79117,North Central,Benue,719,Rural,270,719-270,1,6783.75,3,NA,911.35999,1600,1,Héritage,NA,0.192,NA,NA,0.192,0.09113599900000001,-0.100864001,FALSE,FALSE,0.192
79117,North Central,Benue,719,Rural,270,719-270,1,6783.75,4,NA,1056.6,4000,1,Héritage,NA,0.48000000000000004,NA,NA,0.48000000000000004,0.10565999999999999,-0.37434000000000006,FALSE,FALSE,0.48000000000000004
79117,North Central,Benue,719,Rural,270,719-270,1,6783.75,5,NA,NA,30,7,Héritage,0.003,NA,NA,NA,0.003,NA,NA,NA,FALSE,0.003
79119,North Central,Benue,719,Rural,270,719-270,1,6783.75,1,NA,1035.2,900,1,Héritage,NA,0.108,NA,NA,0.108,0.10352,-0.004479999999999998,FALSE,FALSE,0.108
79119,North Central,Benue,719,Rural,270,719-270,1,6783.75,2,NA,1189.7,1200,1,Héritage,NA,0.14400000000000002,NA,NA,0.14400000000000002,0.11897,-0.02503000000000001,FALSE,FALSE,0.14400000000000002
79119,North Central,Benue,719,Rural,270,719-270,1,6783.75,3,NA,641.59998,1400,1,Héritage,NA,0.168,NA,NA,0.168,0.064159998,-0.10384000200000001,FALSE,FALSE,0.168
79119,North Central,Benue,719,Rural,270,719-270,1,6783.75,4,NA,2601.5,1600,1,Héritage,NA,0.192,NA,NA,0.192,0.26015,0.06814999999999999,TRUE,FALSE,0.192
79119,North Central,Benue,719,Rural,270,719-270,1,6783.75,5,NA,NA,30,7,Héritage,0.003,NA,NA,NA,0.003,NA,NA,NA,FALSE,0.003
79120,North Central,Benue,719,Rural,270,719-270,1,6783.75,1,NA,761.88,600,1,Héritage,NA,0.07200000000000001,NA,NA,0.07200000000000001,0.076188,0.004187999999999997,TRUE,FALSE,0.07200000000000001
79120,North Central,Benue,719,Rural,270,719-270,1,6783.75,2,NA,959.47998,2000,1,Héritage,NA,0.24000000000000002,NA,NA,0.24000000000000002,0.09594799799999999,-0.144052002,FALSE,FALSE,0.24000000000000002
79120,North Central,Benue,719,Rural,270,719-270,1,6783.75,3,NA,729.58002,900,1,Héritage,NA,0.108,NA,NA,0.108,0.072958002,-0.035041998000000005,FALSE,FALSE,0.108
79120,North Central,Benue,719,Rural,270,719-270,1,6783.75,4,NA,946.41998,1000,1,Héritage,NA,0.12000000000000001,NA,NA,0.12000000000000001,0.094641998,-0.025358002000000004,FALSE,FALSE,0.12000000000000001
79120,North Central,Benue,719,Rural,270,719-270,1,6783.75,5,NA,NA,30,7,Héritage,0.003,NA,NA,NA,0.003,NA,NA,NA,FALSE,0.003
79121,North Central,Benue,721,Rural,2400,721-2400,1,5110.3046875,1,NA,5835.5,250,2,Héritage,NA,NA,0.675,NA,0.675,0.58355,-0.09145000000000003,FALSE,FALSE,0.675
79121,North Central,Benue,721,Rural,2400,721-2400,1,5110.3046875,2,NA,7351.6001,4000,1,Héritage,NA,0.48000000000000004,NA,NA,0.48000000000000004,0.73516001,0.25516000999999994,TRUE,FALSE,0.48000000000000004
79122,North Central,Benue,721,Rural,2400,721-2400,1,5110.3046875,1,NA,6162.1001,7000,1,Héritage,NA,0.84,NA,NA,0.84,0.61621001,-0.22378999,FALSE,FALSE,0.84
79122,North Central,Benue,721,Rural,2400,721-2400,1,5110.3046875,2,NA,3834.6001,1,5,Héritage,0.404686,NA,NA,NA,0.404686,0.38346001,-0.021225989999999972,FALSE,FALSE,0.404686
79123,North Central,Benue,721,Rural,2400,721-2400,1,5110.3046875,1,NA,2096.8,1000,1,Héritage,NA,0.12000000000000001,NA,NA,0.12000000000000001,0.20968,0.08968,TRUE,FALSE,0.12000000000000001
79123,North Central,Benue,721,Rural,2400,721-2400,1,5110.3046875,2,NA,2657.7,500,1,Héritage,NA,0.060000000000000005,NA,NA,0.060000000000000005,0.26577,0.20577,TRUE,FALSE,0.060000000000000005
79124,North Central,Benue,721,Rural,2400,721-2400,1,5110.3046875,1,NA,6025.8999,3000,1,Héritage,NA,0.36,NA,NA,0.36,0.60258999,0.24258999000000003,TRUE,FALSE,0.36
79124,North Central,Benue,721,Rural,2400,721-2400,1,5110.3046875,2,NA,8516.4004,300,2,Héritage,NA,NA,0.81,NA,0.81,0.85164004,0.04164003999999999,TRUE,FALSE,0.81
79125,North Central,Benue,721,Rural,2400,721-2400,1,5110.3046875,1,NA,4433.6001,2000,1,Héritage,NA,0.24000000000000002,NA,NA,0.24000000000000002,0.44336000999999997,0.20336000999999995,TRUE,FALSE,0.24000000000000002
79125,North Central,Benue,721,Rural,2400,721-2400,1,5110.3046875,2,NA,1803.1,50,2,Héritage,NA,NA,0.135,NA,0.135,0.18031,0.04530999999999999,TRUE,FALSE,0.135
79127,North Central,Benue,721,Rural,2400,721-2400,1,5110.3046875,1,NA,20679,5000,1,Héritage,NA,0.6,NA,NA,0.6,2.0679,1.4678999999999998,TRUE,FALSE,0.6
79127,North Central,Benue,721,Rural,2400,721-2400,1,5110.3046875,2,NA,17071,300,2,Héritage,NA,NA,0.81,NA,0.81,1.7071,0.8971,TRUE,FALSE,0.81
79128,North Central,Benue,721,Rural,2400,721-2400,1,5110.3046875,1,NA,2283,1000,1,Héritage,NA,0.12000000000000001,NA,NA,0.12000000000000001,0.2283,0.1083,TRUE,FALSE,0.12000000000000001
79128,North Central,Benue,721,Rural,2400,721-2400,1,5110.3046875,2,NA,4987.7002,6000,2,Héritage,NA,NA,16.2,NA,16.2,0.49877002000000004,-15.701229979999999,FALSE,FALSE,16.2
79129,North Central,Benue,721,Rural,2400,721-2400,1,5110.3046875,1,NA,4703.6001,4320,1,Héritage,NA,0.5184,NA,NA,0.5184,0.47036000999999994,-0.04803999000000003,FALSE,FALSE,0.5184
79129,North Central,Benue,721,Rural,2400,721-2400,1,5110.3046875,2,NA,3195.2,70,2,Héritage,NA,NA,0.189,NA,0.189,0.31951999999999997,0.13051999999999997,TRUE,FALSE,0.189
79131,North Central,Benue,721,Rural,2400,721-2400,1,5110.3046875,1,NA,6454.7998,5000,1,Héritage,NA,0.6,NA,NA,0.6,0.64547998,0.045479979999999975,TRUE,FALSE,0.6
79131,North Central,Benue,721,Rural,2400,721-2400,1,5110.3046875,2,NA,6389.7002,120,2,Héritage,NA,NA,0.324,NA,0.324,0.63897002,0.31497002,TRUE,FALSE,0.324
79132,North Central,Benue,721,Rural,2400,721-2400,1,5110.3046875,1,NA,8665.5,6000,1,Héritage,NA,0.72,NA,NA,0.72,0.86655,0.14655000000000007,TRUE,FALSE,0.72
79132,North Central,Benue,721,Rural,2400,721-2400,1,5110.3046875,2,NA,6454.6001,120,2,Héritage,NA,NA,0.324,NA,0.324,0.64546001,0.32146000999999996,TRUE,FALSE,0.324
79133,North Central,Benue,723,Rural,1088,723-1088,1,3070.959228515625,1,NA,4342.6001,4800,1,Héritage,NA,0.5760000000000001,NA,NA,0.5760000000000001,0.43426001,-0.1417399900000001,FALSE,FALSE,0.5760000000000001
79133,North Central,Benue,723,Rural,1088,723-1088,1,3070.959228515625,2,NA,3955.3999,80,2,Héritage,NA,NA,0.21600000000000003,NA,0.21600000000000003,0.39553999,0.17953998999999998,TRUE,FALSE,0.21600000000000003
79133,North Central,Benue,723,Rural,1088,723-1088,1,3070.959228515625,3,NA,7747.2002,100,2,Héritage,NA,NA,0.27,NA,0.27,0.7747200200000001,0.50472002,TRUE,FALSE,0.27
79133,North Central,Benue,723,Rural,1088,723-1088,1,3070.959228515625,4,NA,NA,1,6,Héritage,1,NA,NA,NA,1,NA,NA,NA,FALSE,1
79134,North Central,Benue,723,Rural,1088,723-1088,1,3070.959228515625,1,NA,1999.4,3600,1,Location,NA,0.432,NA,NA,0.432,0.19994,-0.23206,FALSE,FALSE,0.432
79134,North Central,Benue,723,Rural,1088,723-1088,1,3070.959228515625,2,NA,3255.2,80,2,Location,NA,NA,0.21600000000000003,NA,0.21600000000000003,0.32552,0.10951999999999995,TRUE,FALSE,0.21600000000000003
79134,North Central,Benue,723,Rural,1088,723-1088,1,3070.959228515625,3,NA,1248.8,1200,1,Location,NA,0.14400000000000002,NA,NA,0.14400000000000002,0.12487999999999999,-0.019120000000000026,FALSE,FALSE,0.14400000000000002
79136,North Central,Benue,723,Rural,1088,723-1088,1,3070.959228515625,1,NA,428.56,600,1,Location,NA,0.07200000000000001,NA,NA,0.07200000000000001,0.042856,-0.02914400000000001,FALSE,FALSE,0.07200000000000001
79136,North Central,Benue,723,Rural,1088,723-1088,1,3070.959228515625,2,NA,4172.7998,60,2,Location,NA,NA,0.162,NA,0.162,0.41727998,0.25527997999999996,TRUE,FALSE,0.162
79136,North Central,Benue,723,Rural,1088,723-1088,1,3070.959228515625,3,NA,NA,40,2,Héritage,NA,NA,0.10800000000000001,NA,0.10800000000000001,NA,NA,NA,FALSE,0.10800000000000001
79137,North Central,Benue,723,Rural,1088,723-1088,1,3070.959228515625,1,NA,3772.6001,20,2,Héritage,NA,NA,0.054000000000000006,NA,0.054000000000000006,0.37726001000000003,0.32326001000000004,TRUE,FALSE,0.054000000000000006
79137,North Central,Benue,723,Rural,1088,723-1088,1,3070.959228515625,2,NA,5809.7998,40,2,Héritage,NA,NA,0.10800000000000001,NA,0.10800000000000001,0.58097998,0.47297997999999997,TRUE,FALSE,0.10800000000000001
79137,North Central,Benue,723,Rural,1088,723-1088,1,3070.959228515625,3,NA,NA,100,1,Héritage,NA,0.012,NA,NA,0.012,NA,NA,NA,FALSE,0.012
79138,North Central,Benue,723,Rural,1088,723-1088,1,3070.959228515625,1,NA,2582.1001,100,2,Héritage,NA,NA,0.27,NA,0.27,0.25821001,-0.011789990000000028,FALSE,FALSE,0.27
79138,North Central,Benue,723,Rural,1088,723-1088,1,3070.959228515625,2,NA,3186.8999,100,1,Héritage,NA,0.012,NA,NA,0.012,0.31868999,0.30668998999999997,TRUE,FALSE,0.012
79138,North Central,Benue,723,Rural,1088,723-1088,1,3070.959228515625,3,NA,NA,1,6,Héritage,1,NA,NA,NA,1,NA,NA,NA,FALSE,1
79139,North Central,Benue,723,Rural,1088,723-1088,1,3070.959228515625,1,NA,3857.7,1,6,Héritage,1,NA,NA,NA,1,0.38577,-0.61423,FALSE,FALSE,1
79139,North Central,Benue,723,Rural,1088,723-1088,1,3070.959228515625,2,NA,2692.7,350,1,Héritage,NA,0.042,NA,NA,0.042,0.26927,0.22727,TRUE,FALSE,0.042
79139,North Central,Benue,723,Rural,1088,723-1088,1,3070.959228515625,3,NA,NA,1,6,Héritage,1,NA,NA,NA,1,NA,NA,NA,FALSE,1
79140,North Central,Benue,723,Rural,1088,723-1088,1,3070.959228515625,1,NA,5054.1001,300,1,Héritage,NA,0.036000000000000004,NA,NA,0.036000000000000004,0.50541001,0.46941000999999993,TRUE,FALSE,0.036000000000000004
79141,North Central,Benue,723,Rural,1088,723-1088,1,3070.959228515625,1,NA,3506.7,400,1,Héritage,NA,0.048,NA,NA,0.048,0.35067,0.30267,TRUE,FALSE,0.048
79141,North Central,Benue,723,Rural,1088,723-1088,1,3070.959228515625,2,NA,2083.7,300,2,Héritage,NA,NA,0.81,NA,0.81,0.20836999999999997,-0.6016300000000001,FALSE,FALSE,0.81
79141,North Central,Benue,723,Rural,1088,723-1088,1,3070.959228515625,3,NA,1382.5,400,2,Héritage,NA,NA,1.08,NA,1.08,0.13825,-0.9417500000000001,FALSE,FALSE,1.08
79142,North Central,Benue,723,Rural,1088,723-1088,1,3070.959228515625,1,NA,1018.6,200,2,Héritage,NA,NA,0.54,NA,0.54,0.10186,-0.43814000000000003,FALSE,FALSE,0.54
79142,North Central,Benue,723,Rural,1088,723-1088,1,3070.959228515625,2,NA,809.29999,150,2,Héritage,NA,NA,0.405,NA,0.405,0.080929999,-0.32407000100000005,FALSE,FALSE,0.405
79143,North Central,Benue,723,Rural,1088,723-1088,1,3070.959228515625,1,NA,2021.3,3000,1,Location,NA,0.36,NA,NA,0.36,0.20213,-0.15786999999999998,FALSE,FALSE,0.36
79143,North Central,Benue,723,Rural,1088,723-1088,1,3070.959228515625,2,NA,3273,200,2,Héritage,NA,NA,0.54,NA,0.54,0.3273,-0.21270000000000006,FALSE,FALSE,0.54
79143,North Central,Benue,723,Rural,1088,723-1088,1,3070.959228515625,3,NA,2162.5,1,5,Location,0.404686,NA,NA,NA,0.404686,0.21625,-0.188436,FALSE,FALSE,0.404686
80011,North East,Borno,821,Urbain,1448,821-1448,2,1350.86767578125,1,NA,NA,3,5,Métayage,1.214058,NA,NA,NA,1.214058,NA,NA,NA,FALSE,1.214058
80011,North East,Borno,821,Urbain,1448,821-1448,2,1350.86767578125,2,NA,NA,5000,7,Propriété pleine,0.5,NA,NA,NA,0.5,NA,NA,NA,FALSE,0.5
80011,North East,Borno,821,Urbain,1448,821-1448,2,1350.86767578125,3,NA,NA,3,5,Métayage,1.214058,NA,NA,NA,1.214058,NA,NA,NA,FALSE,1.214058
80012,North East,Borno,821,Urbain,1448,821-1448,2,1350.86767578125,1,NA,NA,0.5,5,Héritage,0.202343,NA,NA,NA,0.202343,NA,NA,NA,FALSE,0.202343
80012,North East,Borno,821,Urbain,1448,821-1448,2,1350.86767578125,2,NA,NA,3,5,Location,1.214058,NA,NA,NA,1.214058,NA,NA,NA,FALSE,1.214058
80013,North East,Borno,821,Urbain,1448,821-1448,2,1350.86767578125,1,NA,NA,1,5,Propriété pleine,0.404686,NA,NA,NA,0.404686,NA,NA,NA,FALSE,0.404686
80013,North East,Borno,821,Urbain,1448,821-1448,2,1350.86767578125,2,NA,NA,3,5,Propriété pleine,1.214058,NA,NA,NA,1.214058,NA,NA,NA,FALSE,1.214058
80013,North East,Borno,821,Urbain,1448,821-1448,2,1350.86767578125,3,NA,NA,2,5,Propriété pleine,0.809372,NA,NA,NA,0.809372,NA,NA,NA,FALSE,0.809372
80014,North East,Borno,821,Urbain,1448,821-1448,2,1350.86767578125,1,NA,NA,2,5,Location,0.809372,NA,NA,NA,0.809372,NA,NA,NA,FALSE,0.809372
80014,North East,Borno,821,Urbain,1448,821-1448,2,1350.86767578125,2,NA,NA,1,6,Location,1,NA,NA,NA,1,NA,NA,NA,FALSE,1
80014,North East,Borno,821,Urbain,1448,821-1448,2,1350.86767578125,3,NA,NA,250,7,Propriété pleine,0.025,NA,NA,NA,0.025,NA,NA,NA,FALSE,0.025
80015,North East,Borno,821,Urbain,1448,821-1448,2,1350.86767578125,1,NA,NA,1,5,Héritage,0.404686,NA,NA,NA,0.404686,NA,NA,NA,FALSE,0.404686
80015,North East,Borno,821,Urbain,1448,821-1448,2,1350.86767578125,2,NA,NA,2,5,Location,0.809372,NA,NA,NA,0.809372,NA,NA,NA,FALSE,0.809372
80016,North East,Borno,821,Urbain,1448,821-1448,2,1350.86767578125,1,NA,NA,4,5,Location,1.618744,NA,NA,NA,1.618744,NA,NA,NA,FALSE,1.618744
80016,North East,Borno,821,Urbain,1448,821-1448,2,1350.86767578125,2,NA,NA,1250,7,Héritage,0.125,NA,NA,NA,0.125,NA,NA,NA,FALSE,0.125
80016,North East,Borno,821,Urbain,1448,821-1448,2,1350.86767578125,3,NA,NA,5000,7,Location,0.5,NA,NA,NA,0.5,NA,NA,NA,FALSE,0.5
80016,North East,Borno,821,Urbain,1448,821-1448,2,1350.86767578125,4,NA,NA,2500,7,Location,0.25,NA,NA,NA,0.25,NA,NA,NA,FALSE,0.25
80017,North East,Borno,821,Urbain,1448,821-1448,2,1350.86767578125,1,NA,NA,10,5,Propriété pleine,4.04686,NA,NA,NA,4.04686,NA,NA,NA,FALSE,4.04686
80017,North East,Borno,821,Urbain,1448,821-1448,2,1350.86767578125,2,NA,NA,250,7,Propriété pleine,0.025,NA,NA,NA,0.025,NA,NA,NA,FALSE,0.025
80018,North East,Borno,821,Urbain,1448,821-1448,2,1350.86767578125,1,NA,NA,4,5,Métayage,1.618744,NA,NA,NA,1.618744,NA,NA,NA,FALSE,1.618744
80018,North East,Borno,821,Urbain,1448,821-1448,2,1350.86767578125,2,NA,NA,1,5,Métayage,0.404686,NA,NA,NA,0.404686,NA,NA,NA,FALSE,0.404686
