"identifiant_menage","superficie_totale_ha","superficie_gps_totale_ha","nb_parcelles","nb_parcelles_valides","region","etat","zone_residence","lga","strate","poids_menage"
79019,1.829,3.63657003,7,7,1,7,2,702,1,4422.14697265625
79020,1.0235,1.161612,4,4,1,7,2,702,1,4422.14697265625
79021,1.251,1.34219998,4,4,1,7,2,702,1,4422.14697265625
79023,1.995,1.453225019,6,6,1,7,2,702,1,4422.14697265625
79024,1.444,1.166659979,5,5,1,7,2,702,1,4422.14697265625
79025,4,2.23465001,3,3,1,7,2,704,1,8276.5126953125
79026,7.54,6.0835,5,5,1,7,2,704,1,8276.5126953125
79028,1.358686,3.12528999,3,3,1,7,2,704,1,8276.5126953125
79029,3,1.29713999,2,2,1,7,2,704,1,8276.5126953125
79030,8.0072,3.64101997,4,4,1,7,2,704,1,8276.5126953125
79032,1.385,0.67816001,2,2,1,7,2,704,1,8276.5126953125
79033,3.1145,0.27691001,4,4,1,7,2,704,1,8276.5126953125
79034,0.684,1.273253003,2,2,1,7,2,704,1,8276.5126953125
79035,6.421372,7.93652,4,4,1,7,2,704,1,8276.5126953125
79036,0.890686,1.92623,2,2,1,7,2,704,1,8276.5126953125
79037,0,0,1,0,1,7,1,705,1,NA
79038,2.025,1.33891001,5,5,1,7,1,705,1,3181.23291015625
79039,7.467,3.12397996,5,5,1,7,1,705,1,3181.23291015625
79040,6.99,0.090481,2,2,1,7,1,705,1,3181.23291015625
79041,0,0,1,0,1,7,1,705,1,3181.23291015625
79042,0.663286,1.46346001,3,3,1,7,1,705,1,3181.23291015625
79043,2,0.479058,2,2,1,7,1,705,1,3181.23291015625
79045,0.01,0,1,1,1,7,2,723,1,3181.23291015625
79046,1,0,1,1,1,7,1,705,1,3181.23291015625
79047,0.306,0.43715,2,2,1,7,1,705,1,3181.23291015625
79051,0,0,1,0,6,24,1,2408,1,4352.06591796875
79052,0,0,1,0,1,7,1,713,1,4352.06591796875
79053,0,0,1,0,1,7,1,713,1,4352.06591796875
79054,0,0,1,0,1,7,1,713,1,4352.06591796875
79055,0.005,0,1,1,1,7,1,713,1,4352.06591796875
79056,0.01,0,1,1,1,7,1,713,1,4352.06591796875
79057,0.01,0,1,1,1,7,1,713,1,4352.06591796875
79058,0,0,1,0,1,7,1,713,1,4352.06591796875
79059,0,0,1,0,1,7,1,713,1,4352.06591796875
79060,0,0,1,0,1,7,1,713,1,NA
79061,1.443,1.01207,4,4,1,7,2,716,1,2519.57006835938
79062,1.056,0.95667,4,4,1,7,2,716,1,2519.57006835938
79064,1.8,1.70929001,4,4,1,7,2,716,1,2519.57006835938
79065,1.728,1.83461001,3,3,1,7,2,716,1,2519.57006835938
79066,0.768,0.394789001,3,3,1,7,2,716,1,2519.57006835938
79067,0.773,0.598380009,4,4,1,7,2,716,1,2519.57006835938
79068,1.814058,0.927406957,2,2,1,7,2,716,1,2519.57006835938
79069,1.344,1.20636001,2,2,1,7,2,716,1,2519.57006835938
79070,5.1,3.0376,3,3,1,7,2,716,1,2519.57006835938
79072,1.2,0.90626001,2,1,1,7,2,716,1,2519.57006835938
79073,0.03,0.29217,1,1,1,7,2,717,1,3060.81518554688
79074,0.09,0.64798,3,3,1,7,2,717,1,3060.81518554688
79075,2.630459,3.21896001,4,4,1,7,2,717,1,3060.81518554688
79077,1.618744,0.46738,3,3,1,7,2,717,1,3060.81518554688
79078,0.305,1.02660998,3,3,1,7,2,717,1,3060.81518554688
79080,6.002,2.15798003,4,4,1,7,2,717,1,3060.81518554688
79081,0.341,0.92281997,3,3,1,7,2,717,1,3060.81518554688
79082,0.435,0.52794,4,4,1,7,2,717,1,3060.81518554688
79083,0.1944,1.21223001,6,6,1,7,2,717,1,3060.81518554688
79084,0.08,0.27052,3,3,1,7,2,717,1,3060.81518554688
79085,1.721372,0.344636,4,4,1,7,2,718,1,11633.9990234375
79087,0.288,0.235592998,2,2,1,7,2,718,1,11633.9990234375
79088,0.003,0,1,1,1,7,2,718,1,11633.9990234375
79090,0.816,0.597709991,2,2,1,7,2,718,1,11633.9990234375
79091,0.528,0.399303999,2,2,1,7,2,718,1,11633.9990234375
79092,0.485,0.297600001,4,4,1,7,2,718,1,11633.9990234375
79093,0.312,0.414899998,4,4,1,7,2,718,1,11633.9990234375
79094,0.533,0.417169999,4,4,1,7,2,718,1,11633.9990234375
79095,0.915,1.565679999,4,4,1,7,2,718,1,11633.9990234375
79096,1.21,1.168383008,4,4,1,7,2,718,1,11633.9990234375
79097,2.02343,2.202539001,2,2,1,7,2,718,1,1136.62512207031
79098,0.252,0.202713001,3,3,1,7,2,718,1,1136.62512207031
79099,4.04686,0.545466002,3,3,1,7,2,718,1,1136.62512207031
79101,2.832802,0.49986,3,3,1,7,2,718,1,1136.62512207031
79102,0.696,0.271203998,4,4,1,7,2,718,1,1136.62512207031
79104,0.18,0.14315,2,2,1,7,2,718,1,1136.62512207031
79105,0.548,0.33706001,4,4,1,7,2,718,1,1136.62512207031
79106,0.48,0.273829998,4,4,1,7,2,718,1,1136.62512207031
79107,0.341,0.392459996,5,5,1,7,2,718,1,1136.62512207031
79108,4.04686,0.66741,3,3,1,7,2,718,1,1136.62512207031
79109,4.856232,1.14725,3,3,1,7,2,719,1,6783.75
79110,3.237488,1.08178999,3,3,1,7,2,719,1,6783.75
79111,2.428116,1.06063001,3,3,1,7,2,719,1,6783.75
79112,1.301,0.706219999,4,4,1,7,2,719,1,6783.75
79113,3.228,2.04944003,5,5,1,7,2,719,1,6783.75
79114,0.725,0.57296001,4,4,1,7,2,719,1,6783.75
79116,0.627,0.442209001,5,5,1,7,2,719,1,6783.75
79117,1.923,0.682285989,5,5,1,7,2,719,1,6783.75
79119,0.615,0.546799998,5,5,1,7,2,719,1,6783.75
79120,0.543,0.339735998,5,5,1,7,2,719,1,6783.75
79121,1.155,1.31871001,2,2,1,7,2,721,1,5110.3046875
79122,1.244686,0.99967002,2,2,1,7,2,721,1,5110.3046875
79123,0.18,0.47545,2,2,1,7,2,721,1,5110.3046875
79124,1.17,1.45423003,2,2,1,7,2,721,1,5110.3046875
79125,0.375,0.62367001,2,2,1,7,2,721,1,5110.3046875
79127,1.41,3.775,2,2,1,7,2,721,1,5110.3046875
79128,16.32,0.72707002,2,2,1,7,2,721,1,5110.3046875
79129,0.7074,0.78988001,2,2,1,7,2,721,1,5110.3046875
79131,0.924,1.28445,2,2,1,7,2,721,1,5110.3046875
79132,1.044,1.51201001,2,2,1,7,2,721,1,5110.3046875
79133,2.062,1.60452002,4,4,1,7,2,723,1,3070.95922851562
79134,0.792,0.65034,3,3,1,7,2,723,1,3070.95922851562
79136,0.342,0.46013598,3,3,1,7,2,723,1,3070.95922851562
79137,0.174,0.95823999,3,3,1,7,2,723,1,3070.95922851562
79138,1.282,0.5769,3,3,1,7,2,723,1,3070.95922851562
79139,2.042,0.65504,3,3,1,7,2,723,1,3070.95922851562
79140,0.036,0.50541001,1,1,1,7,2,723,1,3070.95922851562
79141,1.938,0.69729,3,3,1,7,2,723,1,3070.95922851562
79142,0.945,0.182789999,2,2,1,7,2,723,1,3070.95922851562
79143,1.304686,0.74568,3,3,1,7,2,723,1,3070.95922851562
80011,2.928116,0,3,3,2,8,1,821,2,1350.86767578125
80012,1.416401,0,2,2,2,8,1,821,2,1350.86767578125
80013,2.428116,0,3,3,2,8,1,821,2,1350.86767578125
80014,1.834372,0,3,3,2,8,1,821,2,1350.86767578125
80015,1.214058,0,2,2,2,8,1,821,2,1350.86767578125
80016,2.493744,0,4,4,2,8,1,821,2,1350.86767578125
80017,4.07186,0,2,2,2,8,1,821,2,1350.86767578125
80018,2.04843,0,3,3,2,8,1,821,2,1350.86767578125
80019,1.011715,0,2,2,2,8,1,821,2,1350.86767578125
80020,2.428116,0,3,3,2,8,1,821,2,1350.86767578125
80091,0.834372,0,2,2,2,8,2,805,2,4148.8955078125
80092,0.429686,0,2,2,2,8,2,805,2,4148.8955078125
80093,0,0,1,0,2,8,2,805,2,NA
80095,0.834372,0,2,2,2,8,2,805,2,4148.8955078125
80097,2.832802,0,2,2,2,8,2,805,2,4148.8955078125
80098,3.844517,0,3,3,2,8,2,805,2,4148.8955078125
80099,0.809372,0,1,1,2,8,2,805,2,4148.8955078125
80100,1.821087,0,3,3,2,8,2,805,2,4148.8955078125
80101,2.02343,0.378332,3,3,2,8,2,827,2,1773.791015625
80102,2.453116,4.13688999,6,6,2,8,2,827,2,1773.791015625
80103,1.618744,1.79834004,4,4,2,8,2,827,2,1773.791015625
80104,8.09372,0.58810999,7,7,2,8,2,827,2,1773.791015625
80105,1.643744,0.99405002,3,3,2,8,2,827,2,1773.791015625
80106,1.214058,1.35358003,3,3,2,8,2,827,2,1773.791015625
80107,15.878068,3.01954001,11,11,2,8,2,827,2,1773.791015625
80108,2.225773,1.02809001,3,3,2,8,2,827,2,1773.791015625
80109,2.27343,1.284030981,6,6,2,8,2,827,2,1773.791015625
80110,1.618744,2.22420299,4,4,2,8,2,827,2,1773.791015625
89001,0.025,0,1,1,2,8,1,821,2,1681.97998046875
89002,0,0,1,0,2,8,1,821,2,1681.97998046875
89003,4.856232,0,2,2,2,8,1,821,2,1681.97998046875
89004,0,0,1,0,2,8,1,821,2,1681.97998046875
89005,10.546836,3.85891001,6,6,2,8,1,821,2,1681.97998046875
89006,0.025,0,1,1,2,8,1,821,2,1681.97998046875
89007,4.04686,2.1129,2,2,2,8,1,821,2,1681.97998046875
89009,0.809372,0.55332998,1,1,2,8,1,821,2,1681.97998046875
89010,0,0,1,0,2,8,1,821,2,1681.97998046875
89011,0,0,1,0,2,8,1,821,2,1681.97998046875
89015,0.25,0.118510998,2,2,2,8,1,821,2,23118.7421875
89016,13.82029,0.240182999,8,8,2,8,1,821,2,23118.7421875
89017,0.809372,0,1,1,2,8,1,821,2,23118.7421875
89019,0,0,1,0,2,8,1,821,2,23118.7421875
89020,1.618744,0,2,2,2,8,1,821,2,23118.7421875
89021,4.04686,0,1,1,2,8,1,821,2,23118.7421875
89022,2.630459,0,3,3,2,8,1,821,2,23118.7421875
89023,3.237488,0,2,2,2,8,1,821,2,23118.7421875
89024,3.642174,0,2,2,2,8,1,821,2,23118.7421875
89028,2.02343,0,2,2,2,8,1,821,2,23118.7421875
90001,0,0,1,0,5,9,1,908,5,15168.072265625
90002,1,0,1,1,5,9,1,908,5,15168.072265625
90003,0,0,1,0,5,9,1,908,5,15168.072265625
90004,0,0,1,0,5,9,1,908,5,15168.072265625
90005,0,0,1,0,5,9,1,908,5,15168.072265625
90006,0,0,1,0,5,9,1,908,5,NA
90007,0.215,0.043746999,7,7,5,3,2,312,5,15168.072265625
90009,0,0,1,0,5,9,1,908,5,15168.072265625
90010,0,0,1,0,5,9,1,908,5,15168.072265625
90021,0.07,0.192388003,2,2,5,9,1,915,5,2719.908203125
90022,0.404686,1.025,1,1,5,9,1,915,5,2719.908203125
90025,0.749186,0.47001,3,3,5,9,1,915,5,2719.908203125
90026,0,0,1,0,5,9,1,915,5,2719.908203125
90027,1.214058,2.29335,3,3,5,9,1,915,5,2719.908203125
90028,1.618744,0.83447998,3,3,5,9,1,915,5,2719.908203125
90029,0.404686,0.057314001,1,1,5,9,1,915,5,2719.908203125
90030,0,0,1,0,5,9,1,915,5,2719.908203125
90041,0.0735,0.29380299,2,2,5,9,2,901,5,4589.47998046875
90042,0,0,1,0,5,9,2,901,5,4589.47998046875
90043,0.633,0.387818001,2,2,5,9,2,901,5,4589.47998046875
90044,1.323,0.617165002,3,3,5,9,2,901,5,4589.47998046875
90045,0,0,1,0,5,9,2,901,5,NA
90046,0,0,1,0,5,9,2,901,5,4589.47998046875
90047,0.945,0.276320001,2,2,5,9,2,901,5,4589.47998046875
90048,0.189,0.114784,3,3,5,9,2,901,5,4589.47998046875
90091,0.314,0.380795997,3,3,5,9,2,918,5,1517.93371582031
90092,0.6004,1.347813998,4,4,5,9,2,918,5,1517.93371582031
90093,0.4515,0.421007009,4,4,5,9,2,918,5,1517.93371582031
90094,0.045,0.305785002,2,2,5,9,2,918,5,1517.93371582031
90095,0.2884,0.285221,3,3,5,9,2,918,5,1517.93371582031
90096,0.2594,0.265262997,4,4,5,9,2,918,5,1517.93371582031
90097,0.65,5.292140199,3,3,5,9,2,918,5,1517.93371582031
90098,0,0,1,0,5,9,2,918,5,1517.93371582031
90099,0.2875,0.39881001,2,2,5,9,2,918,5,1517.93371582031
90100,0.647,0.88096001,4,4,5,9,2,918,5,1517.93371582031
99001,0.189,0.261078003,2,2,5,9,2,905,5,9333.3232421875
99002,0.0126,0.018999001,1,1,5,9,2,905,5,NA
99003,0.0994,0.68463,3,3,5,9,2,905,5,9333.3232421875
99004,0.42,0.46796,2,2,5,9,2,905,5,9333.3232421875
99005,1.155,0.544069994,4,4,5,9,2,905,5,9333.3232421875
99006,0.441,0.292291992,2,2,5,9,2,905,5,9333.3232421875
99008,0.126,0.10125,2,2,5,9,2,905,5,9333.3232421875
99009,0.735,0.600062018,2,2,5,9,2,905,5,9333.3232421875
99010,0.231,0.355378001,2,2,5,9,2,905,5,9333.3232421875
99011,0.0483,0.070232,2,2,5,9,2,905,5,9333.3232421875
99013,0.01,0,1,1,5,9,1,908,5,3377.49194335938
99014,0,0,1,0,5,9,1,908,5,3377.49194335938
99015,0,0,1,0,5,9,1,908,5,3377.49194335938
99016,0,0,1,0,5,9,1,908,5,3377.49194335938
99017,0,0,1,0,5,9,1,908,5,3377.49194335938
99019,0,0,1,0,5,9,1,908,5,3377.49194335938
99020,0,0,1,0,5,9,1,908,5,3377.49194335938
99021,0.809372,0,1,1,5,9,1,908,5,3377.49194335938
99023,0.455,0,1,1,5,9,1,908,5,3377.49194335938
99026,0,0,1,0,5,9,1,909,5,5615.51806640625
99027,0,0,1,0,5,9,1,909,5,5615.51806640625
99029,0,0,1,0,5,9,1,909,5,5615.51806640625
99030,0,0,1,0,5,9,1,909,5,5615.51806640625
99031,0,0,1,0,5,9,1,909,5,5615.51806640625
99032,0,0,1,0,5,9,1,909,5,5615.51806640625
99033,0,0,1,0,5,9,1,909,5,5615.51806640625
99034,0,0,1,0,5,9,1,909,5,5615.51806640625
99035,0,0,1,0,5,9,1,909,5,5615.51806640625
99036,0,0,1,0,5,9,1,909,5,5615.51806640625
99037,0.344,0,2,2,5,9,2,910,5,3406.62939453125
99038,0.042,0.13921,1,1,5,9,2,910,5,3406.62939453125
99039,0,0,1,0,5,9,2,910,5,NA
99040,1.847,2.11342,4,4,5,9,2,910,5,3406.62939453125
99041,0.105,0,1,1,5,9,2,910,5,3406.62939453125
99043,2.2755,5.08075999,5,5,5,9,2,910,5,3406.62939453125
99044,0.42,0.22788999,1,1,5,9,2,910,5,3406.62939453125
99045,1.05,0.40108999,1,1,5,9,2,910,5,3406.62939453125
99046,0.042,0.085484998,1,1,5,9,2,910,5,3406.62939453125
99048,0.294,0.64082002,1,1,5,9,2,910,5,3406.62939453125
99051,1.3105,0.338827999,5,5,5,9,2,910,5,4429.75830078125
99052,3.155,0,4,4,5,9,2,910,5,4429.75830078125
99053,10,0.88787002,2,2,5,9,2,910,5,4429.75830078125
99054,0.404686,0.24557,1,1,5,9,2,910,5,4429.75830078125
99055,0.236,0.4815,2,2,5,9,2,910,5,4429.75830078125
99056,4.105,0.10754,3,3,5,9,2,910,5,4429.75830078125
99057,0.6911,0.69625,3,3,5,9,2,910,5,4429.75830078125
99058,1.663,0.352240001,4,4,5,9,2,910,5,4429.75830078125
99059,2.6208,0.731716011,3,3,5,9,2,910,5,4429.75830078125
99061,0.17535,0.207151,2,2,5,9,2,913,5,10837.6005859375
99062,1.0315,0.44296,3,3,5,9,2,913,5,10837.6005859375
99064,0.378,0,2,2,5,9,2,913,5,10837.6005859375
99065,0.0195,0,1,1,5,9,2,913,5,10837.6005859375
99066,0.6825,0.12498,1,1,5,9,2,913,5,10837.6005859375
99068,2.932116,0.54579001,5,5,5,9,2,913,5,10837.6005859375
99070,0.63,0,1,1,5,9,2,913,5,10837.6005859375
99071,0.21,0,1,1,5,9,2,913,5,10837.6005859375
99072,0.301,0,4,4,5,9,2,913,5,10837.6005859375
99074,3.004744,0.089065002,3,3,5,9,2,917,5,9337.603515625
99075,2.04293,0.36283999,2,2,5,9,2,917,5,9337.603515625
99076,0,0,1,0,5,9,2,917,5,9337.603515625
99077,3.237488,0.15116,3,3,5,9,2,917,5,9337.603515625
99079,1.155,0.088565002,3,3,5,9,2,917,5,9337.603515625
99080,0.8085,0.089179001,3,3,5,9,2,917,5,9337.603515625
99081,1.197,0.59913199,4,4,5,9,2,917,5,9337.603515625
99082,1.949058,0.413999,3,3,5,9,2,917,5,9337.603515625
99083,0.798,0.17854,4,4,5,9,2,917,5,9337.603515625
99088,0.39,0,1,1,5,9,1,908,5,3377.49194335938
99094,0.7035,0.015266,3,3,5,9,2,910,5,4429.75830078125
99096,0.817029,0.71758999,2,2,5,9,2,913,5,10837.6005859375
99098,0.252,0.37145,2,2,5,9,2,917,5,9337.603515625
100031,1.214058,0.91805998,2,2,5,10,2,1008,5,1806.55151367188
100032,0.809372,0.23878,2,2,5,10,2,1008,5,1806.55151367188
100033,0.809372,0.31848999,1,1,5,10,2,1008,5,1806.55151367188
100034,2.832802,1.08373999,4,4,5,10,2,1008,5,1806.55151367188
100035,2.225773,0,2,2,5,10,2,1008,5,1806.55151367188
100036,0.404686,0.19326,1,1,5,10,2,1008,5,1806.55151367188
100037,0.20235,0.11315,1,1,5,10,2,1008,5,1806.55151367188
100038,0.35418,0.49761999,2,2,5,10,2,1008,5,1806.55151367188
100039,1.618744,0.193483002,3,3,5,10,2,1008,5,1806.55151367188
100040,0.809372,0.45781999,2,2,5,10,2,1008,5,1806.55151367188
100111,0,0,1,0,5,10,1,1018,5,1852.27770996094
100113,0,0,1,0,5,10,1,1018,5,1852.27770996094
100115,0,0,1,0,5,10,1,1018,5,1852.27770996094
100117,0.304343,0,2,2,5,10,1,1018,5,1852.27770996094
100118,0,0,1,0,5,10,1,1018,5,1852.27770996094
100119,0,0,1,0,5,10,1,1018,5,1852.27770996094
100120,0.202343,0.014362,2,2,5,10,1,1018,5,1852.27770996094
100131,0.046,0,1,1,5,10,2,1025,5,2259.67065429688
100132,0,0,1,0,5,10,2,1025,5,2259.67065429688
100133,0.202343,0,1,1,5,10,2,1025,5,2259.67065429688
100134,0.404686,0,1,1,5,10,2,1025,5,2259.67065429688
100135,0,0,1,0,5,10,2,1025,5,2259.67065429688
100136,0,0,1,0,5,10,2,1025,5,2259.67065429688
100138,0,0,1,0,5,10,2,1025,5,2259.67065429688
109002,1.214058,0.029570001,1,1,5,10,1,1002,5,2659.21459960938
109005,0.809372,0.34072001,2,2,5,10,1,1002,5,2659.21459960938
109006,1.214058,0.038001001,2,2,5,10,1,1002,5,2659.21459960938
109007,0.809372,1.2189,1,1,5,10,1,1002,5,2659.21459960938
109008,0,0,1,0,5,10,1,1002,5,2659.21459960938
109009,2.832802,1.64643,2,2,5,10,1,1002,5,2659.21459960938
109011,8.09372,2.71202998,2,2,5,10,1,1002,5,2659.21459960938
109012,2.630459,0.68367,2,2,5,10,1,1002,5,2659.21459960938
109013,0.404686,0.25102,1,1,5,10,2,1006,5,4772.7255859375
109014,1.618744,0.45379,3,3,5,10,2,1006,5,4772.7255859375
109016,0,0,1,0,5,10,2,1006,5,4772.7255859375
109017,1.011715,0.34442,2,2,5,10,2,1006,5,4772.7255859375
109018,1.214058,0.94168999,2,2,5,10,2,1006,5,4772.7255859375
109019,1.214058,0.61082,2,2,5,10,2,1006,5,4772.7255859375
109020,0.627029,0.529890979,2,2,5,10,2,1006,5,4772.7255859375
109021,0.809372,1.73527002,2,2,5,10,2,1006,5,4772.7255859375
109022,1.011715,1.7096,1,1,5,10,2,1006,5,4772.7255859375
109023,0.404686,1.52067002,2,2,5,10,2,1006,5,4772.7255859375
109025,0,0,1,0,5,10,2,1006,5,3699.11645507812
109026,0.202343,0.56381001,1,1,5,10,2,1006,5,3699.11645507812
109028,0,0,1,0,5,10,2,1006,5,3699.11645507812
109029,0,0,1,0,5,10,2,1006,5,3699.11645507812
109030,0.404686,0,1,1,5,10,2,1006,5,3699.11645507812
109031,0.809372,0,1,1,5,10,2,1006,5,3699.11645507812
109032,0.404686,0.22683,1,1,5,10,2,1006,5,3699.11645507812
109033,0,0,1,0,5,10,2,1006,5,3699.11645507812
109034,0,0,1,0,5,10,2,1006,5,3699.11645507812
109035,0,0,1,0,5,10,2,1006,5,3699.11645507812
109037,1.618744,0.42692998,2,2,5,10,1,1007,5,2122.96044921875
109038,1.214058,0.78653,2,2,5,10,1,1007,5,2122.96044921875
109040,0.404686,0.11248,1,1,5,10,1,1007,5,2122.96044921875
109041,0,0,1,0,5,10,1,1007,5,2122.96044921875
109042,0.809372,0.51856001,1,1,5,10,1,1007,5,2122.96044921875
109043,0.404686,0.070382001,1,1,5,10,1,1007,5,2122.96044921875
109045,0,0,1,0,5,10,1,1007,5,NA
109046,0.202343,0.044219,1,1,5,10,1,1007,5,2122.96044921875
109047,0.809372,0.81957998,1,1,5,10,1,1007,5,2122.96044921875
109048,1.214058,0.29291001,1,1,5,10,2,1012,5,7905.75927734375
109049,2.428116,1.49613003,3,3,5,10,2,1012,5,7905.75927734375
109052,0.809372,0.29093,1,1,5,10,2,1012,5,7905.75927734375
109053,1.214058,1.090708,2,2,5,10,2,1012,5,7905.75927734375
109054,1.214058,0.59487002,1,1,5,10,1,1015,5,7905.75927734375
109055,3.237488,2.49421001,2,2,5,10,2,1012,5,7905.75927734375
109056,1.214058,0.411169013,2,2,5,10,2,1012,5,7905.75927734375
109057,0.607029,0.30792,1,1,5,10,2,1012,5,7905.75927734375
109058,0.809372,0.5682,1,1,5,10,2,1012,5,7905.75927734375
109059,1.214058,0.26783,1,1,5,10,2,1011,5,7905.75927734375
109060,1.214058,0,2,2,5,10,2,1012,5,13230.2138671875
109061,0.404686,0.018447,1,1,5,10,2,1012,5,13230.2138671875
109062,0.404686,0.070508002,1,1,5,10,2,1012,5,13230.2138671875
109064,0.809372,0.97328,2,2,5,10,2,1012,5,13230.2138671875
109065,2.4375,0,2,2,5,10,2,1011,5,13230.2138671875
109066,0.091,0,1,1,5,10,2,1012,5,13230.2138671875
109067,0.809372,0.83468003,2,2,5,10,2,1012,5,13230.2138671875
109068,0.607029,0,1,1,5,10,2,1012,5,13230.2138671875
109069,1.618744,0.43957002,1,1,5,10,2,1012,5,13230.2138671875
109071,0.809372,0.69535,1,1,5,10,2,1012,5,13230.2138671875
109073,0.625029,0,2,2,5,10,2,1013,5,4208.3154296875
109074,0,0,1,0,5,10,2,1013,5,4208.3154296875
109076,1.214058,0.65427002,1,1,5,10,2,1013,5,4208.3154296875
109077,0.809372,0,2,2,5,10,2,1013,5,4208.3154296875
109078,0.809372,0,1,1,5,10,2,1013,5,4208.3154296875
109080,2.428116,0.294224988,3,3,5,10,2,1013,5,4208.3154296875
109081,2.02343,0.18445,2,2,5,10,2,1013,5,4208.3154296875
109082,2.428116,1.30952998,3,3,5,10,2,1013,5,4208.3154296875
109083,1.234058,0.290951998,3,3,5,10,2,1013,5,4208.3154296875
109085,0.414043,0.65672798,3,3,5,10,2,1013,5,2997.70849609375
109086,0.407686,0.46256999,2,2,5,10,2,1013,5,2997.70849609375
109087,0.809372,0.73436999,3,3,5,10,2,1013,5,2997.70849609375
109088,0.5260918,0.683440008,4,4,5,10,2,1013,5,2997.70849609375
109089,0,0,1,0,5,10,2,1013,5,2997.70849609375
109091,2.02343,0.215657999,3,3,5,10,2,1013,5,2997.70849609375
109092,0.757029,0.79664001,2,2,5,10,2,1013,5,2997.70849609375
109093,0.404686,0.23443999,1,1,5,10,2,1013,5,2997.70849609375
109095,0.0104,0.029147,1,1,5,10,2,1013,5,2997.70849609375
109096,0,0,1,0,5,10,2,1013,5,3858.70239257812
109099,0,0,1,0,5,10,2,1013,5,3858.70239257812
109100,0,0,1,0,5,10,2,1013,5,3858.70239257812
109101,0,0,1,0,5,10,2,1013,5,3858.70239257812
109103,0,0,1,0,5,10,2,1013,5,3858.70239257812
109104,0,0,1,0,5,10,2,1013,5,3858.70239257812
109106,0,0,1,0,5,10,2,1013,5,3858.70239257812
109107,0,0,1,0,5,10,2,1013,5,3858.70239257812
109108,0.607029,0,2,2,5,10,2,1013,5,11179.548828125
109110,1.416401,0,2,2,5,10,2,1013,5,11179.548828125
109111,0,0,1,0,5,10,2,1013,5,11179.548828125
109112,0,0,1,0,5,10,2,1013,5,11179.548828125
109114,0,0,1,0,5,10,2,1013,5,11179.548828125
109115,0.069,0,1,1,5,10,2,1013,5,11179.548828125
109117,0,0,1,0,5,10,2,1013,5,11179.548828125
109118,0.404686,0,1,1,5,10,2,1013,5,11179.548828125
109119,0.202343,0.071816998,1,1,5,10,2,1013,5,11179.548828125
109121,0,0,1,0,5,10,1,1022,5,5326.3408203125
109122,1.821087,1.6743,1,1,5,10,1,1022,5,5326.3408203125
109123,1.214058,0.74467001,2,2,5,10,1,1022,5,5326.3408203125
109124,0,0,1,0,5,10,1,1022,5,5326.3408203125
109126,0,0,1,0,5,10,1,1022,5,5326.3408203125
109127,0.607029,0,2,2,5,10,1,1022,5,5326.3408203125
109128,0.607029,0.276994999,3,3,5,10,1,1022,5,5326.3408203125
109129,0.5260918,0,2,2,5,10,1,1022,5,5326.3408203125
109130,0,0,1,0,5,10,1,1022,5,5326.3408203125
109131,0,0,1,0,5,10,1,1022,5,5326.3408203125
109132,0,0,1,0,5,10,1,1022,5,2266.82861328125
109133,0,0,1,0,5,10,1,1022,5,2266.82861328125
109134,0,0,1,0,5,10,1,1022,5,2266.82861328125
109135,0,0,1,0,5,10,1,1022,5,2266.82861328125
109136,0,0,1,0,5,10,1,1022,5,2266.82861328125
109137,0,0,1,0,5,10,1,1022,5,2266.82861328125
109139,0,0,1,0,5,10,1,1022,5,2266.82861328125
109141,0,0,1,0,5,10,1,1022,5,2266.82861328125
109142,0,0,1,0,5,10,1,1022,5,2266.82861328125
109145,0,0,1,0,5,10,2,1023,5,4273.55615234375
109147,0,0,1,0,5,10,2,1023,5,4273.55615234375
109148,0,0,1,0,5,10,2,1023,5,4273.55615234375
109149,0,0,1,0,5,10,2,1023,5,4273.55615234375
109150,0,0,1,0,5,10,2,1023,5,4273.55615234375
109151,0,0,1,0,5,10,2,1023,5,4273.55615234375
109152,0,0,1,0,5,10,2,1023,5,4273.55615234375
109153,0,0,1,0,5,10,2,1023,5,4273.55615234375
109154,0,0,1,0,5,10,2,1023,5,4273.55615234375
109155,0,0,1,0,5,10,2,1023,5,4273.55615234375
109156,0.809372,2.12211,1,1,5,10,1,1002,5,2659.21459960938
109157,0.404686,0.20205,1,1,5,10,1,1002,5,2659.21459960938
109166,0,0,1,0,5,10,2,1013,5,4208.3154296875
109169,0.9914807,0.486029999,5,5,5,10,2,1013,5,2997.70849609375
109170,0.202343,0,1,1,5,10,2,1013,5,3858.70239257812
109171,0,0,1,0,5,10,2,1013,5,3858.70239257812
109173,0.404686,0,1,1,5,10,2,1013,5,11179.548828125
109176,0.202343,0,1,1,5,10,1,1022,5,2266.82861328125
110001,0,0,1,0,4,11,1,1104,4,5454.9150390625
110002,0,0,1,0,4,11,1,1104,4,5454.9150390625
110003,0,0,1,0,4,11,1,1104,4,5454.9150390625
110004,0,0,1,0,4,11,1,1104,4,5454.9150390625
110005,0,0,1,0,4,11,1,1104,4,5454.9150390625
110006,0,0,1,0,4,11,1,1104,4,5454.9150390625
110007,0,0,1,0,4,11,1,1104,4,5454.9150390625
110008,0,0,1,0,4,11,1,1104,4,5454.9150390625
110009,0,0,1,0,4,11,1,1104,4,5454.9150390625
110010,0,0,1,0,4,11,1,1104,4,5454.9150390625
110021,0.456,0.347918998,4,4,4,11,2,1112,4,8212.8515625
