"identifiant_menage","region","etat","lga","zone_residence","ea","cluster","strate","poids_menage","identifiant_parcelle","superficie_declaree","superficie_gps_m2","superficie_parcelle","unite_superficie","mode_acquisition","superficie_ha_standard","superficie_ha_heaps","superficie_ha_ridges","superficie_ha_stands","superficie_ha","superficie_gps_ha","outlier_superficie","superficie_ha_propre"
29032,"North East","Adamawa",207,"Rural",158,"207-158",2,794.480407714844,2,NA,19607,3,5,"location",1.214058,NA,NA,NA,1.214058,1.9607,FALSE,1.214058
29032,"North East","Adamawa",207,"Rural",158,"207-158",2,794.480407714844,3,NA,18341,5,5,"location",2.02343,NA,NA,NA,2.02343,1.8341,FALSE,2.02343
29032,"North East","Adamawa",207,"Rural",158,"207-158",2,794.480407714844,4,NA,2157.1001,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.21571001,FALSE,0.404686
29032,"North East","Adamawa",207,"Rural",158,"207-158",2,794.480407714844,5,NA,NA,600,7,"héritage",0.06,NA,NA,NA,0.06,NA,FALSE,0.06
29033,"North East","Adamawa",207,"Rural",158,"207-158",2,794.480407714844,1,NA,6318.8999,2,5,"héritage",0.809372,NA,NA,NA,0.809372,0.63188999,FALSE,0.809372
29033,"North East","Adamawa",207,"Rural",158,"207-158",2,794.480407714844,2,NA,13796,3,5,"héritage",1.214058,NA,NA,NA,1.214058,1.3796,FALSE,1.214058
29033,"North East","Adamawa",207,"Rural",158,"207-158",2,794.480407714844,3,416.83,NA,1,5,"location",0.404686,NA,NA,NA,0.404686,NA,FALSE,0.404686
29033,"North East","Adamawa",207,"Rural",158,"207-158",2,794.480407714844,4,NA,NA,500,7,"propriété pleine",0.05,NA,NA,NA,0.05,NA,FALSE,0.05
29034,"North East","Adamawa",207,"Rural",158,"207-158",2,794.480407714844,1,NA,2133.8999,2,6,"héritage",2,NA,NA,NA,2,0.21338999,FALSE,2
29034,"North East","Adamawa",207,"Rural",158,"207-158",2,794.480407714844,2,NA,31292,2,6,"héritage",2,NA,NA,NA,2,3.1292,FALSE,2
29034,"North East","Adamawa",207,"Rural",158,"207-158",2,794.480407714844,3,NA,23782,2,6,"communautaire",2,NA,NA,NA,2,2.3782,FALSE,2
29034,"North East","Adamawa",207,"Rural",158,"207-158",2,794.480407714844,4,NA,NA,450,7,"héritage",0.045,NA,NA,NA,0.045,NA,FALSE,0.045
29035,"North East","Adamawa",207,"Rural",158,"207-158",2,794.480407714844,1,NA,5683.6001,1,6,"communautaire",1,NA,NA,NA,1,0.56836001,FALSE,1
29035,"North East","Adamawa",207,"Rural",158,"207-158",2,794.480407714844,2,NA,9806.0996,1,6,"héritage",1,NA,NA,NA,1,0.98060996,FALSE,1
29035,"North East","Adamawa",207,"Rural",158,"207-158",2,794.480407714844,3,NA,NA,450,7,"héritage",0.045,NA,NA,NA,0.045,NA,FALSE,0.045
29036,"North East","Adamawa",207,"Rural",158,"207-158",2,794.480407714844,1,NA,5933.7998,2,5,"héritage",0.809372,NA,NA,NA,0.809372,0.59337998,FALSE,0.809372
29036,"North East","Adamawa",207,"Rural",158,"207-158",2,794.480407714844,2,5470.3,2316.2,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.23162,FALSE,0.404686
29036,"North East","Adamawa",207,"Rural",158,"207-158",2,794.480407714844,3,NA,NA,400,7,"héritage",0.04,NA,NA,NA,0.04,NA,FALSE,0.04
29037,"North East","Adamawa",208,"Rural",300,"208-300",2,3840.7978515625,1,11504,17490,3,6,"héritage",3,NA,NA,NA,3,1.749,FALSE,3
29037,"North East","Adamawa",208,"Rural",300,"208-300",2,3840.7978515625,2,NA,NA,100,7,"héritage",0.01,NA,NA,NA,0.01,NA,FALSE,0.01
29038,"North East","Adamawa",208,"Rural",300,"208-300",2,3840.7978515625,1,9161.4,4194.5,2,6,"héritage",2,NA,NA,NA,2,0.41945,FALSE,2
29038,"North East","Adamawa",208,"Rural",300,"208-300",2,3840.7978515625,2,NA,NA,100,7,"héritage",0.01,NA,NA,NA,0.01,NA,FALSE,0.01
29039,"North East","Adamawa",208,"Rural",300,"208-300",2,3840.7978515625,1,4673.6,6163.1001,2,6,"héritage",2,NA,NA,NA,2,0.61631001,FALSE,2
29039,"North East","Adamawa",208,"Rural",300,"208-300",2,3840.7978515625,2,9589.9,9303.2002,2,6,"héritage",2,NA,NA,NA,2,0.93032002,FALSE,2
29039,"North East","Adamawa",208,"Rural",300,"208-300",2,3840.7978515625,3,NA,NA,100,7,"héritage",0.01,NA,NA,NA,0.01,NA,FALSE,0.01
29041,"North East","Adamawa",208,"Rural",300,"208-300",2,3840.7978515625,1,15441,15802,7,5,"héritage",2.832802,NA,NA,NA,2.832802,1.5802,FALSE,2.832802
29041,"North East","Adamawa",208,"Rural",300,"208-300",2,3840.7978515625,2,10461,5582.3999,6,5,"héritage",2.428116,NA,NA,NA,2.428116,0.55823999,FALSE,2.428116
29041,"North East","Adamawa",208,"Rural",300,"208-300",2,3840.7978515625,3,NA,NA,3,7,"héritage",3e-04,NA,NA,NA,3e-04,NA,FALSE,3e-04
29042,"North East","Adamawa",208,"Rural",300,"208-300",2,3840.7978515625,1,10661,5632.2002,2,6,"héritage",2,NA,NA,NA,2,0.56322002,FALSE,2
29042,"North East","Adamawa",208,"Rural",300,"208-300",2,3840.7978515625,2,NA,NA,300,7,"héritage",0.03,NA,NA,NA,0.03,NA,FALSE,0.03
29044,"North East","Adamawa",208,"Rural",300,"208-300",2,3840.7978515625,1,6132.7,12971,2,5,"héritage",0.809372,NA,NA,NA,0.809372,1.2971,FALSE,0.809372
29044,"North East","Adamawa",208,"Rural",300,"208-300",2,3840.7978515625,2,10874,5193.7002,3,5,"héritage",1.214058,NA,NA,NA,1.214058,0.51937002,FALSE,1.214058
29044,"North East","Adamawa",208,"Rural",300,"208-300",2,3840.7978515625,3,NA,NA,100,7,"héritage",0.01,NA,NA,NA,0.01,NA,FALSE,0.01
29045,"North East","Adamawa",208,"Rural",300,"208-300",2,3840.7978515625,1,10737,10294,6,5,"héritage",2.428116,NA,NA,NA,2.428116,1.0294,FALSE,2.428116
29045,"North East","Adamawa",208,"Rural",300,"208-300",2,3840.7978515625,2,10918,3431.2,8,5,"héritage",3.237488,NA,NA,NA,3.237488,0.34312,FALSE,3.237488
29045,"North East","Adamawa",208,"Rural",300,"208-300",2,3840.7978515625,3,NA,NA,200,7,"héritage",0.02,NA,NA,NA,0.02,NA,FALSE,0.02
29046,"North East","Adamawa",208,"Rural",300,"208-300",2,3840.7978515625,1,5864.7,5849.2998,1.5,6,"héritage",1.5,NA,NA,NA,1.5,0.58492998,FALSE,1.5
29046,"North East","Adamawa",208,"Rural",300,"208-300",2,3840.7978515625,2,2280.2,2263.3,2,5,"héritage",0.809372,NA,NA,NA,0.809372,0.22633,FALSE,0.809372
29046,"North East","Adamawa",208,"Rural",300,"208-300",2,3840.7978515625,3,368.93,514.88,0.5,5,"héritage",0.202343,NA,NA,NA,0.202343,0.051488,FALSE,0.202343
29046,"North East","Adamawa",208,"Rural",300,"208-300",2,3840.7978515625,4,NA,NA,1,5,"héritage",0.404686,NA,NA,NA,0.404686,NA,FALSE,0.404686
29047,"North East","Adamawa",208,"Rural",300,"208-300",2,3840.7978515625,1,12119,21915,8,5,"héritage",3.237488,NA,NA,NA,3.237488,2.1915,FALSE,3.237488
29047,"North East","Adamawa",208,"Rural",300,"208-300",2,3840.7978515625,2,25638,21512,10,5,"héritage",4.04686,NA,NA,NA,4.04686,2.1512,FALSE,4.04686
29047,"North East","Adamawa",208,"Rural",300,"208-300",2,3840.7978515625,3,32569,13981,8,5,"héritage",3.237488,NA,NA,NA,3.237488,1.3981,FALSE,3.237488
29047,"North East","Adamawa",208,"Rural",300,"208-300",2,3840.7978515625,4,15632,10358,8,5,"héritage",3.237488,NA,NA,NA,3.237488,1.0358,FALSE,3.237488
29047,"North East","Adamawa",208,"Rural",300,"208-300",2,3840.7978515625,5,NA,NA,3,5,"héritage",1.214058,NA,NA,NA,1.214058,NA,FALSE,1.214058
29048,"North East","Adamawa",208,"Rural",300,"208-300",2,3840.7978515625,1,12369,5190.3999,1.5,6,"héritage",1.5,NA,NA,NA,1.5,0.51903999,FALSE,1.5
29048,"North East","Adamawa",208,"Rural",300,"208-300",2,3840.7978515625,2,4658,4517.1001,2,6,"héritage",2,NA,NA,NA,2,0.45171001,FALSE,2
29048,"North East","Adamawa",208,"Rural",300,"208-300",2,3840.7978515625,3,7563,8021.1001,2,6,"héritage",2,NA,NA,NA,2,0.80211001,FALSE,2
29048,"North East","Adamawa",208,"Rural",300,"208-300",2,3840.7978515625,4,NA,NA,230,7,"héritage",0.023,NA,NA,NA,0.023,NA,FALSE,0.023
29050,"North East","Adamawa",209,"Rural",10,"209-10",2,890.635192871094,1,11005,11499,1,6,"prêt",1,NA,NA,NA,1,1.1499,FALSE,1
29050,"North East","Adamawa",209,"Rural",10,"209-10",2,890.635192871094,2,10349,7020.1001,1,6,"héritage",1,NA,NA,NA,1,0.70201001,FALSE,1
29050,"North East","Adamawa",209,"Rural",10,"209-10",2,890.635192871094,3,12165,8490.5,1,6,"héritage",1,NA,NA,NA,1,0.84905,FALSE,1
29050,"North East","Adamawa",209,"Rural",10,"209-10",2,890.635192871094,4,NA,NA,100,7,"héritage",0.01,NA,NA,NA,0.01,NA,FALSE,0.01
29051,"North East","Adamawa",209,"Rural",10,"209-10",2,890.635192871094,1,2108,7520.7998,2,6,"héritage",2,NA,NA,NA,2,0.75207998,FALSE,2
29051,"North East","Adamawa",209,"Rural",10,"209-10",2,890.635192871094,2,3413.6,16684,1,6,"héritage",1,NA,NA,NA,1,1.6684,FALSE,1
29051,"North East","Adamawa",209,"Rural",10,"209-10",2,890.635192871094,3,NA,NA,100,7,"héritage",0.01,NA,NA,NA,0.01,NA,FALSE,0.01
29052,"North East","Adamawa",209,"Rural",10,"209-10",2,890.635192871094,1,5403.6,4105.3999,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.41053999,FALSE,0.404686
29052,"North East","Adamawa",209,"Rural",10,"209-10",2,890.635192871094,2,12067,12078,1,6,"héritage",1,NA,NA,NA,1,1.2078,FALSE,1
29052,"North East","Adamawa",209,"Rural",10,"209-10",2,890.635192871094,3,NA,NA,100,7,"héritage",0.01,NA,NA,NA,0.01,NA,FALSE,0.01
29053,"North East","Adamawa",209,"Rural",10,"209-10",2,890.635192871094,1,10745,7303.2998,2,5,"héritage",0.809372,NA,NA,NA,0.809372,0.73032998,FALSE,0.809372
29053,"North East","Adamawa",209,"Rural",10,"209-10",2,890.635192871094,2,8975.2,10125,2,5,"héritage",0.809372,NA,NA,NA,0.809372,1.0125,FALSE,0.809372
29053,"North East","Adamawa",209,"Rural",10,"209-10",2,890.635192871094,3,NA,NA,100,7,"héritage",0.01,NA,NA,NA,0.01,NA,FALSE,0.01
29054,"North East","Adamawa",209,"Rural",10,"209-10",2,890.635192871094,1,3500.4,9890.4004,2,6,"héritage",2,NA,NA,NA,2,0.98904004,FALSE,2
29054,"North East","Adamawa",209,"Rural",10,"209-10",2,890.635192871094,2,2753.9,5819.7002,1.5,6,"héritage",1.5,NA,NA,NA,1.5,0.58197002,FALSE,1.5
29054,"North East","Adamawa",209,"Rural",10,"209-10",2,890.635192871094,3,NA,NA,1,5,"héritage",0.404686,NA,NA,NA,0.404686,NA,FALSE,0.404686
29055,"North East","Adamawa",209,"Rural",10,"209-10",2,890.635192871094,1,4459.3,4878.2002,1,6,"location",1,NA,NA,NA,1,0.48782002,FALSE,1
29055,"North East","Adamawa",209,"Rural",10,"209-10",2,890.635192871094,2,6394.9,5628.6001,1,6,"héritage",1,NA,NA,NA,1,0.56286001,FALSE,1
29055,"North East","Adamawa",209,"Rural",10,"209-10",2,890.635192871094,3,NA,NA,150,7,"héritage",0.015,NA,NA,NA,0.015,NA,FALSE,0.015
29056,"North East","Adamawa",209,"Rural",10,"209-10",2,890.635192871094,1,4752.2,5148.3999,2,5,"location",0.809372,NA,NA,NA,0.809372,0.51483999,FALSE,0.809372
29056,"North East","Adamawa",209,"Rural",10,"209-10",2,890.635192871094,2,4006.6,2694.5,1,6,"location",1,NA,NA,NA,1,0.26945,FALSE,1
29056,"North East","Adamawa",209,"Rural",10,"209-10",2,890.635192871094,3,NA,NA,1.5,5,"prêt",0.607029,NA,NA,NA,0.607029,NA,FALSE,0.607029
29057,"North East","Adamawa",209,"Rural",10,"209-10",2,890.635192871094,1,4715.8,4414.7002,1.5,6,"héritage",1.5,NA,NA,NA,1.5,0.44147002,FALSE,1.5
29057,"North East","Adamawa",209,"Rural",10,"209-10",2,890.635192871094,2,11078,3099.5,1,6,"héritage",1,NA,NA,NA,1,0.30995,FALSE,1
29057,"North East","Adamawa",209,"Rural",10,"209-10",2,890.635192871094,3,NA,NA,1.5,5,"communautaire",0.607029,NA,NA,NA,0.607029,NA,FALSE,0.607029
29058,"North East","Adamawa",209,"Rural",10,"209-10",2,890.635192871094,1,22530,12734,2,6,"propriété pleine",2,NA,NA,NA,2,1.2734,FALSE,2
29058,"North East","Adamawa",209,"Rural",10,"209-10",2,890.635192871094,2,45655,14830,2,6,"prêt",2,NA,NA,NA,2,1.483,FALSE,2
29058,"North East","Adamawa",209,"Rural",10,"209-10",2,890.635192871094,3,NA,NA,250,7,"propriété pleine",0.025,NA,NA,NA,0.025,NA,FALSE,0.025
29060,"North East","Adamawa",209,"Rural",10,"209-10",2,890.635192871094,1,14562,5073.8999,1,6,"communautaire",1,NA,NA,NA,1,0.50738999,FALSE,1
29060,"North East","Adamawa",209,"Rural",10,"209-10",2,890.635192871094,2,23388,8523.5996,1,6,"héritage",1,NA,NA,NA,1,0.85235996,FALSE,1
29060,"North East","Adamawa",209,"Rural",10,"209-10",2,890.635192871094,3,NA,NA,150,7,"héritage",0.015,NA,NA,NA,0.015,NA,FALSE,0.015
29060,"North East","Adamawa",209,"Rural",10,"209-10",2,890.635192871094,4,14586,3376.5,1,6,"héritage",1,NA,NA,NA,1,0.33765,FALSE,1
29061,"North East","Adamawa",210,"Rural",924,"210-924",2,1820.69848632812,1,NA,3185.1001,1,6,"héritage",1,NA,NA,NA,1,0.31851001,FALSE,1
29061,"North East","Adamawa",210,"Rural",924,"210-924",2,1820.69848632812,2,NA,1790.4,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.17904,FALSE,0.404686
29061,"North East","Adamawa",210,"Rural",924,"210-924",2,1820.69848632812,3,NA,NA,450,7,"héritage",0.045,NA,NA,NA,0.045,NA,FALSE,0.045
29062,"North East","Adamawa",210,"Rural",924,"210-924",2,1820.69848632812,1,NA,8160.3999,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.81603999,FALSE,0.404686
29062,"North East","Adamawa",210,"Rural",924,"210-924",2,1820.69848632812,2,NA,2006,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.2006,FALSE,0.404686
29062,"North East","Adamawa",210,"Rural",924,"210-924",2,1820.69848632812,3,NA,NA,1,3,"héritage",NA,NA,NA,0.00016,0.00016,NA,FALSE,0.00016
29063,"North East","Adamawa",210,"Rural",924,"210-924",2,1820.69848632812,1,NA,3966.6001,2,6,"héritage",2,NA,NA,NA,2,0.39666001,FALSE,2
29063,"North East","Adamawa",210,"Rural",924,"210-924",2,1820.69848632812,2,NA,2488.6001,1,6,"héritage",1,NA,NA,NA,1,0.24886001,FALSE,1
29063,"North East","Adamawa",210,"Rural",924,"210-924",2,1820.69848632812,3,NA,2795.7,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.27957,FALSE,0.404686
29063,"North East","Adamawa",210,"Rural",924,"210-924",2,1820.69848632812,4,NA,NA,1,5,"héritage",0.404686,NA,NA,NA,0.404686,NA,FALSE,0.404686
29064,"North East","Adamawa",210,"Rural",924,"210-924",2,1820.69848632812,1,3373.4,1641.4,3,6,"héritage",3,NA,NA,NA,3,0.16414,FALSE,3
29064,"North East","Adamawa",210,"Rural",924,"210-924",2,1820.69848632812,2,NA,4633.2998,1,6,"héritage",1,NA,NA,NA,1,0.46332998,FALSE,1
29064,"North East","Adamawa",210,"Rural",924,"210-924",2,1820.69848632812,3,NA,NA,1,6,"héritage",1,NA,NA,NA,1,NA,FALSE,1
29064,"North East","Adamawa",210,"Rural",924,"210-924",2,1820.69848632812,4,NA,2669.3999,1,6,"héritage",1,NA,NA,NA,1,0.26693999,FALSE,1
29064,"North East","Adamawa",210,"Rural",924,"210-924",2,1820.69848632812,5,NA,NA,1,5,"héritage",0.404686,NA,NA,NA,0.404686,NA,FALSE,0.404686
29065,"North East","Adamawa",210,"Rural",924,"210-924",2,1820.69848632812,1,NA,1741.9,1,7,"héritage",1e-04,NA,NA,NA,1e-04,0.17419,FALSE,1e-04
29065,"North East","Adamawa",210,"Rural",924,"210-924",2,1820.69848632812,2,NA,4142.7998,2,6,"héritage",2,NA,NA,NA,2,0.41427998,FALSE,2
29065,"North East","Adamawa",210,"Rural",924,"210-924",2,1820.69848632812,3,NA,NA,1,5,"héritage",0.404686,NA,NA,NA,0.404686,NA,FALSE,0.404686
29066,"North East","Adamawa",210,"Rural",924,"210-924",2,1820.69848632812,1,NA,6361,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.6361,FALSE,0.404686
29066,"North East","Adamawa",210,"Rural",924,"210-924",2,1820.69848632812,2,NA,3494.2,2,5,"héritage",0.809372,NA,NA,NA,0.809372,0.34942,FALSE,0.809372
29066,"North East","Adamawa",210,"Rural",924,"210-924",2,1820.69848632812,3,NA,NA,1,5,"héritage",0.404686,NA,NA,NA,0.404686,NA,FALSE,0.404686
29066,"North East","Adamawa",210,"Rural",924,"210-924",2,1820.69848632812,4,NA,NA,450,7,"communautaire",0.045,NA,NA,NA,0.045,NA,FALSE,0.045
29068,"North East","Adamawa",210,"Rural",924,"210-924",2,1820.69848632812,1,NA,4904.7002,3,5,"héritage",1.214058,NA,NA,NA,1.214058,0.49047002,FALSE,1.214058
29068,"North East","Adamawa",210,"Rural",924,"210-924",2,1820.69848632812,2,NA,4759.1001,2,5,"héritage",0.809372,NA,NA,NA,0.809372,0.47591001,FALSE,0.809372
29068,"North East","Adamawa",210,"Rural",924,"210-924",2,1820.69848632812,3,NA,2151.5,2,5,"héritage",0.809372,NA,NA,NA,0.809372,0.21515,FALSE,0.809372
29068,"North East","Adamawa",210,"Rural",924,"210-924",2,1820.69848632812,4,NA,612.54999,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.061254999,FALSE,0.404686
29068,"North East","Adamawa",210,"Rural",924,"210-924",2,1820.69848632812,5,NA,NA,450,7,"héritage",0.045,NA,NA,NA,0.045,NA,FALSE,0.045
29070,"North East","Adamawa",210,"Rural",924,"210-924",2,1820.69848632812,1,4513.2,NA,3,5,"héritage",1.214058,NA,NA,NA,1.214058,NA,FALSE,1.214058
29070,"North East","Adamawa",210,"Rural",924,"210-924",2,1820.69848632812,2,NA,5690.3999,2,5,"héritage",0.809372,NA,NA,NA,0.809372,0.56903999,FALSE,0.809372
29070,"North East","Adamawa",210,"Rural",924,"210-924",2,1820.69848632812,3,NA,3252.8,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.32528,FALSE,0.404686
29070,"North East","Adamawa",210,"Rural",924,"210-924",2,1820.69848632812,4,NA,NA,900,7,"communautaire",0.09,NA,NA,NA,0.09,NA,FALSE,0.09
29070,"North East","Adamawa",210,"Rural",924,"210-924",2,1820.69848632812,5,NA,6378.7002,2,5,"héritage",0.809372,NA,NA,NA,0.809372,0.63787002,FALSE,0.809372
29071,"North East","Adamawa",210,"Rural",924,"210-924",2,1820.69848632812,1,NA,2105.1001,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.21051001,FALSE,0.404686
29071,"North East","Adamawa",210,"Rural",924,"210-924",2,1820.69848632812,2,NA,7118.3999,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.71183999,FALSE,0.404686
29071,"North East","Adamawa",210,"Rural",924,"210-924",2,1820.69848632812,3,NA,2424.2,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.24242,FALSE,0.404686
29071,"North East","Adamawa",210,"Rural",924,"210-924",2,1820.69848632812,4,NA,937.85999,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.093785999,FALSE,0.404686
29071,"North East","Adamawa",210,"Rural",924,"210-924",2,1820.69848632812,5,NA,NA,1,5,"héritage",0.404686,NA,NA,NA,0.404686,NA,FALSE,0.404686
29071,"North East","Adamawa",210,"Rural",924,"210-924",2,1820.69848632812,6,NA,NA,450,7,"héritage",0.045,NA,NA,NA,0.045,NA,FALSE,0.045
29072,"North East","Adamawa",210,"Rural",924,"210-924",2,1820.69848632812,1,NA,10393,1,6,"héritage",1,NA,NA,NA,1,1.0393,FALSE,1
29072,"North East","Adamawa",210,"Rural",924,"210-924",2,1820.69848632812,2,NA,NA,1,5,"héritage",0.404686,NA,NA,NA,0.404686,NA,FALSE,0.404686
29072,"North East","Adamawa",210,"Rural",924,"210-924",2,1820.69848632812,3,NA,NA,1,5,"communautaire",0.404686,NA,NA,NA,0.404686,NA,FALSE,0.404686
29073,"North East","Adamawa",211,"Rural",344,"211-344",2,1788.39514160156,1,NA,2636,1,6,"héritage",1,NA,NA,NA,1,0.2636,FALSE,1
29073,"North East","Adamawa",211,"Rural",344,"211-344",2,1788.39514160156,2,NA,6011.7002,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.60117002,FALSE,0.404686
29073,"North East","Adamawa",211,"Rural",344,"211-344",2,1788.39514160156,3,NA,2153.1001,2,6,"héritage",2,NA,NA,NA,2,0.21531001,FALSE,2
29073,"North East","Adamawa",211,"Rural",344,"211-344",2,1788.39514160156,4,NA,NA,480,7,"héritage",0.048,NA,NA,NA,0.048,NA,FALSE,0.048
29074,"North East","Adamawa",211,"Rural",344,"211-344",2,1788.39514160156,1,22942,NA,2,5,"prêt",0.809372,NA,NA,NA,0.809372,NA,FALSE,0.809372
29074,"North East","Adamawa",211,"Rural",344,"211-344",2,1788.39514160156,2,NA,5690.3999,3,6,"prêt",3,NA,NA,NA,3,0.56903999,FALSE,3
29074,"North East","Adamawa",211,"Rural",344,"211-344",2,1788.39514160156,3,NA,3635.3999,3,6,"héritage",3,NA,NA,NA,3,0.36353999,FALSE,3
29074,"North East","Adamawa",211,"Rural",344,"211-344",2,1788.39514160156,4,NA,NA,900,7,"héritage",0.09,NA,NA,NA,0.09,NA,FALSE,0.09
29076,"North East","Adamawa",211,"Rural",344,"211-344",2,1788.39514160156,1,NA,13217,2,5,"prêt",0.809372,NA,NA,NA,0.809372,1.3217,FALSE,0.809372
29076,"North East","Adamawa",211,"Rural",344,"211-344",2,1788.39514160156,2,2234.7,NA,1,6,"prêt",1,NA,NA,NA,1,NA,FALSE,1
29077,"North East","Adamawa",211,"Rural",344,"211-344",2,1788.39514160156,1,NA,15506,3,5,"prêt",1.214058,NA,NA,NA,1.214058,1.5506,FALSE,1.214058
29077,"North East","Adamawa",211,"Rural",344,"211-344",2,1788.39514160156,2,NA,NA,550,7,"propriété pleine",0.055,NA,NA,NA,0.055,NA,FALSE,0.055
29078,"North East","Adamawa",211,"Rural",344,"211-344",2,1788.39514160156,1,2135.1,NA,1,5,"location",0.404686,NA,NA,NA,0.404686,NA,FALSE,0.404686
29078,"North East","Adamawa",211,"Rural",344,"211-344",2,1788.39514160156,2,NA,7486.7998,2,5,"communautaire",0.809372,NA,NA,NA,0.809372,0.74867998,FALSE,0.809372
29078,"North East","Adamawa",211,"Rural",344,"211-344",2,1788.39514160156,3,NA,NA,900,7,"prêt",0.09,NA,NA,NA,0.09,NA,FALSE,0.09
29079,"North East","Adamawa",211,"Rural",344,"211-344",2,1788.39514160156,1,3215.2,2616.5,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.26165,FALSE,0.404686
29079,"North East","Adamawa",211,"Rural",344,"211-344",2,1788.39514160156,2,NA,2512.1001,1,5,"communautaire",0.404686,NA,NA,NA,0.404686,0.25121001,FALSE,0.404686
29079,"North East","Adamawa",211,"Rural",344,"211-344",2,1788.39514160156,3,NA,NA,450,7,"communautaire",0.045,NA,NA,NA,0.045,NA,FALSE,0.045
29080,"North East","Adamawa",211,"Rural",344,"211-344",2,1788.39514160156,1,NA,8733.5,1,6,"héritage",1,NA,NA,NA,1,0.87335,FALSE,1
29080,"North East","Adamawa",211,"Rural",344,"211-344",2,1788.39514160156,2,NA,9086.2998,1,6,"héritage",1,NA,NA,NA,1,0.90862998,FALSE,1
29080,"North East","Adamawa",211,"Rural",344,"211-344",2,1788.39514160156,3,NA,1821.1,1,6,"héritage",1,NA,NA,NA,1,0.18211,FALSE,1
29080,"North East","Adamawa",211,"Rural",344,"211-344",2,1788.39514160156,4,NA,NA,450,7,"héritage",0.045,NA,NA,NA,0.045,NA,FALSE,0.045
29082,"North East","Adamawa",211,"Rural",344,"211-344",2,1788.39514160156,1,NA,20753,1,6,"héritage",1,NA,NA,NA,1,2.0753,FALSE,1
29082,"North East","Adamawa",211,"Rural",344,"211-344",2,1788.39514160156,2,NA,20280,1,6,"héritage",1,NA,NA,NA,1,2.028,FALSE,1
29082,"North East","Adamawa",211,"Rural",344,"211-344",2,1788.39514160156,3,NA,NA,450,7,"héritage",0.045,NA,NA,NA,0.045,NA,FALSE,0.045
29083,"North East","Adamawa",211,"Rural",344,"211-344",2,1788.39514160156,1,NA,12133,2,6,"héritage",2,NA,NA,NA,2,1.2133,FALSE,2
29083,"North East","Adamawa",211,"Rural",344,"211-344",2,1788.39514160156,2,NA,2433.3999,1,6,"héritage",1,NA,NA,NA,1,0.24333999,FALSE,1
29083,"North East","Adamawa",211,"Rural",344,"211-344",2,1788.39514160156,3,NA,16787,1,5,"héritage",0.404686,NA,NA,NA,0.404686,1.6787,FALSE,0.404686
29083,"North East","Adamawa",211,"Rural",344,"211-344",2,1788.39514160156,4,NA,9929,2,6,"location",2,NA,NA,NA,2,0.9929,FALSE,2
29083,"North East","Adamawa",211,"Rural",344,"211-344",2,1788.39514160156,5,NA,NA,450,7,"héritage",0.045,NA,NA,NA,0.045,NA,FALSE,0.045
29084,"North East","Adamawa",211,"Rural",344,"211-344",2,1788.39514160156,1,NA,2185.7,1,6,"héritage",1,NA,NA,NA,1,0.21857,FALSE,1
29084,"North East","Adamawa",211,"Rural",344,"211-344",2,1788.39514160156,2,NA,NA,450,7,"héritage",0.045,NA,NA,NA,0.045,NA,FALSE,0.045
