"identifiant_menage","region","etat","lga","zone_residence","ea","cluster","strate","poids_menage","identifiant_parcelle","superficie_declaree","superficie_gps_m2","superficie_parcelle","unite_superficie","mode_acquisition","superficie_ha_standard","superficie_ha_heaps","superficie_ha_ridges","superficie_ha_stands","superficie_ha","superficie_gps_ha","outlier_superficie","superficie_ha_propre"
169016,"South East","Gombe",1602,"Rural",234,"1602-234",4,1329.08422851562,5,NA,NA,20,2,"héritage",NA,NA,0.046,NA,0.046,NA,FALSE,0.046
169016,"South East","Gombe",1602,"Rural",234,"1602-234",4,1329.08422851562,6,NA,NA,25,2,"héritage",NA,NA,0.0575,NA,0.0575,NA,FALSE,0.0575
169016,"South East","Gombe",1602,"Rural",234,"1602-234",4,1329.08422851562,7,NA,NA,250,3,"héritage",NA,NA,NA,0.01,0.01,NA,FALSE,0.01
169016,"South East","Gombe",1602,"Rural",234,"1602-234",4,1329.08422851562,8,NA,NA,300,2,"héritage",NA,NA,0.69,NA,0.69,NA,FALSE,0.69
169017,"South East","Gombe",1602,"Rural",234,"1602-234",4,1329.08422851562,1,NA,677.63,4000,3,"héritage",NA,NA,NA,0.16,0.16,0.067763,FALSE,0.16
169017,"South East","Gombe",1602,"Rural",234,"1602-234",4,1329.08422851562,2,NA,460.84,3000,3,"héritage",NA,NA,NA,0.12,0.12,0.046084,FALSE,0.12
169018,"South East","Gombe",1602,"Rural",234,"1602-234",4,1329.08422851562,1,NA,NA,600,3,"héritage",NA,NA,NA,0.024,0.024,NA,FALSE,0.024
169018,"South East","Gombe",1602,"Rural",234,"1602-234",4,1329.08422851562,2,360.33,42.259998,350,3,"héritage",NA,NA,NA,0.014,0.014,0.0042259998,FALSE,0.014
169018,"South East","Gombe",1602,"Rural",234,"1602-234",4,1329.08422851562,3,NA,NA,6000,3,"héritage",NA,NA,NA,0.24,0.24,NA,FALSE,0.24
169018,"South East","Gombe",1602,"Rural",234,"1602-234",4,1329.08422851562,4,NA,NA,400,3,"héritage",NA,NA,NA,0.016,0.016,NA,FALSE,0.016
169018,"South East","Gombe",1602,"Rural",234,"1602-234",4,1329.08422851562,5,NA,NA,2000,3,"héritage",NA,NA,NA,0.08,0.08,NA,FALSE,0.08
169020,"South East","Gombe",1602,"Rural",234,"1602-234",4,1329.08422851562,1,NA,563.07001,50,3,"héritage",NA,NA,NA,0.002,0.002,0.056307001,FALSE,0.002
169020,"South East","Gombe",1602,"Rural",234,"1602-234",4,1329.08422851562,2,NA,96.629997,500,3,"héritage",NA,NA,NA,0.02,0.02,0.0096629997,FALSE,0.02
169020,"South East","Gombe",1602,"Rural",234,"1602-234",4,1329.08422851562,3,NA,NA,7000,3,"héritage",NA,NA,NA,0.28,0.28,NA,FALSE,0.28
169020,"South East","Gombe",1602,"Rural",234,"1602-234",4,1329.08422851562,4,NA,NA,15000,3,"héritage",NA,NA,NA,0.6,0.6,NA,FALSE,0.6
169021,"South East","Gombe",1602,"Rural",234,"1602-234",4,1329.08422851562,1,NA,3796.2,75,2,"prêt",NA,NA,0.1725,NA,0.1725,0.37962,FALSE,0.1725
169021,"South East","Gombe",1602,"Rural",234,"1602-234",4,1329.08422851562,2,NA,1264.5,75,2,"héritage",NA,NA,0.1725,NA,0.1725,0.12645,FALSE,0.1725
169021,"South East","Gombe",1602,"Rural",234,"1602-234",4,1329.08422851562,3,NA,374.98999,50,2,"héritage",NA,NA,0.115,NA,0.115,0.037498999,FALSE,0.115
169021,"South East","Gombe",1602,"Rural",234,"1602-234",4,1329.08422851562,4,NA,NA,15,2,"héritage",NA,NA,0.0345,NA,0.0345,NA,FALSE,0.0345
169021,"South East","Gombe",1602,"Rural",234,"1602-234",4,1329.08422851562,5,NA,NA,25,2,"héritage",NA,NA,0.0575,NA,0.0575,NA,FALSE,0.0575
169021,"South East","Gombe",1602,"Rural",234,"1602-234",4,1329.08422851562,6,NA,NA,45,2,"héritage",NA,NA,0.1035,NA,0.1035,NA,FALSE,0.1035
169021,"South East","Gombe",1602,"Rural",234,"1602-234",4,1329.08422851562,7,NA,NA,200,2,"héritage",NA,NA,0.46,NA,0.46,NA,FALSE,0.46
169022,"South East","Gombe",1602,"Rural",234,"1602-234",4,1329.08422851562,1,NA,1158.1,2000,1,"héritage",NA,0.38,NA,NA,0.38,0.11581,FALSE,0.38
169022,"South East","Gombe",1602,"Rural",234,"1602-234",4,1329.08422851562,2,NA,465.25,350,1,"héritage",NA,0.0665,NA,NA,0.0665,0.046525,FALSE,0.0665
169022,"South East","Gombe",1602,"Rural",234,"1602-234",4,1329.08422851562,3,NA,630.16998,470,1,"héritage",NA,0.0893,NA,NA,0.0893,0.063016998,FALSE,0.0893
169022,"South East","Gombe",1602,"Rural",234,"1602-234",4,1329.08422851562,4,NA,NA,2000,1,"héritage",NA,0.38,NA,NA,0.38,NA,FALSE,0.38
169022,"South East","Gombe",1602,"Rural",234,"1602-234",4,1329.08422851562,5,NA,NA,1800,1,"héritage",NA,0.342,NA,NA,0.342,NA,FALSE,0.342
169022,"South East","Gombe",1602,"Rural",234,"1602-234",4,1329.08422851562,6,NA,NA,70,1,"héritage",NA,0.0133,NA,NA,0.0133,NA,FALSE,0.0133
169024,"South East","Gombe",1602,"Rural",234,"1602-234",4,1329.08422851562,1,NA,416.67999,350,1,"héritage",NA,0.0665,NA,NA,0.0665,0.041667999,FALSE,0.0665
169024,"South East","Gombe",1602,"Rural",234,"1602-234",4,1329.08422851562,3,NA,NA,1500,1,"héritage",NA,0.285,NA,NA,0.285,NA,FALSE,0.285
169024,"South East","Gombe",1602,"Rural",234,"1602-234",4,1329.08422851562,4,NA,1360.5,1000,1,"héritage",NA,0.19,NA,NA,0.19,0.13605,FALSE,0.19
169026,"South East","Gombe",1607,"Rural",574,"1607-574",4,3458.03466796875,1,NA,281.76001,4000,3,"héritage",NA,NA,NA,0.16,0.16,0.028176001,FALSE,0.16
169026,"South East","Gombe",1607,"Rural",574,"1607-574",4,3458.03466796875,2,NA,343.88,5000,3,"héritage",NA,NA,NA,0.2,0.2,0.034388,FALSE,0.2
169026,"South East","Gombe",1607,"Rural",574,"1607-574",4,3458.03466796875,3,NA,NA,6000,2,"héritage",NA,NA,13.8,NA,13.8,NA,FALSE,13.8
169026,"South East","Gombe",1607,"Rural",574,"1607-574",4,3458.03466796875,4,NA,NA,7000,3,"héritage",NA,NA,NA,0.28,0.28,NA,FALSE,0.28
169026,"South East","Gombe",1607,"Rural",574,"1607-574",4,3458.03466796875,5,NA,NA,6000,3,"héritage",NA,NA,NA,0.24,0.24,NA,FALSE,0.24
169027,"South East","Gombe",1607,"Rural",574,"1607-574",4,3458.03466796875,1,NA,137.21001,2,5,"héritage",0.809372,NA,NA,NA,0.809372,0.013721001,FALSE,0.809372
169027,"South East","Gombe",1607,"Rural",574,"1607-574",4,3458.03466796875,2,NA,719.37,2,5,"location",0.809372,NA,NA,NA,0.809372,0.071937,FALSE,0.809372
169027,"South East","Gombe",1607,"Rural",574,"1607-574",4,3458.03466796875,3,NA,NA,3,5,"héritage",1.214058,NA,NA,NA,1.214058,NA,FALSE,1.214058
169028,"South East","Gombe",1607,"Rural",574,"1607-574",4,3458.03466796875,1,NA,491.57999,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.049157999,FALSE,0.404686
169028,"South East","Gombe",1607,"Rural",574,"1607-574",4,3458.03466796875,2,NA,268.25,200,7,"héritage",0.02,NA,NA,NA,0.02,0.026825,FALSE,0.02
169028,"South East","Gombe",1607,"Rural",574,"1607-574",4,3458.03466796875,3,NA,512.03003,2,5,"héritage",0.809372,NA,NA,NA,0.809372,0.051203003,FALSE,0.809372
169028,"South East","Gombe",1607,"Rural",574,"1607-574",4,3458.03466796875,4,NA,NA,2,5,"héritage",0.809372,NA,NA,NA,0.809372,NA,FALSE,0.809372
169028,"South East","Gombe",1607,"Rural",574,"1607-574",4,3458.03466796875,5,NA,NA,3,5,"héritage",1.214058,NA,NA,NA,1.214058,NA,FALSE,1.214058
169029,"South East","Gombe",1607,"Rural",574,"1607-574",4,3458.03466796875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169030,"South East","Gombe",1607,"Rural",574,"1607-574",4,3458.03466796875,1,NA,179.00999,200,3,"héritage",NA,NA,NA,0.008,0.008,0.017900999,FALSE,0.008
169030,"South East","Gombe",1607,"Rural",574,"1607-574",4,3458.03466796875,2,NA,190.61,250,3,"héritage",NA,NA,NA,0.01,0.01,0.019061,FALSE,0.01
169030,"South East","Gombe",1607,"Rural",574,"1607-574",4,3458.03466796875,3,NA,32.290001,50,3,"héritage",NA,NA,NA,0.002,0.002,0.0032290001,FALSE,0.002
169030,"South East","Gombe",1607,"Rural",574,"1607-574",4,3458.03466796875,4,NA,NA,700,7,"héritage",0.07,NA,NA,NA,0.07,NA,FALSE,0.07
169032,"South East","Gombe",1607,"Rural",574,"1607-574",4,3458.03466796875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169033,"South East","Gombe",1607,"Rural",574,"1607-574",4,3458.03466796875,1,NA,713.01001,500,3,"héritage",NA,NA,NA,0.02,0.02,0.071301001,FALSE,0.02
169033,"South East","Gombe",1607,"Rural",574,"1607-574",4,3458.03466796875,2,NA,463.54999,400,3,"héritage",NA,NA,NA,0.016,0.016,0.046354999,FALSE,0.016
169033,"South East","Gombe",1607,"Rural",574,"1607-574",4,3458.03466796875,3,NA,434.73999,350,3,"héritage",NA,NA,NA,0.014,0.014,0.043473999,FALSE,0.014
169033,"South East","Gombe",1607,"Rural",574,"1607-574",4,3458.03466796875,4,NA,NA,700,7,"héritage",0.07,NA,NA,NA,0.07,NA,FALSE,0.07
169035,"South East","Gombe",1607,"Rural",574,"1607-574",4,3458.03466796875,3,NA,619.71997,500,3,"prêt",NA,NA,NA,0.02,0.02,0.061971997,FALSE,0.02
169035,"South East","Gombe",1607,"Rural",574,"1607-574",4,3458.03466796875,4,NA,87.379997,150,3,"prêt",NA,NA,NA,0.006,0.006,0.0087379997,FALSE,0.006
169035,"South East","Gombe",1607,"Rural",574,"1607-574",4,3458.03466796875,5,NA,NA,1000,3,"héritage",NA,NA,NA,0.04,0.04,NA,FALSE,0.04
169036,"South East","Gombe",1607,"Rural",574,"1607-574",4,3458.03466796875,1,NA,71.580002,5000,3,"héritage",NA,NA,NA,0.2,0.2,0.0071580002,FALSE,0.2
169036,"South East","Gombe",1607,"Rural",574,"1607-574",4,3458.03466796875,2,NA,323.60001,530,3,"héritage",NA,NA,NA,0.0212,0.0212,0.032360001,FALSE,0.0212
169036,"South East","Gombe",1607,"Rural",574,"1607-574",4,3458.03466796875,3,NA,227.28999,6000,3,"héritage",NA,NA,NA,0.24,0.24,0.022728999,FALSE,0.24
169036,"South East","Gombe",1607,"Rural",574,"1607-574",4,3458.03466796875,4,NA,NA,350,2,"héritage",NA,NA,0.805,NA,0.805,NA,FALSE,0.805
169036,"South East","Gombe",1607,"Rural",574,"1607-574",4,3458.03466796875,5,NA,NA,7000,2,"héritage",NA,NA,16.1,NA,16.1,NA,FALSE,16.1
169038,"South East","Gombe",1608,"Rural",1480,"1608-1480",4,10629.44921875,1,NA,2842.3,10000,1,"héritage",NA,1.9,NA,NA,1.9,0.28423,FALSE,1.9
169038,"South East","Gombe",1608,"Rural",1480,"1608-1480",4,10629.44921875,2,NA,NA,200,1,"héritage",NA,0.038,NA,NA,0.038,NA,FALSE,0.038
169038,"South East","Gombe",1608,"Rural",1480,"1608-1480",4,10629.44921875,3,NA,NA,3,5,"héritage",1.214058,NA,NA,NA,1.214058,NA,FALSE,1.214058
169038,"South East","Gombe",1608,"Rural",1480,"1608-1480",4,10629.44921875,4,NA,772.88,500,1,"héritage",NA,0.095,NA,NA,0.095,0.077288,FALSE,0.095
169038,"South East","Gombe",1608,"Rural",1480,"1608-1480",4,10629.44921875,5,NA,897.21002,1200,1,"héritage",NA,0.228,NA,NA,0.228,0.089721002,FALSE,0.228
169040,"South East","Gombe",1608,"Rural",1480,"1608-1480",4,10629.44921875,1,NA,529.35999,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.052935999,FALSE,0.404686
169040,"South East","Gombe",1608,"Rural",1480,"1608-1480",4,10629.44921875,2,NA,NA,20,2,"héritage",NA,NA,0.046,NA,0.046,NA,FALSE,0.046
169040,"South East","Gombe",1608,"Rural",1480,"1608-1480",4,10629.44921875,3,NA,NA,2,5,"héritage",0.809372,NA,NA,NA,0.809372,NA,FALSE,0.809372
169040,"South East","Gombe",1608,"Rural",1480,"1608-1480",4,10629.44921875,4,NA,NA,3,5,"héritage",1.214058,NA,NA,NA,1.214058,NA,FALSE,1.214058
169040,"South East","Gombe",1608,"Rural",1480,"1608-1480",4,10629.44921875,5,NA,NA,3,5,"héritage",1.214058,NA,NA,NA,1.214058,NA,FALSE,1.214058
169041,"South East","Gombe",1608,"Rural",1480,"1608-1480",4,10629.44921875,1,NA,703.21997,1200,3,"location",NA,NA,NA,0.048,0.048,0.070321997,FALSE,0.048
169041,"South East","Gombe",1608,"Rural",1480,"1608-1480",4,10629.44921875,2,NA,193.03,500,3,"héritage",NA,NA,NA,0.02,0.02,0.019303,FALSE,0.02
169041,"South East","Gombe",1608,"Rural",1480,"1608-1480",4,10629.44921875,3,NA,NA,500,1,"héritage",NA,0.095,NA,NA,0.095,NA,FALSE,0.095
169042,"South East","Gombe",1608,"Rural",1480,"1608-1480",4,10629.44921875,2,NA,354.89999,300,3,"héritage",NA,NA,NA,0.012,0.012,0.035489999,FALSE,0.012
169042,"South East","Gombe",1608,"Rural",1480,"1608-1480",4,10629.44921875,3,NA,765.92999,200,3,"héritage",NA,NA,NA,0.008,0.008,0.076592999,FALSE,0.008
169042,"South East","Gombe",1608,"Rural",1480,"1608-1480",4,10629.44921875,4,NA,NA,400,3,"héritage",NA,NA,NA,0.016,0.016,NA,FALSE,0.016
169042,"South East","Gombe",1608,"Rural",1480,"1608-1480",4,10629.44921875,5,NA,617.85999,350,3,"héritage",NA,NA,NA,0.014,0.014,0.061785999,FALSE,0.014
169043,"South East","Gombe",1608,"Rural",1480,"1608-1480",4,10629.44921875,1,NA,304.01999,250,3,"héritage",NA,NA,NA,0.01,0.01,0.030401999,FALSE,0.01
169043,"South East","Gombe",1608,"Rural",1480,"1608-1480",4,10629.44921875,2,NA,225.16,100,3,"héritage",NA,NA,NA,0.004,0.004,0.022516,FALSE,0.004
169043,"South East","Gombe",1608,"Rural",1480,"1608-1480",4,10629.44921875,3,NA,105.16,400,3,"héritage",NA,NA,NA,0.016,0.016,0.010516,FALSE,0.016
169044,"South East","Gombe",1608,"Rural",1480,"1608-1480",4,10629.44921875,1,NA,437.20001,300,3,"héritage",NA,NA,NA,0.012,0.012,0.043720001,FALSE,0.012
169044,"South East","Gombe",1608,"Rural",1480,"1608-1480",4,10629.44921875,2,NA,NA,500,3,"héritage",NA,NA,NA,0.02,0.02,NA,FALSE,0.02
169044,"South East","Gombe",1608,"Rural",1480,"1608-1480",4,10629.44921875,3,NA,NA,1000,3,"héritage",NA,NA,NA,0.04,0.04,NA,FALSE,0.04
169044,"South East","Gombe",1608,"Rural",1480,"1608-1480",4,10629.44921875,4,NA,NA,250,3,"héritage",NA,NA,NA,0.01,0.01,NA,FALSE,0.01
169045,"South East","Gombe",1608,"Rural",1480,"1608-1480",4,10629.44921875,1,NA,763.66998,1500,7,"héritage",0.15,NA,NA,NA,0.15,0.076366998,FALSE,0.15
169045,"South East","Gombe",1608,"Rural",1480,"1608-1480",4,10629.44921875,2,NA,1379.3,1,5,"héritage",0.404686,NA,NA,NA,0.404686,0.13793,FALSE,0.404686
169045,"South East","Gombe",1608,"Rural",1480,"1608-1480",4,10629.44921875,3,NA,NA,1,5,"héritage",0.404686,NA,NA,NA,0.404686,NA,FALSE,0.404686
169045,"South East","Gombe",1608,"Rural",1480,"1608-1480",4,10629.44921875,4,NA,511.01001,500,7,"héritage",0.05,NA,NA,NA,0.05,0.051101001,FALSE,0.05
169046,"South East","Gombe",1608,"Rural",1480,"1608-1480",4,10629.44921875,1,NA,810.51001,700,7,"communautaire",0.07,NA,NA,NA,0.07,0.081051001,FALSE,0.07
169046,"South East","Gombe",1608,"Rural",1480,"1608-1480",4,10629.44921875,2,NA,495.79001,450,7,"communautaire",0.045,NA,NA,NA,0.045,0.049579001,FALSE,0.045
169046,"South East","Gombe",1608,"Rural",1480,"1608-1480",4,10629.44921875,3,NA,NA,20,7,"location",0.002,NA,NA,NA,0.002,NA,FALSE,0.002
169046,"South East","Gombe",1608,"Rural",1480,"1608-1480",4,10629.44921875,4,NA,NA,450,7,"héritage",0.045,NA,NA,NA,0.045,NA,FALSE,0.045
169047,"South East","Gombe",1608,"Rural",1480,"1608-1480",4,10629.44921875,1,NA,1204.8,2000,7,"héritage",0.2,NA,NA,NA,0.2,0.12048,FALSE,0.2
169047,"South East","Gombe",1608,"Rural",1480,"1608-1480",4,10629.44921875,2,NA,647.67999,600,7,"héritage",0.06,NA,NA,NA,0.06,0.064767999,FALSE,0.06
169047,"South East","Gombe",1608,"Rural",1480,"1608-1480",4,10629.44921875,3,NA,NA,0.5,5,"héritage",0.202343,NA,NA,NA,0.202343,NA,FALSE,0.202343
169048,"South East","Gombe",1608,"Rural",1480,"1608-1480",4,10629.44921875,1,NA,936.09003,3,5,"héritage",1.214058,NA,NA,NA,1.214058,0.093609003,FALSE,1.214058
169048,"South East","Gombe",1608,"Rural",1480,"1608-1480",4,10629.44921875,2,523.03,200.45,200,7,"héritage",0.02,NA,NA,NA,0.02,0.020045,FALSE,0.02
169048,"South East","Gombe",1608,"Rural",1480,"1608-1480",4,10629.44921875,3,NA,NA,2,5,"héritage",0.809372,NA,NA,NA,0.809372,NA,FALSE,0.809372
169048,"South East","Gombe",1608,"Rural",1480,"1608-1480",4,10629.44921875,4,NA,NA,400,7,"héritage",0.04,NA,NA,NA,0.04,NA,FALSE,0.04
169048,"South East","Gombe",1608,"Rural",1480,"1608-1480",4,10629.44921875,5,NA,NA,4,5,"héritage",1.618744,NA,NA,NA,1.618744,NA,FALSE,1.618744
169049,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,1,NA,NA,6500,7,"prêt",0.65,NA,NA,NA,0.65,NA,FALSE,0.65
169049,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,2,NA,74.919998,500,7,"héritage",0.05,NA,NA,NA,0.05,0.0074919998,FALSE,0.05
169049,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,3,NA,163.67,500,7,"héritage",0.05,NA,NA,NA,0.05,0.016367,FALSE,0.05
169050,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,1,NA,485.32001,1000,7,"héritage",0.1,NA,NA,NA,0.1,0.048532001,FALSE,0.1
169050,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,2,NA,NA,750,7,"héritage",0.075,NA,NA,NA,0.075,NA,FALSE,0.075
169050,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,3,NA,NA,600,3,"prêt",NA,NA,NA,0.024,0.024,NA,FALSE,0.024
169050,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,4,NA,NA,5000,3,"prêt",NA,NA,NA,0.2,0.2,NA,FALSE,0.2
169050,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,5,42.28,29.9,60,3,"prêt",NA,NA,NA,0.0024,0.0024,0.00299,FALSE,0.0024
169050,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,6,NA,37.57,40,3,"prêt",NA,NA,NA,0.0016,0.0016,0.003757,FALSE,0.0016
169050,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,7,NA,NA,150000,3,"prêt",NA,NA,NA,6,6,NA,FALSE,6
169050,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,9,NA,NA,2000,3,"prêt",NA,NA,NA,0.08,0.08,NA,FALSE,0.08
169051,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,1,NA,409.69,1500,3,"héritage",NA,NA,NA,0.06,0.06,0.040969,FALSE,0.06
169051,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,2,NA,NA,3000,3,"héritage",NA,NA,NA,0.12,0.12,NA,FALSE,0.12
169051,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,3,NA,392.63,1000,3,"héritage",NA,NA,NA,0.04,0.04,0.039263,FALSE,0.04
169051,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,4,NA,408.98999,2000,3,"héritage",NA,NA,NA,0.08,0.08,0.040898999,FALSE,0.08
169051,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,5,NA,NA,3000,3,"héritage",NA,NA,NA,0.12,0.12,NA,FALSE,0.12
169051,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,6,NA,NA,2000,3,"héritage",NA,NA,NA,0.08,0.08,NA,FALSE,0.08
169051,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,7,NA,NA,2500,3,"héritage",NA,NA,NA,0.1,0.1,NA,FALSE,0.1
169051,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,8,NA,NA,1500,3,"héritage",NA,NA,NA,0.06,0.06,NA,FALSE,0.06
169054,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,1,NA,NA,2000,3,"prêt",NA,NA,NA,0.08,0.08,NA,FALSE,0.08
169054,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,2,NA,310.20999,3000,3,"héritage",NA,NA,NA,0.12,0.12,0.031020999,FALSE,0.12
169054,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,3,NA,NA,4000,3,"héritage",NA,NA,NA,0.16,0.16,NA,FALSE,0.16
169054,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,4,NA,204.22,7000,3,"héritage",NA,NA,NA,0.28,0.28,0.020422,FALSE,0.28
169054,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,5,NA,151.34,900,3,"héritage",NA,NA,NA,0.036,0.036,0.015134,FALSE,0.036
169054,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,6,NA,132.09,2000,3,"héritage",NA,NA,NA,0.08,0.08,0.013209,FALSE,0.08
169054,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,7,NA,NA,4000,3,"héritage",NA,NA,NA,0.16,0.16,NA,FALSE,0.16
169054,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,8,NA,NA,5000,3,"héritage",NA,NA,NA,0.2,0.2,NA,FALSE,0.2
169054,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,9,NA,NA,12000,3,"héritage",NA,NA,NA,0.48,0.48,NA,FALSE,0.48
169056,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,1,NA,593.02002,20000,3,"héritage",NA,NA,NA,0.8,0.8,0.059302002,FALSE,0.8
169056,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,2,NA,334.62,9000,3,"héritage",NA,NA,NA,0.36,0.36,0.033462,FALSE,0.36
169056,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,3,NA,NA,2000,3,"héritage",NA,NA,NA,0.08,0.08,NA,FALSE,0.08
169056,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,4,NA,NA,3000,3,"héritage",NA,NA,NA,0.12,0.12,NA,FALSE,0.12
169056,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,5,NA,NA,6000,3,"héritage",NA,NA,NA,0.24,0.24,NA,FALSE,0.24
169056,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,6,NA,NA,12000,3,"héritage",NA,NA,NA,0.48,0.48,NA,FALSE,0.48
169056,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,7,NA,NA,6000,3,"héritage",NA,NA,NA,0.24,0.24,NA,FALSE,0.24
169057,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,1,NA,191.19,200,1,"héritage",NA,0.038,NA,NA,0.038,0.019119,FALSE,0.038
169057,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,2,NA,2391.8999,3000,1,"héritage",NA,0.57,NA,NA,0.57,0.23918999,FALSE,0.57
169057,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,3,NA,334.54999,450,1,"héritage",NA,0.0855,NA,NA,0.0855,0.033454999,FALSE,0.0855
169057,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,4,NA,NA,800,1,"héritage",NA,0.152,NA,NA,0.152,NA,FALSE,0.152
169057,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,5,NA,NA,1500,1,"héritage",NA,0.285,NA,NA,0.285,NA,FALSE,0.285
169057,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,6,NA,NA,1000,1,"héritage",NA,0.19,NA,NA,0.19,NA,FALSE,0.19
169058,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,1,NA,652.12,2000,1,"héritage",NA,0.38,NA,NA,0.38,0.065212,FALSE,0.38
169058,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,2,233.99,276.14001,600,1,"héritage",NA,0.114,NA,NA,0.114,0.027614001,FALSE,0.114
169058,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,3,NA,NA,2000,1,"héritage",NA,0.38,NA,NA,0.38,NA,FALSE,0.38
169058,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,4,NA,NA,500,1,"héritage",NA,0.095,NA,NA,0.095,NA,FALSE,0.095
169058,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,5,59.34,94.540001,100,1,"héritage",NA,0.019,NA,NA,0.019,0.0094540001,FALSE,0.019
169059,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,1,151.07,104.31,500,1,"héritage",NA,0.095,NA,NA,0.095,0.010431,FALSE,0.095
169059,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,2,NA,1650.9,1000,1,"héritage",NA,0.19,NA,NA,0.19,0.16509,FALSE,0.19
169059,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,3,NA,NA,1500,1,"héritage",NA,0.285,NA,NA,0.285,NA,FALSE,0.285
169059,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,4,NA,NA,3000,1,"héritage",NA,0.57,NA,NA,0.57,NA,FALSE,0.57
169059,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,5,NA,534.71002,600,1,"héritage",NA,0.114,NA,NA,0.114,0.053471002,FALSE,0.114
169060,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,1,NA,220.36,800,1,"héritage",NA,0.152,NA,NA,0.152,0.022036,FALSE,0.152
169060,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,2,NA,1695.8,1500,1,"héritage",NA,0.285,NA,NA,0.285,0.16958,FALSE,0.285
169060,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,3,NA,NA,1500,1,"héritage",NA,0.285,NA,NA,0.285,NA,FALSE,0.285
169060,"South East","Gombe",1610,"Rural",66,"1610-66",4,2045.42236328125,4,NA,NA,500,1,"héritage",NA,0.095,NA,NA,0.095,NA,FALSE,0.095
169061,"South East","Gombe",1610,"Rural",490,"1610-490",4,2449.892578125,1,NA,589.62,5000,3,"héritage",NA,NA,NA,0.2,0.2,0.058962,FALSE,0.2
