hhid,secteur_residence,taille_menage
200183,Urbain,7
200184,Urbain,7
200185,Urbain,11
200186,Urbain,9
200187,Urbain,1
200188,Urbain,8
200189,Urbain,8
200190,Urbain,24
209001,Rural,3
209002,Rural,2
209003,Rural,2
209005,Rural,11
209006,Rural,9
209007,Rural,5
209009,Rural,8
209010,Rural,11
209011,Rural,7
209012,Rural,10
209014,Rural,10
209015,Rural,10
209016,Rural,7
209017,Rural,5
209018,Rural,10
209019,Rural,7
209020,Rural,12
209021,Rural,2
209022,Rural,12
209023,Rural,3
209025,Rural,8
209026,Rural,15
209027,Rural,1
209028,Rural,3
209029,Rural,12
209030,Rural,4
209031,Rural,7
209033,Rural,7
209035,Rural,7
209036,Rural,4
209037,Urbain,1
209038,Urbain,8
209041,Urbain,3
209042,Urbain,1
209043,Urbain,12
209044,Urbain,7
209045,Urbain,9
209046,Urbain,9
209047,Urbain,6
209048,Urbain,7
209049,Rural,19
209050,Rural,4
209051,Rural,5
209052,Rural,6
209053,Rural,6
209055,Rural,4
209056,Rural,4
209058,Rural,12
209059,Rural,6
209060,Rural,12
209062,Urbain,7
209063,Urbain,9
209064,Urbain,4
209066,Urbain,6
209067,Urbain,11
209068,Urbain,9
209069,Urbain,15
209070,Urbain,4
209071,Urbain,12
209072,Urbain,4
209073,Urbain,1
209075,Urbain,1
209077,Urbain,6
209078,Urbain,6
209079,Urbain,7
209080,Urbain,7
209081,Urbain,9
209082,Urbain,1
209083,Urbain,5
209084,Urbain,11
209085,Rural,2
209086,Rural,6
209087,Rural,16
209088,Rural,7
209089,Rural,4
209090,Rural,5
209091,Rural,9
209094,Rural,2
209095,Rural,6
209096,Rural,5
209098,Rural,16
209099,Rural,9
209100,Rural,8
209101,Rural,4
209102,Rural,6
209103,Rural,2
209105,Rural,6
209106,Rural,5
209107,Rural,8
209108,Rural,8
209111,Rural,6
209112,Rural,11
209113,Rural,3
209114,Rural,12
209115,Rural,13
209116,Rural,7
209117,Rural,3
209118,Rural,17
209119,Rural,2
209120,Rural,5
209121,Rural,5
209122,Rural,3
209123,Rural,6
209124,Rural,10
209125,Rural,4
209126,Rural,5
209127,Rural,11
209128,Rural,5
209130,Rural,4
209131,Rural,5
210001,Rural,7
210002,Rural,10
210003,Rural,8
210004,Rural,15
210005,Rural,13
210006,Rural,12
210007,Rural,3
210008,Rural,10
210009,Rural,1
210010,Rural,11
210031,Rural,6
210032,Rural,2
210033,Rural,7
210034,Rural,6
210035,Rural,6
210036,Rural,4
210037,Rural,8
210038,Rural,9
210039,Rural,3
210040,Rural,8
210051,Rural,2
210052,Rural,6
210053,Rural,3
210054,Rural,8
210055,Rural,5
210056,Rural,8
210057,Rural,5
210058,Rural,5
210060,Rural,8
219001,Urbain,11
219002,Urbain,2
219003,Urbain,3
219004,Urbain,3
219005,Urbain,13
219006,Urbain,5
219007,Urbain,7
219008,Urbain,8
219009,Urbain,5
219010,Urbain,2
219014,Rural,4
219015,Rural,4
219017,Rural,10
219018,Rural,7
219020,Rural,13
219021,Rural,3
219022,Rural,7
219023,Rural,3
219024,Rural,11
219025,Rural,10
219026,Rural,2
219027,Rural,6
219028,Rural,17
219031,Rural,7
219032,Rural,5
219033,Rural,5
219034,Rural,5
219035,Rural,4
219036,Rural,5
219038,Rural,10
219039,Rural,1
219040,Rural,4
219041,Rural,8
219042,Rural,11
219043,Rural,5
219044,Rural,2
219045,Rural,12
219047,Rural,3
219048,Rural,1
219049,Rural,5
219051,Rural,5
219052,Rural,3
219054,Rural,6
219055,Rural,4
219056,Rural,3
219057,Rural,12
219058,Rural,7
219059,Rural,10
219060,Rural,8
219061,Rural,7
219062,Rural,6
219063,Rural,9
219064,Rural,18
219065,Rural,8
219066,Rural,5
219067,Rural,7
219069,Rural,6
219070,Rural,3
219071,Rural,10
219076,Rural,16
220011,Rural,3
220012,Rural,5
220013,Rural,13
220014,Rural,2
220015,Rural,9
220016,Rural,16
220017,Rural,8
220018,Rural,7
220019,Rural,12
220020,Rural,11
220021,Urbain,7
220022,Urbain,6
220024,Urbain,1
220025,Urbain,1
220026,Urbain,5
220027,Urbain,6
220028,Urbain,8
220029,Urbain,7
220051,Urbain,4
220052,Urbain,3
220053,Urbain,2
220054,Urbain,4
220055,Urbain,5
220056,Urbain,3
220057,Urbain,6
220058,Urbain,2
220059,Urbain,6
220060,Urbain,5
220111,Rural,10
220112,Rural,5
220113,Rural,9
220114,Rural,13
220115,Rural,5
220116,Rural,5
220117,Rural,7
220118,Rural,2
220119,Rural,2
220120,Rural,13
229002,Rural,5
229003,Rural,3
229004,Rural,14
229005,Rural,6
229006,Rural,1
229007,Rural,5
229009,Rural,2
229010,Rural,7
229011,Rural,4
229012,Rural,3
229014,Rural,4
229015,Rural,5
229016,Rural,1
229017,Rural,3
229018,Rural,7
229020,Rural,8
229021,Rural,4
229023,Rural,5
229024,Rural,3
229025,Rural,3
229026,Rural,3
229028,Rural,1
229029,Rural,2
229031,Rural,4
229032,Rural,6
229033,Rural,1
229035,Rural,14
229036,Rural,4
229037,Urbain,3
229038,Urbain,4
229039,Urbain,3
229040,Urbain,2
229041,Urbain,5
229042,Urbain,4
229044,Urbain,4
229046,Urbain,7
229047,Urbain,2
229048,Urbain,4
229049,Urbain,2
229050,Urbain,4
229051,Urbain,7
229052,Urbain,5
229053,Urbain,5
229056,Urbain,5
229057,Urbain,4
229058,Urbain,2
229059,Urbain,2
229060,Urbain,14
229061,Urbain,2
229063,Urbain,6
229064,Urbain,1
229065,Urbain,7
229066,Urbain,3
229068,Urbain,4
229070,Urbain,5
229071,Urbain,1
229072,Urbain,1
229087,Rural,13
229090,Rural,3
229094,Urbain,4
230011,Urbain,3
230013,Urbain,1
230014,Urbain,6
230015,Urbain,4
230016,Urbain,7
230017,Urbain,5
230018,Urbain,6
230019,Urbain,3
230020,Urbain,4
230071,Rural,7
230072,Rural,6
230073,Rural,4
230074,Urbain,11
230075,Urbain,3
230076,Rural,7
230077,Rural,2
230078,Rural,6
230079,Rural,4
230080,Rural,2
230081,Rural,8
230083,Rural,3
230084,Rural,2
230085,Rural,1
230086,Rural,6
230087,Rural,7
230088,Urbain,2
230089,Rural,5
230090,Rural,6
230091,Rural,11
230092,Rural,6
230093,Rural,12
230095,Rural,9
230097,Rural,13
230099,Rural,9
239001,Rural,10
239002,Rural,4
239003,Rural,3
239004,Rural,3
239005,Rural,5
239006,Rural,3
239007,Rural,4
239009,Rural,7
239010,Rural,6
239012,Rural,2
239013,Rural,4
239014,Rural,6
239015,Rural,3
239016,Rural,8
239017,Rural,8
239018,Rural,9
239021,Rural,5
239022,Rural,5
239023,Rural,1
239024,Rural,5
239025,Rural,9
239026,Rural,4
239027,Rural,1
239028,Rural,2
239029,Rural,2
239030,Rural,2
239032,Rural,5
239033,Rural,1
239036,Rural,1
239037,Rural,5
239039,Rural,4
239042,Rural,1
239043,Rural,6
239044,Rural,1
239045,Rural,6
239046,Rural,2
239047,Rural,6
239048,Rural,3
239049,Urbain,5
239050,Urbain,6
239051,Urbain,8
239052,Urbain,6
239053,Urbain,13
239054,Urbain,2
239055,Urbain,4
239057,Urbain,5
239058,Urbain,2
239059,Urbain,1
239061,Urbain,2
239062,Urbain,5
239063,Urbain,3
239064,Urbain,9
239065,Urbain,6
239066,Urbain,2
239068,Urbain,4
239070,Urbain,1
239071,Urbain,5
239072,Urbain,7
239074,Urbain,3
239075,Urbain,6
239076,Urbain,2
239077,Urbain,3
239078,Urbain,1
239081,Urbain,6
239083,Urbain,5
239084,Urbain,3
239085,Rural,5
239086,Rural,9
239087,Rural,2
239088,Rural,4
239089,Rural,7
239090,Rural,5
239092,Rural,1
239093,Rural,2
239095,Rural,5
239096,Rural,4
239097,Urbain,5
239099,Urbain,7
239100,Urbain,3
239101,Urbain,1
239103,Urbain,5
239104,Urbain,6
239106,Urbain,6
239107,Urbain,6
239108,Urbain,3
239110,Rural,1
239111,Rural,2
239112,Rural,2
239113,Rural,2
239114,Rural,4
239116,Rural,4
239117,Rural,3
239118,Rural,5
239120,Rural,3
239121,Rural,6
239122,Rural,2
239123,Rural,1
239124,Rural,8
239125,Rural,6
239127,Rural,3
239128,Rural,3
239129,Rural,4
239130,Rural,4
239131,Rural,3
239132,Rural,1
239133,Rural,2
239135,Rural,4
239136,Rural,7
239137,Rural,3
239138,Rural,2
239140,Rural,3
239141,Rural,10
239142,Rural,6
239143,Rural,6
239144,Urbain,7
239145,Urbain,2
239146,Urbain,6
239147,Urbain,4
239148,Urbain,5
239149,Urbain,6
239150,Urbain,8
239151,Urbain,7
239152,Urbain,6
239155,Urbain,1
239156,Rural,1
239158,Rural,7
239159,Rural,2
239160,Rural,2
239161,Rural,4
239162,Rural,5
239163,Rural,1
239164,Rural,4
239165,Rural,4
239167,Rural,7
239168,Rural,12
239169,Rural,2
239170,Rural,1
239171,Rural,1
239172,Rural,1
239173,Rural,2
239175,Rural,4
239176,Rural,7
239177,Rural,4
239178,Rural,2
239180,Rural,7
239181,Rural,1
239182,Rural,3
239183,Rural,10
239184,Rural,10
239186,Rural,2
239187,Rural,7
239188,Rural,7
239189,Rural,7
239190,Rural,3
239197,Rural,4
239199,Rural,2
239204,Urbain,2
239205,Urbain,1
239209,Urbain,4
239210,Rural,5
239211,Rural,4
239212,Rural,3
239213,Rural,7
239214,Rural,4
239216,Rural,1
239217,Rural,1
239218,Rural,3
239219,Rural,4
239221,Rural,9
239222,Rural,4
240051,Urbain,4
240052,Urbain,5
240053,Urbain,4
240055,Urbain,5
240056,Urbain,4
240057,Urbain,2
240059,Urbain,9
240060,Urbain,4
240071,Urbain,3
240072,Urbain,7
240073,Urbain,5
240074,Urbain,3
240075,Urbain,5
240077,Urbain,5
240078,Urbain,8
240079,Urbain,5
240080,Urbain,4
240081,Urbain,1
240083,Urbain,3
240084,Urbain,7
240085,Urbain,3
240086,Urbain,6
240087,Urbain,4
240088,Urbain,5
240089,Urbain,4
240090,Urbain,3
240112,Urbain,7
240113,Urbain,2
240114,Urbain,4
240115,Urbain,2
240116,Urbain,1
240117,Urbain,5
240118,Urbain,9
240119,Urbain,4
240120,Urbain,2
240122,Urbain,3
240123,Urbain,5
240124,Urbain,8
240125,Urbain,5
240127,Urbain,1
240128,Urbain,3
240129,Urbain,5
249001,Urbain,5
249002,Urbain,4
249006,Urbain,2
249008,Urbain,5
249009,Urbain,1
249010,Urbain,3
249011,Urbain,6
249012,Urbain,3
249013,Urbain,7
249015,Urbain,3
249016,Urbain,6
249019,Urbain,11
249021,Urbain,6
249022,Urbain,3
249023,Urbain,3
249024,Urbain,6
249025,Urbain,2
249026,Urbain,5
249027,Urbain,1
249029,Urbain,6
249031,Urbain,6
249032,Urbain,5
249033,Urbain,2
249034,Urbain,4
249035,Urbain,4
249037,Urbain,4
249038,Urbain,6
249040,Urbain,6
249041,Urbain,3
249042,Urbain,4
249046,Urbain,4
249047,Urbain,5
249048,Urbain,4
249049,Urbain,2
249051,Urbain,4
249053,Urbain,5
249054,Urbain,3
249056,Urbain,7
249057,Urbain,7
249058,Urbain,3
249059,Urbain,7
249060,Urbain,5
249061,Urbain,7
249063,Urbain,5
249065,Urbain,3
249066,Urbain,1
249067,Urbain,5
249068,Urbain,6
249069,Urbain,4
249070,Urbain,4
249071,Urbain,6
249072,Urbain,3
249073,Urbain,6
249074,Urbain,2
249075,Urbain,5
249077,Urbain,5
249078,Urbain,2
249079,Urbain,1
249081,Urbain,4
249083,Urbain,5
249084,Urbain,1
249085,Urbain,6
249088,Urbain,4
249089,Urbain,6
249090,Urbain,6
249091,Urbain,6
249093,Urbain,3
249094,Urbain,7
249095,Urbain,6
249096,Urbain,4
249098,Urbain,2
249102,Urbain,2
249103,Urbain,5
249104,Urbain,10
249105,Urbain,1
249106,Urbain,4
249107,Urbain,2
249108,Urbain,1
249109,Urbain,5
249111,Urbain,5
249112,Urbain,3
249113,Urbain,2
249114,Urbain,1
249115,Urbain,6
249116,Urbain,5
249117,Urbain,7
249119,Urbain,2
249120,Urbain,3
249121,Urbain,2
249122,Urbain,7
249123,Urbain,4
249124,Urbain,3
249125,Urbain,6
249126,Urbain,4
249127,Urbain,4
249130,Urbain,4
249131,Urbain,2
249132,Urbain,3
249133,Urbain,4
249134,Urbain,6
249135,Urbain,5
249136,Urbain,7
249139,Urbain,1
249141,Urbain,5
249142,Urbain,6
249143,Urbain,3
249144,Urbain,4
249145,Urbain,4
249147,Urbain,4
249148,Urbain,6
249149,Urbain,5
249150,Urbain,6
249151,Urbain,3
249152,Urbain,4
249154,Urbain,4
249155,Urbain,5
249156,Urbain,5
249159,Urbain,6
249161,Urbain,4
249162,Urbain,2
249163,Urbain,3
249164,Urbain,6
249167,Urbain,1
249182,Urbain,7
249183,Urbain,6
249185,Urbain,2
249186,Urbain,4
249187,Urbain,4
249188,Urbain,6
249189,Urbain,3
249190,Urbain,6
249191,Urbain,4
249192,Urbain,5
249194,Urbain,3
249195,Urbain,2
249196,Urbain,3
249197,Urbain,1
249198,Urbain,2
249199,Urbain,6
249201,Urbain,2
249202,Urbain,4
249203,Urbain,5
249204,Urbain,5
249205,Urbain,4
249208,Urbain,5
249210,Urbain,1
249211,Urbain,4
249213,Urbain,8
249214,Urbain,4
249215,Urbain,5
249216,Urbain,6
249218,Urbain,4
249219,Urbain,6
249221,Urbain,6
249222,Urbain,6
249223,Urbain,6
249224,Urbain,4
249225,Urbain,3
249226,Urbain,6
249228,Urbain,7
249232,Urbain,4
249233,Urbain,3
249234,Urbain,5
249235,Urbain,6
249236,Urbain,5
249237,Urbain,1
249238,Urbain,3
249239,Urbain,5
249240,Urbain,5
249241,Urbain,3
249242,Urbain,3
249243,Urbain,6
249244,Urbain,1
249247,Urbain,4
249248,Urbain,3
249250,Urbain,3
249253,Urbain,1
249256,Urbain,3
249257,Urbain,6
249258,Urbain,1
249264,Urbain,3
249267,Urbain,2
249275,Urbain,1
249276,Urbain,3
249278,Urbain,2
249279,Urbain,2
250011,Rural,7
250012,Rural,4
250013,Rural,5
250014,Rural,4
250015,Rural,7
250016,Rural,6
250017,Rural,6
250018,Rural,14
250019,Rural,8
250020,Rural,9
259001,Rural,16
259002,Rural,8
259003,Rural,8
259004,Rural,5
259007,Rural,4
259008,Rural,5
259009,Rural,6
259010,Rural,3
259011,Rural,1
259012,Rural,5
260051,Rural,2
260052,Rural,8
260053,Rural,5
260054,Rural,7
260055,Rural,5
260056,Rural,5
260057,Rural,11
260058,Rural,4
260059,Rural,2
260060,Rural,2
260081,Rural,9
260082,Rural,2
260083,Rural,6
260084,Rural,4
260085,Rural,3
260086,Rural,3
260087,Rural,7
260088,Rural,1
260089,Rural,4
260090,Rural,6
260111,Urbain,4
260112,Urbain,6
260113,Urbain,4
260114,Urbain,5
260115,Urbain,6
260116,Urbain,8
260117,Urbain,10
260118,Urbain,3
260119,Urbain,4
260120,Urbain,2
260151,Rural,9
260152,Rural,8
260153,Rural,9
260154,Rural,6
260155,Rural,10
260156,Rural,6
260157,Rural,6
260158,Rural,8
260159,Rural,6
260160,Rural,7
260161,Rural,2
260162,Rural,8
260163,Rural,5
260164,Rural,6
260165,Rural,5
260166,Rural,4
260167,Rural,9
260168,Rural,5
260169,Rural,8
260170,Rural,5
269001,Urbain,4
269002,Urbain,5
269004,Urbain,3
269005,Urbain,2
269006,Urbain,5
269007,Urbain,8
269009,Urbain,7
269010,Urbain,5
269011,Urbain,4
269012,Urbain,8
269013,Rural,6
269014,Rural,6
269015,Rural,4
269017,Rural,3
269018,Rural,3
269019,Rural,10
269020,Rural,2
269021,Rural,4
269023,Rural,9
269024,Rural,8
269025,Rural,6
269026,Rural,7
269027,Rural,4
269028,Rural,6
269030,Rural,8
269031,Rural,7
269033,Rural,6
269034,Rural,5
269035,Rural,7
269036,Rural,4
269037,Rural,1
269038,Rural,5
269039,Rural,3
269040,Rural,7
269041,Rural,3
269042,Rural,4
269043,Rural,7
269044,Rural,3
269046,Rural,1
269047,Rural,4
269049,Rural,7
269050,Rural,7
269051,Rural,3
269052,Rural,4
269053,Rural,6
269054,Rural,4
269055,Rural,6
269056,Rural,5
269059,Rural,8
269060,Rural,2
269061,Rural,2
269062,Rural,9
269063,Rural,4
269064,Rural,5
269066,Rural,3
269067,Rural,7
269068,Rural,3
269069,Rural,5
269070,Rural,5
269071,Rural,5
269073,Rural,2
269074,Rural,4
269075,Rural,4
269076,Rural,7
269077,Rural,1
269079,Rural,3
269081,Rural,6
269082,Rural,1
269083,Rural,5
269084,Rural,6
269085,Rural,6
269086,Rural,3
269087,Rural,4
269088,Rural,4
269089,Rural,5
269090,Rural,4
269092,Rural,6
269093,Rural,5
269094,Rural,3
269095,Rural,5
269096,Rural,4
269097,Rural,2
269098,Rural,7
269099,Rural,4
269100,Rural,2
269101,Rural,4
269102,Rural,5
269104,Rural,3
269105,Rural,2
269106,Rural,4
270001,Urbain,5
270002,Urbain,4
270003,Urbain,6
270004,Urbain,4
270005,Urbain,5
270006,Urbain,6
270007,Urbain,5
270008,Urbain,8
270009,Urbain,6
270010,Urbain,5
270021,Rural,1
270023,Rural,4
270024,Rural,4
270025,Rural,3
270028,Rural,1
270029,Urbain,1
270030,Rural,6
270041,Rural,3
270042,Rural,6
270044,Rural,8
270045,Rural,3
270046,Urbain,1
270047,Rural,12
270049,Urbain,8
270051,Urbain,8
270052,Urbain,1
270053,Urbain,4
270054,Urbain,6
270055,Urbain,5
270056,Urbain,5
270057,Urbain,6
270059,Urbain,2
270061,Urbain,7
270062,Urbain,4
270063,Urbain,2
270064,Rural,6
270065,Urbain,4
270066,Urbain,3
270067,Urbain,4
270068,Urbain,1
270069,Urbain,7
270070,Urbain,5
270091,Urbain,5
270092,Urbain,5
270093,Urbain,5
270094,Urbain,3
270095,Urbain,3
270096,Urbain,2
270097,Urbain,1
270099,Urbain,5
270100,Urbain,6
279001,Rural,4
279002,Rural,1
279004,Rural,2
279005,Rural,6
279006,Rural,4
279007,Rural,1
279008,Rural,4
279009,Rural,4
279010,Rural,3
279011,Rural,4
279013,Rural,1
279015,Rural,3
279016,Rural,2
279017,Rural,4
279018,Rural,5
279019,Rural,4
279022,Rural,2
279023,Rural,7
279024,Rural,4
279025,Rural,1
279027,Rural,2
279028,Urbain,2
279029,Rural,3
279031,Rural,1
279032,Rural,4
279034,Rural,3
279036,Rural,5
279037,Rural,1
279038,Rural,9
279040,Rural,5
279042,Rural,10
279043,Rural,6
279044,Rural,4
279045,Rural,6
279047,Rural,3
279048,Rural,5
279049,Rural,3
279051,Rural,3
279052,Rural,1
279053,Rural,3
279054,Rural,4
279056,Rural,7
279057,Rural,5
279058,Rural,1
279059,Rural,5
279060,Rural,3
279061,Rural,4
279065,Rural,1
279066,Rural,4
279068,Rural,6
279069,Rural,2
279070,Rural,4
279072,Rural,1
279073,Rural,3
279074,Rural,1
279076,Rural,1
279078,Rural,8
279080,Rural,1
279081,Rural,3
279082,Rural,5
279083,Rural,6
279084,Rural,3
279087,Urbain,5
279088,Urbain,4
279089,Urbain,5
279090,Urbain,1
279091,Urbain,3
279092,Urbain,4
279093,Urbain,1
279094,Urbain,2
279095,Urbain,1
279096,Urbain,1
279097,Urbain,1
279098,Urbain,4
279099,Urbain,1
279100,Urbain,4
279101,Urbain,3
279103,Urbain,3
279104,Urbain,4
279105,Urbain,2
279107,Urbain,4
279112,Rural,2
279114,Rural,3
279118,Rural,2
279119,Rural,1
279121,Rural,6
279125,Urbain,7
280031,Urbain,4
280033,Urbain,5
280036,Urbain,2
280037,Urbain,6
280038,Urbain,8
280039,Urbain,1
280081,Urbain,1
280082,Urbain,7
280083,Urbain,1
280084,Urbain,5
280085,Urbain,2
280086,Urbain,4
280087,Urbain,5
280088,Urbain,4
280089,Urbain,4
280090,Urbain,8
280111,Rural,1
280112,Rural,4
280113,Rural,3
280114,Rural,1
280115,Rural,3
280116,Rural,6
280117,Rural,5
280118,Rural,6
280119,Rural,1
280120,Rural,2
289001,Urbain,5
289002,Urbain,4
289003,Urbain,1
289005,Urbain,4
289006,Urbain,4
289007,Urbain,1
289008,Urbain,3
289009,Urbain,1
289010,Urbain,10
289011,Urbain,2
289014,Rural,11
289015,Rural,1
289016,Rural,1
289017,Rural,3
289019,Rural,3
289020,Rural,3
289021,Rural,3
289022,Rural,1
289025,Rural,2
289026,Rural,3
289027,Rural,4
289028,Rural,6
289030,Rural,5
289031,Rural,6
289032,Rural,5
289034,Rural,3
289035,Rural,4
289036,Rural,8
289037,Rural,1
289038,Rural,1
289040,Urbain,2
289041,Urbain,1
289042,Rural,10
289043,Rural,5
289044,Rural,7
289046,Rural,2
289047,Rural,1
289048,Rural,3
289049,Urbain,1
289050,Urbain,4
289051,Urbain,4
289052,Urbain,5
289053,Urbain,2
289054,Urbain,5
289055,Urbain,7
289056,Urbain,3
289058,Urbain,3
289059,Urbain,7
289061,Rural,3
289062,Rural,5
289063,Rural,3
289064,Rural,2
289065,Rural,1
289066,Rural,4
289067,Rural,3
289068,Rural,1
289071,Rural,3
289072,Rural,6
289073,Urbain,6
289074,Urbain,1
289077,Urbain,1
289080,Urbain,2
289081,Urbain,1
289082,Urbain,4
289083,Urbain,4
289084,Urbain,6
289088,Rural,2
289097,Urbain,4
289098,Urbain,2
289102,Rural,1
290001,Urbain,3
290002,Urbain,7
290003,Urbain,6
290005,Urbain,3
290006,Urbain,1
290007,Urbain,3
290008,Urbain,1
290009,Urbain,6
290010,Urbain,1
290031,Urbain,6
290032,Urbain,1
290033,Urbain,1
290034,Urbain,6
290035,Urbain,2
290036,Urbain,3
290037,Urbain,7
290038,Urbain,4
290039,Urbain,5
290040,Urbain,5
290042,Rural,1
290043,Rural,4
290045,Rural,3
290046,Rural,3
290047,Rural,4
290048,Rural,1
290049,Rural,7
290050,Rural,1
290071,Urbain,1
290072,Urbain,1
290073,Urbain,8
290074,Urbain,1
290075,Urbain,7
290077,Urbain,1
290078,Urbain,1
290080,Urbain,5
290081,Urbain,3
290082,Urbain,2
290083,Urbain,4
290084,Urbain,5
290085,Urbain,1
290086,Urbain,5
290087,Urbain,2
290088,Urbain,6
290089,Urbain,3
290090,Urbain,3
290171,Rural,1
290173,Rural,7
290176,Rural,3
290177,Rural,8
290178,Rural,4
290179,Rural,6
290180,Rural,7
299001,Urbain,7
299004,Urbain,6
299005,Urbain,1
299006,Urbain,6
299007,Urbain,7
299008,Urbain,3
299009,Urbain,3
299010,Urbain,4
299011,Urbain,2
299012,Urbain,1
299013,Urbain,1
299014,Urbain,3
299015,Urbain,4
299018,Urbain,6
299020,Urbain,1
299022,Urbain,5
299023,Urbain,2
299024,Urbain,1
299025,Urbain,7
299027,Urbain,4
299028,Urbain,5
299029,Urbain,1
299030,Urbain,2
299032,Urbain,3
299033,Urbain,5
299034,Urbain,1
299035,Urbain,5
299036,Urbain,2
300011,Urbain,3
300012,Urbain,3
300013,Urbain,1
300014,Urbain,1
300016,Urbain,4
300017,Urbain,4
300018,Urbain,3
300019,Urbain,2
300020,Urbain,2
300035,Urbain,1
300036,Rural,3
300037,Rural,2
300038,Rural,1
300040,Urbain,1
300092,Urbain,2
300093,Urbain,3
300094,Urbain,4
300095,Urbain,5
300096,Urbain,3
300098,Urbain,4
300099,Urbain,8
300100,Urbain,3
300131,Urbain,5
300135,Urbain,3
300136,Rural,5
300137,Urbain,2
300138,Urbain,2
300139,Urbain,3
300140,Urbain,3
300141,Urbain,1
300142,Urbain,4
300143,Urbain,1
300144,Urbain,1
300145,Urbain,2
300146,Urbain,3
300147,Urbain,5
300148,Urbain,7
300149,Urbain,4
300171,Rural,1
300172,Rural,2
300173,Rural,1
300174,Urbain,1
300175,Rural,4
300176,Rural,3
300177,Rural,2
300178,Rural,4
300180,Rural,2
309001,Urbain,3
309003,Urbain,1
309005,Urbain,4
309006,Urbain,4
309007,Urbain,6
309008,Urbain,6
309009,Urbain,1
309010,Urbain,4
309013,Urbain,5
309014,Urbain,6
309016,Urbain,2
309017,Urbain,6
309018,Urbain,3
309019,Urbain,1
309021,Urbain,4
309022,Urbain,2
309023,Urbain,5
309024,Urbain,1
309025,Rural,1
309027,Rural,1
309028,Rural,1
309029,Rural,1
309031,Rural,1
309032,Rural,2
309033,Rural,1
309035,Rural,1
309036,Rural,1
309037,Urbain,5
309039,Urbain,5
309041,Urbain,1
309042,Urbain,2
309043,Urbain,2
309044,Urbain,6
309046,Urbain,1
309047,Urbain,1
309048,Urbain,3
309049,Rural,4
309050,Rural,1
309052,Rural,3
309053,Rural,6
309055,Rural,3
309056,Rural,7
309057,Rural,2
309058,Rural,5
309059,Rural,3
309060,Rural,3
309061,Rural,2
309062,Rural,1
309063,Rural,1
309064,Rural,2
309065,Rural,1
309067,Rural,1
309068,Rural,2
309069,Rural,2
309070,Rural,2
309071,Rural,3
309073,Rural,1
309074,Rural,4
309075,Rural,3
309076,Rural,2
309077,Rural,2
309081,Rural,3
309082,Rural,5
309083,Rural,6
309084,Rural,6
309085,Rural,4
309086,Rural,2
309087,Rural,4
309088,Rural,3
309091,Rural,2
309092,Rural,1
309093,Rural,1
309094,Rural,6
309095,Rural,6
309096,Rural,5
309097,Urbain,2
309098,Urbain,6
309099,Urbain,6
309101,Urbain,2
309103,Urbain,4
309104,Urbain,4
309105,Urbain,2
309108,Urbain,1
309109,Rural,7
309112,Rural,7
309113,Rural,9
309114,Rural,4
309115,Rural,11
309116,Rural,1
309117,Rural,4
309118,Urbain,1
309119,Rural,3
309121,Urbain,3
309126,Rural,4
309137,Urbain,1
309138,Urbain,2
310071,Rural,10
310072,Rural,11
310073,Rural,15
310074,Rural,12
310075,Rural,12
310076,Rural,10
310077,Rural,6
310078,Rural,4
310079,Rural,4
310080,Rural,9
310081,Rural,11
310082,Rural,11
310083,Rural,4
310084,Rural,6
310085,Rural,5
310086,Rural,6
310087,Rural,8
310088,Rural,9
310089,Rural,9
310090,Rural,13
310091,Rural,5
310092,Rural,5
310093,Rural,5
310094,Rural,5
310095,Rural,12
310096,Rural,7
310097,Rural,6
310098,Rural,1
310099,Rural,8
310100,Rural,6
319001,Rural,6
319002,Rural,15
319004,Rural,9
319005,Rural,5
319006,Rural,10
319007,Rural,5
319008,Rural,5
319009,Rural,9
319010,Rural,8
319012,Rural,7
319025,Rural,6
319026,Rural,9
319027,Rural,9
319029,Rural,6
319030,Rural,9
319031,Rural,5
319032,Rural,2
319033,Rural,8
319034,Rural,7
319036,Rural,5
319037,Rural,9
319038,Rural,6
319039,Rural,2
319040,Rural,6
319041,Rural,8
319042,Rural,4
319043,Rural,1
319044,Rural,3
319048,Rural,10
319049,Rural,6
319050,Rural,2
319051,Rural,4
319052,Rural,3
319054,Rural,3
319056,Rural,2
319057,Rural,2
319058,Rural,5
319059,Rural,5
319060,Rural,5
319061,Rural,4
319062,Rural,7
319063,Rural,7
319064,Rural,7
319065,Rural,7
319069,Rural,9
319070,Rural,8
319071,Rural,3
319072,Rural,7
319079,Rural,4
319083,Rural,6
320001,Urbain,9
320002,Urbain,7
320007,Urbain,4
320009,Urbain,1
320010,Urbain,7
320051,Rural,4
320052,Rural,13
320054,Urbain,2
320055,Urbain,4
320056,Rural,1
320057,Urbain,6
320061,Urbain,3
320063,Urbain,4
320074,Rural,8
320075,Urbain,4
320076,Rural,5
320077,Rural,5
320078,Rural,1
320080,Rural,1
320081,Rural,2
320082,Rural,4
320181,Rural,8
320182,Rural,6
320183,Rural,7
320184,Rural,4
320185,Urbain,5
320186,Rural,8
320191,Rural,8
329001,Rural,10
329002,Rural,9
329003,Rural,7
329005,Rural,2
329006,Rural,7
329007,Rural,4
329009,Rural,4
329010,Rural,2
329011,Rural,7
329012,Rural,4
329013,Rural,5
329014,Rural,6
329015,Rural,6
329016,Rural,3
329017,Rural,2
329018,Rural,4
329019,Rural,3
