"hhid","zone","state","lga","sector","ea","plotid","cropcode","crop_name","crop_type","wt_wave4","area_type"
150063,2,15,1503,2,634,2,1010,"beans/cowpea","légumineuse",1910.69702148438,"rural"
150064,2,15,1503,2,634,1,1060,"ground nut/peanuts","légumineuse",1910.69702148438,"rural"
150064,2,15,1503,2,634,2,1010,"beans/cowpea","légumineuse",1910.69702148438,"rural"
150064,2,15,1503,2,634,2,1080,"maize","céréale",1910.69702148438,"rural"
150064,2,15,1503,2,634,3,1010,"beans/cowpea","légumineuse",1910.69702148438,"rural"
150064,2,15,1503,2,634,3,1070,"guinea corn (sorghum)","céréale",1910.69702148438,"rural"
150064,2,15,1503,2,634,3,1080,"maize","céréale",1910.69702148438,"rural"
150065,2,15,1503,2,634,1,1010,"beans/cowpea","légumineuse",1910.69702148438,"rural"
150065,2,15,1503,2,634,1,1080,"maize","céréale",1910.69702148438,"rural"
150065,2,15,1503,2,634,2,1060,"ground nut/peanuts","légumineuse",1910.69702148438,"rural"
150065,2,15,1503,2,634,2,1070,"guinea corn (sorghum)","céréale",1910.69702148438,"rural"
150066,2,15,1503,2,634,1,1010,"beans/cowpea","légumineuse",1910.69702148438,"rural"
150066,2,15,1503,2,634,1,1080,"maize","céréale",1910.69702148438,"rural"
150066,2,15,1503,2,634,2,1060,"ground nut/peanuts","légumineuse",1910.69702148438,"rural"
150066,2,15,1503,2,634,3,1110,"rice","céréale",1910.69702148438,"rural"
150067,2,15,1503,2,634,1,1010,"beans/cowpea","légumineuse",1910.69702148438,"rural"
150067,2,15,1503,2,634,1,1080,"maize","céréale",1910.69702148438,"rural"
150067,2,15,1503,2,634,2,1110,"rice","céréale",1910.69702148438,"rural"
150068,2,15,1503,2,634,1,1010,"beans/cowpea","légumineuse",1910.69702148438,"rural"
150068,2,15,1503,2,634,1,1080,"maize","céréale",1910.69702148438,"rural"
150068,2,15,1503,2,634,2,1060,"ground nut/peanuts","légumineuse",1910.69702148438,"rural"
150069,2,15,1503,2,634,1,1010,"beans/cowpea","légumineuse",1910.69702148438,"rural"
150069,2,15,1503,2,634,1,1080,"maize","céréale",1910.69702148438,"rural"
150069,2,15,1503,2,634,2,1060,"ground nut/peanuts","légumineuse",1910.69702148438,"rural"
150069,2,15,1503,2,634,2,1070,"guinea corn (sorghum)","céréale",1910.69702148438,"rural"
150069,2,15,1503,2,634,3,1110,"rice","céréale",1910.69702148438,"rural"
150070,2,15,1503,2,634,1,1060,"ground nut/peanuts","légumineuse",1910.69702148438,"rural"
150070,2,15,1503,2,634,1,1070,"guinea corn (sorghum)","céréale",1910.69702148438,"rural"
150070,2,15,1503,2,634,2,1110,"rice","céréale",1910.69702148438,"rural"
150071,1,25,2504,1,0,2,1060,"ground nut/peanuts","légumineuse",3657.52734375,"urban"
150071,1,25,2504,1,0,2,1080,"maize","céréale",3657.52734375,"urban"
150071,1,25,2504,1,0,3,1080,"maize","céréale",3657.52734375,"urban"
150071,1,25,2504,1,0,4,1060,"ground nut/peanuts","légumineuse",3657.52734375,"urban"
150071,1,25,2504,1,0,4,2020,"bambara nut","légumineuse",3657.52734375,"urban"
150071,1,25,2504,1,0,5,1060,"ground nut/peanuts","légumineuse",3657.52734375,"urban"
150079,2,15,1508,2,0,2,1010,"beans/cowpea","légumineuse",3657.52734375,"rural"
150079,2,15,1508,2,0,2,1080,"maize","céréale",3657.52734375,"rural"
159001,2,15,1502,2,1386,1,1070,"guinea corn (sorghum)","céréale",2096.064453125,"rural"
159001,2,15,1502,2,1386,1,2220,"soya beans","légumineuse",2096.064453125,"rural"
159001,2,15,1502,2,1386,2,1010,"beans/cowpea","légumineuse",2096.064453125,"rural"
159001,2,15,1502,2,1386,2,1080,"maize","céréale",2096.064453125,"rural"
159002,2,15,1502,2,1386,1,1070,"guinea corn (sorghum)","céréale",2096.064453125,"rural"
159002,2,15,1502,2,1386,1,2220,"soya beans","légumineuse",2096.064453125,"rural"
159002,2,15,1502,2,1386,2,1010,"beans/cowpea","légumineuse",2096.064453125,"rural"
159002,2,15,1502,2,1386,2,1070,"guinea corn (sorghum)","céréale",2096.064453125,"rural"
159002,2,15,1502,2,1386,2,1080,"maize","céréale",2096.064453125,"rural"
159003,2,15,1502,2,1386,1,1010,"beans/cowpea","légumineuse",2096.064453125,"rural"
159003,2,15,1502,2,1386,1,1080,"maize","céréale",2096.064453125,"rural"
159003,2,15,1502,2,1386,2,1070,"guinea corn (sorghum)","céréale",2096.064453125,"rural"
159003,2,15,1502,2,1386,3,2220,"soya beans","légumineuse",2096.064453125,"rural"
159004,2,15,1502,2,1386,1,1010,"beans/cowpea","légumineuse",2096.064453125,"rural"
159004,2,15,1502,2,1386,1,1080,"maize","céréale",2096.064453125,"rural"
159004,2,15,1502,2,1386,2,1070,"guinea corn (sorghum)","céréale",2096.064453125,"rural"
159004,2,15,1502,2,1386,2,2220,"soya beans","légumineuse",2096.064453125,"rural"
159005,2,15,1502,2,1386,1,1070,"guinea corn (sorghum)","céréale",2096.064453125,"rural"
159005,2,15,1502,2,1386,1,1080,"maize","céréale",2096.064453125,"rural"
159005,2,15,1502,2,1386,2,1110,"rice","céréale",2096.064453125,"rural"
159006,2,15,1502,2,1386,1,1080,"maize","céréale",2096.064453125,"rural"
159006,2,15,1502,2,1386,2,1010,"beans/cowpea","légumineuse",2096.064453125,"rural"
159006,2,15,1502,2,1386,2,1070,"guinea corn (sorghum)","céréale",2096.064453125,"rural"
159006,2,15,1502,2,1386,3,1050,"cotton","culture de rente",2096.064453125,"rural"
159006,2,15,1502,2,1386,3,1080,"maize","céréale",2096.064453125,"rural"
159007,2,15,1502,2,1386,1,1010,"beans/cowpea","légumineuse",2096.064453125,"rural"
159007,2,15,1502,2,1386,1,1080,"maize","céréale",2096.064453125,"rural"
159007,2,15,1502,2,1386,2,2141,"pepper, sweet/bell (tatashe)","autres",2096.064453125,"rural"
159010,2,15,1502,2,1386,1,1010,"beans/cowpea","légumineuse",2096.064453125,"rural"
159010,2,15,1502,2,1386,1,1070,"guinea corn (sorghum)","céréale",2096.064453125,"rural"
159010,2,15,1502,2,1386,1,1080,"maize","céréale",2096.064453125,"rural"
159010,2,15,1502,2,1386,2,1070,"guinea corn (sorghum)","céréale",2096.064453125,"rural"
159011,2,15,1502,2,1386,1,1010,"beans/cowpea","légumineuse",2096.064453125,"rural"
159011,2,15,1502,2,1386,1,1070,"guinea corn (sorghum)","céréale",2096.064453125,"rural"
159011,2,15,1502,2,1386,1,1080,"maize","céréale",2096.064453125,"rural"
159012,2,15,1502,2,1386,1,1110,"rice","céréale",2096.064453125,"rural"
159012,2,15,1502,2,1386,2,2220,"soya beans","légumineuse",2096.064453125,"rural"
159012,2,15,1502,2,1386,3,1070,"guinea corn (sorghum)","céréale",2096.064453125,"rural"
159012,2,15,1502,2,1386,3,1080,"maize","céréale",2096.064453125,"rural"
159012,2,15,1502,2,1386,3,2220,"soya beans","légumineuse",2096.064453125,"rural"
159013,2,15,1503,2,864,1,1010,"beans/cowpea","légumineuse",602.8857421875,"rural"
159013,2,15,1503,2,864,1,1060,"ground nut/peanuts","légumineuse",602.8857421875,"rural"
159013,2,15,1503,2,864,1,1080,"maize","céréale",602.8857421875,"rural"
159013,2,15,1503,2,864,2,1110,"rice","céréale",602.8857421875,"rural"
159013,2,15,1503,2,864,3,1070,"guinea corn (sorghum)","céréale",602.8857421875,"rural"
159013,2,15,1503,2,864,3,2220,"soya beans","légumineuse",602.8857421875,"rural"
159014,2,15,1503,2,864,1,1010,"beans/cowpea","légumineuse",602.8857421875,"rural"
159014,2,15,1503,2,864,1,1080,"maize","céréale",602.8857421875,"rural"
159014,2,15,1503,2,864,2,1070,"guinea corn (sorghum)","céréale",602.8857421875,"rural"
159014,2,15,1503,2,864,2,2220,"soya beans","légumineuse",602.8857421875,"rural"
159015,2,15,1503,2,864,1,1080,"maize","céréale",602.8857421875,"rural"
159015,2,15,1503,2,864,2,1070,"guinea corn (sorghum)","céréale",602.8857421875,"rural"
159015,2,15,1503,2,864,3,2220,"soya beans","légumineuse",602.8857421875,"rural"
159016,2,15,1503,2,864,1,1070,"guinea corn (sorghum)","céréale",602.8857421875,"rural"
159016,2,15,1503,2,864,1,1080,"maize","céréale",602.8857421875,"rural"
159016,2,15,1503,2,864,1,2220,"soya beans","légumineuse",602.8857421875,"rural"
159016,2,15,1503,2,864,2,1070,"guinea corn (sorghum)","céréale",602.8857421875,"rural"
159016,2,15,1503,2,864,3,1060,"ground nut/peanuts","légumineuse",602.8857421875,"rural"
159016,2,15,1503,2,864,3,1070,"guinea corn (sorghum)","céréale",602.8857421875,"rural"
159017,2,15,1503,2,864,1,1110,"rice","céréale",602.8857421875,"rural"
159017,2,15,1503,2,864,2,1010,"beans/cowpea","légumineuse",602.8857421875,"rural"
159017,2,15,1503,2,864,2,1070,"guinea corn (sorghum)","céréale",602.8857421875,"rural"
159017,2,15,1503,2,864,2,1080,"maize","céréale",602.8857421875,"rural"
159017,2,15,1503,2,864,3,1070,"guinea corn (sorghum)","céréale",602.8857421875,"rural"
159017,2,15,1503,2,864,3,2220,"soya beans","légumineuse",602.8857421875,"rural"
159018,2,15,1503,2,864,1,1110,"rice","céréale",602.8857421875,"rural"
159018,2,15,1503,2,864,2,1010,"beans/cowpea","légumineuse",602.8857421875,"rural"
159018,2,15,1503,2,864,2,1080,"maize","céréale",602.8857421875,"rural"
159018,2,15,1503,2,864,3,1060,"ground nut/peanuts","légumineuse",602.8857421875,"rural"
159019,2,15,1503,2,864,1,1110,"rice","céréale",602.8857421875,"rural"
159019,2,15,1503,2,864,2,1070,"guinea corn (sorghum)","céréale",602.8857421875,"rural"
159019,2,15,1503,2,864,2,2220,"soya beans","légumineuse",602.8857421875,"rural"
159019,2,15,1503,2,864,3,1010,"beans/cowpea","légumineuse",602.8857421875,"rural"
159019,2,15,1503,2,864,3,1070,"guinea corn (sorghum)","céréale",602.8857421875,"rural"
159019,2,15,1503,2,864,3,1080,"maize","céréale",602.8857421875,"rural"
159021,2,15,1503,2,864,1,1010,"beans/cowpea","légumineuse",602.8857421875,"rural"
159021,2,15,1503,2,864,1,1080,"maize","céréale",602.8857421875,"rural"
159021,2,15,1503,2,864,2,1070,"guinea corn (sorghum)","céréale",602.8857421875,"rural"
159021,2,15,1503,2,864,3,1110,"rice","céréale",602.8857421875,"rural"
159022,2,15,1503,2,864,1,1010,"beans/cowpea","légumineuse",602.8857421875,"rural"
159022,2,15,1503,2,864,1,1080,"maize","céréale",602.8857421875,"rural"
159022,2,15,1503,2,864,2,1110,"rice","céréale",602.8857421875,"rural"
159023,2,15,1503,2,864,1,1080,"maize","céréale",602.8857421875,"rural"
159023,2,15,1503,2,864,2,1070,"guinea corn (sorghum)","céréale",602.8857421875,"rural"
159023,2,15,1503,2,864,3,1060,"ground nut/peanuts","légumineuse",602.8857421875,"rural"
159023,2,15,1503,2,864,3,2220,"soya beans","légumineuse",602.8857421875,"rural"
159025,2,15,1503,2,1076,1,1010,"beans/cowpea","légumineuse",931.742797851562,"rural"
159025,2,15,1503,2,1076,1,1080,"maize","céréale",931.742797851562,"rural"
159025,2,15,1503,2,1076,2,1010,"beans/cowpea","légumineuse",931.742797851562,"rural"
159025,2,15,1503,2,1076,2,1060,"ground nut/peanuts","légumineuse",931.742797851562,"rural"
159025,2,15,1503,2,1076,2,1080,"maize","céréale",931.742797851562,"rural"
159026,2,15,1503,2,1076,1,1080,"maize","céréale",931.742797851562,"rural"
159026,2,15,1503,2,1076,2,1060,"ground nut/peanuts","légumineuse",931.742797851562,"rural"
159027,2,15,1503,2,1076,1,1010,"beans/cowpea","légumineuse",931.742797851562,"rural"
159027,2,15,1503,2,1076,1,1060,"ground nut/peanuts","légumineuse",931.742797851562,"rural"
159027,2,15,1503,2,1076,1,1080,"maize","céréale",931.742797851562,"rural"
159027,2,15,1503,2,1076,2,1060,"ground nut/peanuts","légumineuse",931.742797851562,"rural"
159027,2,15,1503,2,1076,2,1110,"rice","céréale",931.742797851562,"rural"
159028,2,15,1503,2,1076,1,1010,"beans/cowpea","légumineuse",931.742797851562,"rural"
159028,2,15,1503,2,1076,1,1080,"maize","céréale",931.742797851562,"rural"
159029,2,15,1503,2,1076,3,1010,"beans/cowpea","légumineuse",931.742797851562,"rural"
159029,2,15,1503,2,1076,3,1060,"ground nut/peanuts","légumineuse",931.742797851562,"rural"
159029,2,15,1503,2,1076,3,1080,"maize","céréale",931.742797851562,"rural"
159032,2,15,1503,2,1076,1,1010,"beans/cowpea","légumineuse",931.742797851562,"rural"
159032,2,15,1503,2,1076,1,1080,"maize","céréale",931.742797851562,"rural"
159032,2,15,1503,2,1076,2,1060,"ground nut/peanuts","légumineuse",931.742797851562,"rural"
159032,2,15,1503,2,1076,2,2220,"soya beans","légumineuse",931.742797851562,"rural"
159033,2,15,1503,2,1076,1,1010,"beans/cowpea","légumineuse",931.742797851562,"rural"
159033,2,15,1503,2,1076,1,1080,"maize","céréale",931.742797851562,"rural"
159033,2,15,1503,2,1076,2,2220,"soya beans","légumineuse",931.742797851562,"rural"
159033,2,15,1503,2,1076,3,1060,"ground nut/peanuts","légumineuse",931.742797851562,"rural"
159034,2,15,1503,2,1076,1,1010,"beans/cowpea","légumineuse",931.742797851562,"rural"
159034,2,15,1503,2,1076,1,1060,"ground nut/peanuts","légumineuse",931.742797851562,"rural"
159034,2,15,1503,2,1076,2,1010,"beans/cowpea","légumineuse",931.742797851562,"rural"
159034,2,15,1503,2,1076,2,1070,"guinea corn (sorghum)","céréale",931.742797851562,"rural"
159034,2,15,1503,2,1076,2,1080,"maize","céréale",931.742797851562,"rural"
159035,2,15,1503,2,1076,1,1010,"beans/cowpea","légumineuse",931.742797851562,"rural"
159035,2,15,1503,2,1076,1,1060,"ground nut/peanuts","légumineuse",931.742797851562,"rural"
159035,2,15,1503,2,1076,1,1080,"maize","céréale",931.742797851562,"rural"
159037,2,15,1506,1,244,1,1010,"beans/cowpea","légumineuse",1569.99792480469,"urban"
159037,2,15,1506,1,244,1,1100,"millet/maiwa","céréale",1569.99792480469,"urban"
159038,2,15,1506,1,244,1,1010,"beans/cowpea","légumineuse",1569.99792480469,"urban"
159038,2,15,1506,1,244,1,1080,"maize","céréale",1569.99792480469,"urban"
159038,2,15,1506,1,244,1,1100,"millet/maiwa","céréale",1569.99792480469,"urban"
159040,2,15,1506,1,244,1,2020,"bambara nut","légumineuse",1569.99792480469,"urban"
159049,2,15,1506,1,458,1,1010,"beans/cowpea","légumineuse",1554.12902832031,"urban"
159049,2,15,1506,1,458,1,1060,"ground nut/peanuts","légumineuse",1554.12902832031,"urban"
159049,2,15,1506,1,458,1,1070,"guinea corn (sorghum)","céréale",1554.12902832031,"urban"
159050,2,15,1506,1,458,1,1010,"beans/cowpea","légumineuse",1554.12902832031,"urban"
159050,2,15,1506,1,458,1,1080,"maize","céréale",1554.12902832031,"urban"
159053,2,15,1506,1,458,1,1010,"beans/cowpea","légumineuse",1554.12902832031,"urban"
159053,2,15,1506,1,458,1,1080,"maize","céréale",1554.12902832031,"urban"
159053,2,15,1506,1,458,2,1010,"beans/cowpea","légumineuse",1554.12902832031,"urban"
159053,2,15,1506,1,458,2,1080,"maize","céréale",1554.12902832031,"urban"
159055,2,15,1506,1,458,1,1070,"guinea corn (sorghum)","céréale",1554.12902832031,"urban"
159055,2,15,1506,1,458,1,1080,"maize","céréale",1554.12902832031,"urban"
159056,2,15,1506,1,458,1,1070,"guinea corn (sorghum)","céréale",1554.12902832031,"urban"
159056,2,15,1506,1,458,1,1080,"maize","céréale",1554.12902832031,"urban"
159057,2,15,1506,1,458,1,1010,"beans/cowpea","légumineuse",1554.12902832031,"urban"
159057,2,15,1506,1,458,1,1060,"ground nut/peanuts","légumineuse",1554.12902832031,"urban"
159057,2,15,1506,1,458,1,1070,"guinea corn (sorghum)","céréale",1554.12902832031,"urban"
159057,2,15,1506,1,458,1,1080,"maize","céréale",1554.12902832031,"urban"
159065,2,15,1506,1,1328,1,1080,"maize","céréale",1578.07482910156,"urban"
159065,2,15,1506,1,1328,1,1100,"millet/maiwa","céréale",1578.07482910156,"urban"
159065,2,15,1506,1,1328,2,1010,"beans/cowpea","légumineuse",1578.07482910156,"urban"
159065,2,15,1506,1,1328,2,1080,"maize","céréale",1578.07482910156,"urban"
159065,2,15,1506,1,1328,3,1010,"beans/cowpea","légumineuse",1578.07482910156,"urban"
159065,2,15,1506,1,1328,3,1070,"guinea corn (sorghum)","céréale",1578.07482910156,"urban"
159068,2,15,1506,1,1328,1,1010,"beans/cowpea","légumineuse",1578.07482910156,"urban"
159068,2,15,1506,1,1328,1,1060,"ground nut/peanuts","légumineuse",1578.07482910156,"urban"
159068,2,15,1506,1,1328,1,1070,"guinea corn (sorghum)","céréale",1578.07482910156,"urban"
159068,2,15,1506,1,1328,1,1080,"maize","céréale",1578.07482910156,"urban"
159068,2,15,1506,1,1328,1,2290,"zobo","autres",1578.07482910156,"urban"
159072,2,15,1509,2,388,1,1010,"beans/cowpea","légumineuse",2340.64453125,"rural"
159072,2,15,1509,2,388,1,1070,"guinea corn (sorghum)","céréale",2340.64453125,"rural"
159072,2,15,1509,2,388,1,1100,"millet/maiwa","céréale",2340.64453125,"rural"
159072,2,15,1509,2,388,2,1110,"rice","céréale",2340.64453125,"rural"
159073,2,15,1509,2,388,1,1010,"beans/cowpea","légumineuse",2340.64453125,"rural"
159073,2,15,1509,2,388,1,1070,"guinea corn (sorghum)","céréale",2340.64453125,"rural"
159073,2,15,1509,2,388,1,1100,"millet/maiwa","céréale",2340.64453125,"rural"
159074,2,15,1509,2,388,1,1070,"guinea corn (sorghum)","céréale",2340.64453125,"rural"
159074,2,15,1509,2,388,2,1080,"maize","céréale",2340.64453125,"rural"
159076,2,15,1509,2,388,1,1010,"beans/cowpea","légumineuse",2340.64453125,"rural"
159076,2,15,1509,2,388,1,1080,"maize","céréale",2340.64453125,"rural"
159076,2,15,1509,2,388,2,1010,"beans/cowpea","légumineuse",2340.64453125,"rural"
159076,2,15,1509,2,388,2,1070,"guinea corn (sorghum)","céréale",2340.64453125,"rural"
159078,2,15,1509,2,388,1,1110,"rice","céréale",2340.64453125,"rural"
159078,2,15,1509,2,388,2,1010,"beans/cowpea","légumineuse",2340.64453125,"rural"
159078,2,15,1509,2,388,2,1080,"maize","céréale",2340.64453125,"rural"
159078,2,15,1509,2,388,2,1100,"millet/maiwa","céréale",2340.64453125,"rural"
159078,2,15,1509,2,388,3,1010,"beans/cowpea","légumineuse",2340.64453125,"rural"
159078,2,15,1509,2,388,3,1070,"guinea corn (sorghum)","céréale",2340.64453125,"rural"
159079,2,15,1509,2,388,1,1010,"beans/cowpea","légumineuse",2340.64453125,"rural"
159079,2,15,1509,2,388,1,1070,"guinea corn (sorghum)","céréale",2340.64453125,"rural"
159079,2,15,1509,2,388,1,1080,"maize","céréale",2340.64453125,"rural"
159079,2,15,1509,2,388,1,1100,"millet/maiwa","céréale",2340.64453125,"rural"
159081,2,15,1509,2,388,1,1010,"beans/cowpea","légumineuse",2340.64453125,"rural"
159081,2,15,1509,2,388,1,1080,"maize","céréale",2340.64453125,"rural"
159081,2,15,1509,2,388,2,1070,"guinea corn (sorghum)","céréale",2340.64453125,"rural"
159082,2,15,1509,2,388,2,1070,"guinea corn (sorghum)","céréale",2340.64453125,"rural"
159082,2,15,1509,2,388,3,1100,"millet/maiwa","céréale",2340.64453125,"rural"
159083,2,15,1509,2,388,1,1070,"guinea corn (sorghum)","céréale",2340.64453125,"rural"
159083,2,15,1509,2,388,2,1010,"beans/cowpea","légumineuse",2340.64453125,"rural"
159083,2,15,1509,2,388,2,1100,"millet/maiwa","céréale",2340.64453125,"rural"
159084,2,15,1510,2,838,1,1010,"beans/cowpea","légumineuse",3230.22607421875,"rural"
159084,2,15,1510,2,838,1,1060,"ground nut/peanuts","légumineuse",3230.22607421875,"rural"
159084,2,15,1510,2,838,1,1080,"maize","céréale",3230.22607421875,"rural"
159084,2,15,1510,2,838,1,1100,"millet/maiwa","céréale",3230.22607421875,"rural"
159085,2,15,1510,2,838,1,1010,"beans/cowpea","légumineuse",3230.22607421875,"rural"
159085,2,15,1510,2,838,1,1080,"maize","céréale",3230.22607421875,"rural"
159085,2,15,1510,2,838,2,1070,"guinea corn (sorghum)","céréale",3230.22607421875,"rural"
159085,2,15,1510,2,838,2,1100,"millet/maiwa","céréale",3230.22607421875,"rural"
159085,2,15,1510,2,838,3,1070,"guinea corn (sorghum)","céréale",3230.22607421875,"rural"
159085,2,15,1510,2,838,3,2220,"soya beans","légumineuse",3230.22607421875,"rural"
159085,2,15,1510,2,838,4,1110,"rice","céréale",3230.22607421875,"rural"
159086,2,15,1510,2,838,1,1010,"beans/cowpea","légumineuse",3230.22607421875,"rural"
159086,2,15,1510,2,838,1,1080,"maize","céréale",3230.22607421875,"rural"
159086,2,15,1510,2,838,2,1070,"guinea corn (sorghum)","céréale",3230.22607421875,"rural"
159086,2,15,1510,2,838,3,1100,"millet/maiwa","céréale",3230.22607421875,"rural"
159087,2,15,1510,2,838,1,1010,"beans/cowpea","légumineuse",3230.22607421875,"rural"
159087,2,15,1510,2,838,1,1080,"maize","céréale",3230.22607421875,"rural"
159087,2,15,1510,2,838,2,1100,"millet/maiwa","céréale",3230.22607421875,"rural"
159087,2,15,1510,2,838,3,2220,"soya beans","légumineuse",3230.22607421875,"rural"
159088,2,15,1510,2,838,1,1010,"beans/cowpea","légumineuse",3230.22607421875,"rural"
159088,2,15,1510,2,838,1,1100,"millet/maiwa","céréale",3230.22607421875,"rural"
159088,2,15,1510,2,838,2,1010,"beans/cowpea","légumineuse",3230.22607421875,"rural"
159088,2,15,1510,2,838,2,1070,"guinea corn (sorghum)","céréale",3230.22607421875,"rural"
159088,2,15,1510,2,838,2,2220,"soya beans","légumineuse",3230.22607421875,"rural"
159088,2,15,1510,2,838,3,2220,"soya beans","légumineuse",3230.22607421875,"rural"
159089,2,15,1510,2,838,1,1010,"beans/cowpea","légumineuse",3230.22607421875,"rural"
159089,2,15,1510,2,838,1,1080,"maize","céréale",3230.22607421875,"rural"
159089,2,15,1510,2,838,2,1070,"guinea corn (sorghum)","céréale",3230.22607421875,"rural"
159089,2,15,1510,2,838,2,1100,"millet/maiwa","céréale",3230.22607421875,"rural"
159089,2,15,1510,2,838,2,2220,"soya beans","légumineuse",3230.22607421875,"rural"
159090,2,15,1510,2,838,1,1100,"millet/maiwa","céréale",3230.22607421875,"rural"
159090,2,15,1510,2,838,2,1010,"beans/cowpea","légumineuse",3230.22607421875,"rural"
159090,2,15,1510,2,838,2,1070,"guinea corn (sorghum)","céréale",3230.22607421875,"rural"
159090,2,15,1510,2,838,2,2220,"soya beans","légumineuse",3230.22607421875,"rural"
159093,2,15,1510,2,838,5,1070,"guinea corn (sorghum)","céréale",3230.22607421875,"rural"
159094,2,15,1510,2,838,1,1010,"beans/cowpea","légumineuse",3230.22607421875,"rural"
159094,2,15,1510,2,838,1,1080,"maize","céréale",3230.22607421875,"rural"
159094,2,15,1510,2,838,1,2040,"beeni-seed/sesame","culture de rente",3230.22607421875,"rural"
159094,2,15,1510,2,838,2,1080,"maize","céréale",3230.22607421875,"rural"
159094,2,15,1510,2,838,2,2220,"soya beans","légumineuse",3230.22607421875,"rural"
159094,2,15,1510,2,838,3,1100,"millet/maiwa","céréale",3230.22607421875,"rural"
159094,2,15,1510,2,838,7,1080,"maize","céréale",3230.22607421875,"rural"
159094,2,15,1510,2,838,7,1100,"millet/maiwa","céréale",3230.22607421875,"rural"
159095,2,15,1510,2,838,1,1010,"beans/cowpea","légumineuse",3230.22607421875,"rural"
159095,2,15,1510,2,838,1,1070,"guinea corn (sorghum)","céréale",3230.22607421875,"rural"
159095,2,15,1510,2,838,1,1080,"maize","céréale",3230.22607421875,"rural"
159096,2,15,1511,2,1498,1,1070,"guinea corn (sorghum)","céréale",3708.1982421875,"rural"
159096,2,15,1511,2,1498,1,1110,"rice","céréale",3708.1982421875,"rural"
159096,2,15,1511,2,1498,2,2130,"onion","autres",3708.1982421875,"rural"
159096,2,15,1511,2,1498,2,2142,"pepper, small (rodo)","autres",3708.1982421875,"rural"
159096,2,15,1511,2,1498,3,1070,"guinea corn (sorghum)","céréale",3708.1982421875,"rural"
159096,2,15,1511,2,1498,3,1080,"maize","céréale",3708.1982421875,"rural"
159096,2,15,1511,2,1498,3,1100,"millet/maiwa","céréale",3708.1982421875,"rural"
159097,2,15,1511,2,1498,1,1010,"beans/cowpea","légumineuse",3708.1982421875,"rural"
159097,2,15,1511,2,1498,1,1080,"maize","céréale",3708.1982421875,"rural"
159097,2,15,1511,2,1498,2,1070,"guinea corn (sorghum)","céréale",3708.1982421875,"rural"
159097,2,15,1511,2,1498,3,2142,"pepper, small (rodo)","autres",3708.1982421875,"rural"
159098,2,15,1511,2,1498,1,1010,"beans/cowpea","légumineuse",3708.1982421875,"rural"
159098,2,15,1511,2,1498,1,1070,"guinea corn (sorghum)","céréale",3708.1982421875,"rural"
159098,2,15,1511,2,1498,1,1080,"maize","céréale",3708.1982421875,"rural"
159098,2,15,1511,2,1498,2,1060,"ground nut/peanuts","légumineuse",3708.1982421875,"rural"
159098,2,15,1511,2,1498,2,1100,"millet/maiwa","céréale",3708.1982421875,"rural"
159099,2,15,1511,2,1498,1,1010,"beans/cowpea","légumineuse",3708.1982421875,"rural"
159099,2,15,1511,2,1498,1,1070,"guinea corn (sorghum)","céréale",3708.1982421875,"rural"
159099,2,15,1511,2,1498,1,1100,"millet/maiwa","céréale",3708.1982421875,"rural"
159099,2,15,1511,2,1498,2,1080,"maize","céréale",3708.1982421875,"rural"
159099,2,15,1511,2,1498,2,1110,"rice","céréale",3708.1982421875,"rural"
159099,2,15,1511,2,1498,3,2130,"onion","autres",3708.1982421875,"rural"
159099,2,15,1511,2,1498,3,2142,"pepper, small (rodo)","autres",3708.1982421875,"rural"
159100,2,15,1511,2,1498,1,2142,"pepper, small (rodo)","autres",3708.1982421875,"rural"
159100,2,15,1511,2,1498,2,1060,"ground nut/peanuts","légumineuse",3708.1982421875,"rural"
159100,2,15,1511,2,1498,2,1100,"millet/maiwa","céréale",3708.1982421875,"rural"
159100,2,15,1511,2,1498,3,1010,"beans/cowpea","légumineuse",3708.1982421875,"rural"
159100,2,15,1511,2,1498,3,1070,"guinea corn (sorghum)","céréale",3708.1982421875,"rural"
159101,2,15,1511,2,1498,1,1070,"guinea corn (sorghum)","céréale",3708.1982421875,"rural"
159101,2,15,1511,2,1498,2,1100,"millet/maiwa","céréale",3708.1982421875,"rural"
159101,2,15,1511,2,1498,3,1010,"beans/cowpea","légumineuse",3708.1982421875,"rural"
159101,2,15,1511,2,1498,3,1080,"maize","céréale",3708.1982421875,"rural"
159102,2,15,1511,2,1498,1,1010,"beans/cowpea","légumineuse",3708.1982421875,"rural"
159102,2,15,1511,2,1498,1,1070,"guinea corn (sorghum)","céréale",3708.1982421875,"rural"
159102,2,15,1511,2,1498,1,1100,"millet/maiwa","céréale",3708.1982421875,"rural"
159102,2,15,1511,2,1498,1,2142,"pepper, small (rodo)","autres",3708.1982421875,"rural"
159102,2,15,1511,2,1498,2,1060,"ground nut/peanuts","légumineuse",3708.1982421875,"rural"
159105,2,15,1511,2,1498,1,1010,"beans/cowpea","légumineuse",3708.1982421875,"rural"
159105,2,15,1511,2,1498,1,1080,"maize","céréale",3708.1982421875,"rural"
159105,2,15,1511,2,1498,2,1070,"guinea corn (sorghum)","céréale",3708.1982421875,"rural"
159105,2,15,1511,2,1498,2,1100,"millet/maiwa","céréale",3708.1982421875,"rural"
159106,2,15,1511,2,1498,1,1010,"beans/cowpea","légumineuse",3708.1982421875,"rural"
159106,2,15,1511,2,1498,1,1080,"maize","céréale",3708.1982421875,"rural"
