"hhid","zone","state","lga","sector","ea","area_type","wt_wave4","used_inorganic","used_npk","used_urea","used_organic","used_pesticide","used_herbicide","used_any_fertilizer","n_plots"
239016,1,23,2303,2,828,"rural",3649.02758789062,2,0,0,2,2,1,0,4
239017,1,23,2303,2,828,"rural",3649.02758789062,2,0,0,2,2,1,0,3
239018,1,23,2303,2,828,"rural",3649.02758789062,2,0,0,2,2,1,0,2
239022,1,23,2303,2,828,"rural",3649.02758789062,2,0,0,2,2,1,0,2
239023,1,23,2303,2,828,"rural",3649.02758789062,2,0,0,2,2,1,0,4
239024,1,23,2303,2,828,"rural",3649.02758789062,2,0,0,2,2,1,0,2
239025,1,23,2304,2,432,"rural",400,2,1,0,2,2,2,0,4
239026,1,23,2304,2,432,"rural",400,2,0,0,2,2,2,0,2
239029,1,23,2304,2,432,"rural",400,2,0,0,2,2,2,0,3
239032,1,23,2304,2,432,"rural",400,2,0,0,2,2,2,0,1
239037,1,23,2305,2,174,"rural",2114.52197265625,1,1,0,2,2,1,1,2
239039,1,23,2305,2,174,"rural",2114.52197265625,2,0,0,2,2,1,0,1
239045,1,23,2305,2,174,"rural",2114.52197265625,2,0,0,2,1,1,0,1
239047,1,23,2305,2,174,"rural",2114.52197265625,2,0,0,2,2,1,0,2
239048,1,23,2305,2,174,"rural",2114.52197265625,2,0,0,2,2,1,0,3
239049,1,23,2306,1,78,"urban",5534.43994140625,2,0,0,2,2,1,0,2
239050,1,23,2306,1,78,"urban",5534.43994140625,2,0,0,2,2,2,0,4
239051,1,23,2306,1,78,"urban",5534.43994140625,2,0,0,2,2,1,0,3
239052,1,23,2306,1,78,"urban",5534.43994140625,2,0,0,2,2,1,0,2
239053,1,23,2306,1,78,"urban",5534.43994140625,2,0,0,2,2,1,0,5
239054,1,23,2306,1,78,"urban",5534.43994140625,2,0,0,2,2,2,0,2
239055,1,23,2306,1,78,"urban",5534.43994140625,2,0,0,2,2,1,0,3
239057,1,23,2306,1,78,"urban",5534.43994140625,2,0,0,2,2,2,0,3
239062,1,23,2308,1,88,"urban",6728.578125,2,0,0,2,2,1,0,2
239064,1,23,2308,1,88,"urban",6728.578125,2,0,0,2,2,1,0,1
239065,1,23,2308,1,88,"urban",6728.578125,2,0,0,2,2,2,0,3
239075,1,23,2308,1,5126,"urban",14965.2275390625,1,1,0,2,2,1,1,1
239077,1,23,2308,1,5126,"urban",14965.2275390625,2,0,0,2,1,2,0,1
239085,1,23,2309,2,740,"rural",3800.58862304688,2,0,0,2,2,1,0,3
239086,1,23,2309,2,740,"rural",3800.58862304688,2,0,0,2,2,1,0,5
239087,1,23,2309,2,740,"rural",3800.58862304688,2,0,0,2,2,2,0,4
239088,1,23,2309,2,740,"rural",3800.58862304688,2,0,0,2,2,2,0,3
239089,1,23,2309,2,740,"rural",3800.58862304688,2,0,0,2,2,2,0,2
239090,1,23,2309,2,740,"rural",3800.58862304688,2,0,0,2,2,2,0,3
239092,1,23,2309,2,740,"rural",3800.58862304688,2,0,0,2,2,1,0,2
239093,1,23,2309,2,740,"rural",3800.58862304688,2,0,0,2,2,1,0,2
239095,1,23,2309,2,740,"rural",3800.58862304688,2,0,0,2,2,1,0,3
239096,1,23,2309,2,740,"rural",3800.58862304688,2,0,0,2,2,1,0,1
239097,1,23,2309,1,1224,"urban",2764.44897460938,1,1,0,2,2,1,1,1
239099,1,23,2309,1,1224,"urban",2764.44897460938,2,0,0,2,2,2,0,1
239100,1,23,2309,1,1224,"urban",2764.44897460938,2,0,0,2,1,1,0,1
239101,1,23,2309,1,1224,"urban",2764.44897460938,2,0,0,2,2,2,0,1
239104,1,23,2309,1,1224,"urban",2764.44897460938,2,0,0,2,2,2,0,4
239106,1,23,2309,1,1224,"urban",2764.44897460938,2,0,0,2,1,1,0,2
239107,1,23,2309,1,1224,"urban",2764.44897460938,2,0,0,2,2,2,0,1
239121,1,23,2310,2,30,"rural",467.067749023438,2,0,0,2,2,1,0,2
239122,1,23,2310,2,30,"rural",467.067749023438,2,0,0,2,2,2,0,5
239123,1,23,2310,2,30,"rural",467.067749023438,2,0,0,2,2,2,0,1
239124,1,23,2310,2,30,"rural",467.067749023438,2,0,0,2,2,1,0,1
239125,1,23,2310,2,30,"rural",467.067749023438,2,1,0,2,2,2,0,3
239127,1,23,2310,2,30,"rural",467.067749023438,2,0,0,2,2,2,0,3
239128,1,23,2310,2,30,"rural",467.067749023438,2,0,0,2,2,2,0,1
239129,1,23,2310,2,30,"rural",467.067749023438,2,0,0,2,2,2,0,4
239130,1,23,2310,2,30,"rural",467.067749023438,2,0,0,2,2,2,0,1
239131,1,23,2310,2,30,"rural",467.067749023438,2,0,0,2,2,2,0,3
239136,1,23,2310,2,496,"rural",1452.39538574219,2,0,0,2,1,1,0,1
239137,1,23,2310,2,496,"rural",1452.39538574219,2,0,0,2,2,2,0,1
239142,1,23,2310,2,496,"rural",1452.39538574219,2,0,0,2,2,1,0,2
239143,1,23,2310,2,496,"rural",1452.39538574219,2,0,0,2,2,1,0,4
239144,1,23,2313,1,382,"urban",2235.142578125,2,0,0,2,2,2,0,2
239146,1,23,2313,1,382,"urban",2235.142578125,2,0,0,2,2,2,0,1
239149,1,23,2313,1,382,"urban",2235.142578125,2,1,0,2,2,2,0,3
239150,1,23,2313,1,382,"urban",2235.142578125,1,1,0,1,1,1,1,2
239151,1,23,2313,1,382,"urban",2235.142578125,2,0,0,2,2,2,0,3
239156,1,23,2314,2,354,"rural",1013.52423095703,2,0,0,2,2,2,0,1
239158,1,23,2314,2,354,"rural",1013.52423095703,2,0,0,2,2,1,0,1
239159,1,23,2314,2,354,"rural",1013.52423095703,2,0,0,2,2,1,0,1
239161,1,23,2314,2,354,"rural",1013.52423095703,1,0,1,2,2,1,1,1
239163,1,23,2314,2,354,"rural",1013.52423095703,2,0,0,2,2,2,0,2
239164,1,23,2314,2,354,"rural",1013.52423095703,2,0,0,2,2,2,0,1
239165,1,23,2314,2,354,"rural",1013.52423095703,2,0,0,2,2,1,0,5
239167,1,23,2314,2,354,"rural",1013.52423095703,2,0,0,2,2,2,0,5
239168,1,23,2316,2,614,"rural",4132.40673828125,1,0,1,2,2,1,1,1
239169,1,23,2316,2,614,"rural",4132.40673828125,2,0,1,2,2,2,0,2
239170,1,23,2316,2,614,"rural",4132.40673828125,1,0,1,2,2,2,1,1
239171,1,23,2316,2,614,"rural",4132.40673828125,2,0,0,2,2,1,0,1
239172,1,23,2316,2,614,"rural",4132.40673828125,2,0,0,2,2,2,0,4
239176,1,23,2316,2,614,"rural",4132.40673828125,2,0,0,2,2,2,0,2
239177,1,23,2316,2,614,"rural",4132.40673828125,2,0,0,2,2,2,0,2
239180,1,23,2316,2,1442,"rural",1954.962890625,2,0,0,2,2,1,0,3
239181,1,23,2316,2,1442,"rural",1954.962890625,2,0,0,2,2,1,0,2
239183,1,23,2316,2,1442,"rural",1954.962890625,2,0,0,2,2,1,0,2
239184,1,23,2316,2,1442,"rural",1954.962890625,2,0,0,2,2,1,0,5
239186,1,23,2316,2,1442,"rural",1954.962890625,2,0,0,2,2,1,0,3
239187,1,23,2316,2,1442,"rural",1954.962890625,2,0,0,2,2,1,0,4
239188,1,23,2316,2,1442,"rural",1954.962890625,2,0,0,2,2,1,0,3
239189,1,23,2316,2,1442,"rural",1954.962890625,2,0,0,2,2,1,0,3
239190,1,23,2316,2,1442,"rural",1954.962890625,2,0,0,2,2,1,0,1
239197,1,23,2304,2,432,"rural",400,2,0,0,2,2,2,0,3
239199,1,23,2305,2,174,"rural",2114.52197265625,2,0,0,2,2,1,0,1
239209,1,23,2309,1,1224,"urban",2764.44897460938,2,0,0,2,2,2,0,5
239211,1,23,2311,2,1600,"rural",4388.72021484375,2,0,0,2,2,1,0,6
239213,1,23,2311,2,1600,"rural",4388.72021484375,2,0,0,2,2,2,0,8
239214,1,23,2311,2,1600,"rural",4388.72021484375,2,0,0,2,2,1,0,3
239216,1,23,2311,2,1600,"rural",4388.72021484375,2,0,0,2,2,1,0,1
239217,1,23,2311,2,1600,"rural",4388.72021484375,2,0,0,2,2,2,0,2
239218,1,23,2311,2,1600,"rural",4388.72021484375,2,0,0,2,2,1,0,4
239219,1,23,2311,2,1600,"rural",4388.72021484375,2,0,0,2,2,1,0,1
239221,1,23,2311,2,1600,"rural",4388.72021484375,2,0,0,2,2,1,0,3
239222,1,23,2311,2,1600,"rural",4388.72021484375,2,0,0,2,2,1,0,3
249183,6,24,2418,1,2276,"urban",3287.25390625,2,1,0,2,2,2,0,3
249185,6,24,2403,1,0,"urban",3287.25390625,1,1,0,2,2,2,1,6
250011,1,25,2504,2,222,"rural",9605.255859375,2,0,0,2,2,1,0,3
250012,1,25,2504,2,222,"rural",9605.255859375,2,0,0,2,2,1,0,2
250013,1,25,2504,2,0,"rural",9605.255859375,2,1,0,2,2,2,0,3
250014,1,25,2504,2,222,"rural",9605.255859375,2,1,0,2,2,2,0,5
250015,1,25,2504,2,222,"rural",9605.255859375,2,1,0,2,2,1,0,4
250016,1,25,2504,2,222,"rural",9605.255859375,2,1,1,2,2,1,0,3
250017,1,25,2504,2,222,"rural",9605.255859375,2,1,0,2,2,1,0,4
250018,1,25,2504,2,222,"rural",9605.255859375,2,1,0,2,2,1,0,12
250019,1,25,2504,2,222,"rural",9605.255859375,2,0,0,2,2,2,0,2
250020,1,25,2504,2,222,"rural",9605.255859375,2,0,0,2,2,2,0,6
259001,1,25,2503,2,1350,"rural",18538.5546875,2,1,0,2,2,2,0,6
259002,1,25,2503,2,1350,"rural",18538.5546875,1,1,0,2,2,1,1,2
259003,1,25,2503,2,1350,"rural",18538.5546875,2,0,0,2,2,1,0,3
259004,1,25,2503,2,1350,"rural",18538.5546875,2,1,0,2,2,1,0,6
259007,1,25,2503,2,1350,"rural",18538.5546875,2,1,0,2,2,1,0,5
259008,1,25,2503,2,1350,"rural",18538.5546875,2,0,0,2,2,2,0,2
259009,1,25,2503,2,1350,"rural",18538.5546875,2,1,0,2,2,2,0,4
259010,1,25,2503,2,1350,"rural",18538.5546875,2,0,0,2,2,2,0,5
259011,1,25,2503,2,1350,"rural",18538.5546875,2,0,0,2,2,1,0,1
259012,1,25,2503,2,1350,"rural",18538.5546875,2,1,0,2,2,1,0,3
260081,1,26,2611,2,424,"rural",4315.88037109375,1,1,1,2,2,1,1,1
260082,1,26,2611,2,424,"rural",4315.88037109375,1,1,0,1,2,1,1,1
260083,1,26,2611,2,424,"rural",4315.88037109375,2,0,0,2,2,1,0,1
260085,1,26,2611,2,424,"rural",4315.88037109375,2,0,0,2,2,1,0,2
260086,1,26,2611,2,424,"rural",4315.88037109375,2,1,0,2,2,1,0,2
260087,1,26,2611,2,424,"rural",4315.88037109375,1,1,0,2,2,2,1,2
260088,1,26,2611,2,424,"rural",4315.88037109375,1,1,0,2,2,2,1,1
260089,1,26,2611,2,424,"rural",4315.88037109375,1,1,0,2,2,1,1,1
260090,1,26,2611,2,424,"rural",4315.88037109375,1,1,0,2,2,1,1,1
260151,1,26,2613,2,1462,"rural",8737.9453125,2,0,0,2,2,2,0,2
260152,1,26,2613,2,1462,"rural",8737.9453125,2,0,0,2,2,2,0,3
260153,1,26,2613,2,1462,"rural",8737.9453125,1,1,1,2,1,1,1,1
260154,1,26,2613,2,1462,"rural",8737.9453125,1,1,0,2,1,1,1,2
260155,1,26,2613,2,1462,"rural",8737.9453125,2,0,0,2,2,1,0,2
260156,1,26,2613,2,1462,"rural",8737.9453125,2,0,0,2,2,1,0,1
260157,1,26,2613,2,1462,"rural",8737.9453125,2,0,0,2,2,1,0,1
260158,1,26,2613,2,1462,"rural",8737.9453125,2,0,0,2,2,1,0,2
260162,1,26,2616,2,254,"rural",4823.8369140625,2,0,0,2,2,1,0,1
260163,1,26,2616,2,254,"rural",4823.8369140625,2,0,0,2,2,1,0,2
260164,1,26,2616,2,254,"rural",4823.8369140625,2,0,0,2,2,1,0,1
260165,1,26,2616,2,254,"rural",4823.8369140625,2,0,0,2,2,1,0,1
260166,1,26,2616,2,254,"rural",4823.8369140625,2,0,0,2,2,1,0,1
260167,1,26,2616,2,254,"rural",4823.8369140625,2,0,0,2,2,2,0,1
260168,1,26,2616,2,254,"rural",4823.8369140625,2,0,0,2,2,1,0,1
260169,1,26,2616,2,254,"rural",4823.8369140625,2,0,0,2,2,2,0,1
260170,1,26,2616,2,254,"rural",4823.8369140625,2,0,0,2,2,2,0,1
269013,1,26,2604,2,1652,"rural",12513.087890625,2,0,0,2,2,2,0,2
269014,1,26,2604,2,1652,"rural",12513.087890625,2,0,0,2,2,1,0,2
269015,1,26,2604,2,1652,"rural",12513.087890625,2,0,0,2,2,2,0,3
269017,1,26,2604,2,1652,"rural",12513.087890625,2,0,0,2,2,1,0,4
269018,1,26,2604,2,1652,"rural",12513.087890625,2,0,0,2,2,1,0,1
269019,1,26,2604,2,1652,"rural",12513.087890625,2,0,0,2,2,1,0,2
269020,1,26,2604,2,1652,"rural",12513.087890625,2,0,0,2,2,1,0,1
269021,1,26,2604,2,1652,"rural",12513.087890625,2,0,0,2,2,1,0,1
269023,1,26,2604,2,1652,"rural",12513.087890625,2,0,0,2,2,1,0,2
269024,1,26,2604,2,1652,"rural",12513.087890625,1,1,0,2,2,1,1,1
269025,1,26,2608,2,786,"rural",9122.34375,1,1,0,2,2,2,1,1
269026,1,26,2608,2,786,"rural",9122.34375,2,1,0,2,2,2,0,3
269027,1,26,2608,2,786,"rural",9122.34375,2,0,0,2,2,1,0,1
269028,1,26,2608,2,786,"rural",9122.34375,2,0,0,2,2,1,0,1
269030,1,26,2608,2,786,"rural",9122.34375,2,0,0,2,2,1,0,1
269031,1,26,2608,2,786,"rural",9122.34375,2,0,0,2,2,1,0,2
269033,1,26,2608,2,786,"rural",9122.34375,2,0,0,2,2,2,0,1
269034,1,26,2608,2,786,"rural",9122.34375,2,0,0,2,2,2,0,2
269035,1,26,2608,2,786,"rural",9122.34375,2,1,1,2,2,2,0,3
269036,1,26,2608,2,786,"rural",9122.34375,2,1,1,2,2,1,0,2
269037,1,26,2609,2,204,"rural",2953.36669921875,2,0,0,2,1,2,0,1
269038,1,26,2609,2,204,"rural",2953.36669921875,2,0,0,2,2,1,0,1
269039,1,26,2609,2,204,"rural",2953.36669921875,2,0,0,2,2,1,0,1
269041,1,26,2609,2,204,"rural",2953.36669921875,1,1,0,2,2,1,1,2
269042,1,26,2609,2,204,"rural",2953.36669921875,2,0,0,2,2,1,0,2
269043,1,26,2609,2,204,"rural",2953.36669921875,1,1,1,2,2,1,1,1
269046,1,26,2609,2,204,"rural",2953.36669921875,2,1,0,2,2,1,0,2
269049,1,26,2615,2,556,"rural",5202.4619140625,1,1,0,2,2,1,1,1
269050,1,26,2615,2,556,"rural",5202.4619140625,2,0,0,2,2,1,0,1
269051,1,26,2615,2,556,"rural",5202.4619140625,1,1,0,2,2,1,1,1
269052,1,26,2615,2,556,"rural",5202.4619140625,1,1,0,2,2,1,1,1
269053,1,26,2615,2,556,"rural",5202.4619140625,2,0,0,2,2,1,0,1
269054,1,26,2615,2,556,"rural",5202.4619140625,2,0,0,2,2,1,0,1
269055,1,26,2615,2,556,"rural",5202.4619140625,2,0,0,2,2,1,0,1
269056,1,26,2615,2,556,"rural",5202.4619140625,2,0,0,2,2,1,0,1
269059,1,26,2615,2,556,"rural",5202.4619140625,1,1,0,2,2,1,1,1
269060,1,26,2615,2,556,"rural",5202.4619140625,1,1,0,2,2,1,1,1
269061,1,26,2616,2,584,"rural",9179.5048828125,2,0,0,2,2,1,0,1
269062,1,26,2616,2,584,"rural",9179.5048828125,2,0,0,2,2,1,0,1
269063,1,26,2616,2,584,"rural",9179.5048828125,2,0,0,2,2,1,0,1
269066,1,26,2616,2,584,"rural",9179.5048828125,2,0,0,2,2,1,0,1
269067,1,26,2616,2,584,"rural",9179.5048828125,2,0,0,2,2,1,0,1
269068,1,26,2616,2,584,"rural",9179.5048828125,2,0,0,2,2,1,0,1
269069,1,26,2616,2,584,"rural",9179.5048828125,2,0,0,2,2,1,0,2
269070,1,26,2616,2,584,"rural",9179.5048828125,2,0,0,2,2,2,0,1
269071,1,26,2616,2,584,"rural",9179.5048828125,2,0,0,2,2,2,0,1
269086,1,26,2620,2,590,"rural",1212.42041015625,1,1,0,2,2,1,1,1
269087,1,26,2620,2,590,"rural",1212.42041015625,1,1,0,2,2,1,1,1
269089,1,26,2620,2,590,"rural",1212.42041015625,2,0,0,2,2,1,0,1
269090,1,26,2620,2,590,"rural",1212.42041015625,1,1,0,2,2,1,1,1
269092,1,26,2620,2,590,"rural",1212.42041015625,1,1,0,2,2,1,1,1
269093,1,26,2620,2,590,"rural",1212.42041015625,2,0,0,2,2,1,0,1
269095,1,26,2620,2,590,"rural",1212.42041015625,2,0,0,2,2,1,0,2
270004,6,27,2701,1,506,"urban",1887.45227050781,2,0,0,2,2,2,0,2
270010,6,27,2701,1,0,"urban",1887.45227050781,2,0,0,2,2,2,0,1
270023,6,27,2715,2,0,"rural",14314.5380859375,2,0,0,2,2,2,0,1
270024,6,27,2715,2,752,"rural",14314.5380859375,2,0,0,2,2,2,0,2
270025,6,27,2715,2,0,"rural",14314.5380859375,2,0,0,2,2,2,0,2
270029,6,27,2715,1,0,"urban",14314.5380859375,2,0,0,2,2,2,0,2
270030,6,27,2715,2,752,"rural",14314.5380859375,2,0,0,2,2,2,0,2
270047,6,27,2712,2,110,"rural",2115.85571289062,2,0,0,2,2,2,0,3
270049,5,10,1010,1,0,"urban",2115.85571289062,2,0,0,2,2,2,0,4
270099,5,10,1014,1,0,"urban",3038.16870117188,2,0,0,2,2,2,0,1
279002,6,27,2705,2,568,"rural",4211.20166015625,2,0,0,2,2,2,0,1
279004,6,27,2705,2,568,"rural",4211.20166015625,2,0,0,2,2,2,0,2
279006,6,27,2705,2,568,"rural",4211.20166015625,2,0,0,2,1,2,0,1
279009,6,27,2705,2,568,"rural",4211.20166015625,2,0,0,2,2,2,0,1
279013,6,27,2706,2,362,"rural",7771.49365234375,2,0,0,2,1,1,0,1
279017,6,27,2706,2,362,"rural",7771.49365234375,2,0,0,2,2,2,0,1
279018,6,27,2706,2,0,"rural",7771.49365234375,2,1,0,2,2,2,0,3
279023,6,27,2706,2,362,"rural",7771.49365234375,2,0,0,2,2,2,0,2
279024,6,27,2706,2,362,"rural",7771.49365234375,2,0,0,2,2,1,0,2
279025,6,27,2711,2,1218,"rural",6077.16650390625,2,0,0,2,2,2,0,2
279027,6,27,2711,2,1218,"rural",6077.16650390625,2,0,0,2,1,2,0,1
279029,6,27,2711,2,1218,"rural",6077.16650390625,2,0,0,2,2,2,0,2
279032,6,27,2711,2,1218,"rural",6077.16650390625,2,0,0,2,2,2,0,3
279034,6,27,2711,2,1218,"rural",6077.16650390625,2,0,0,2,2,1,0,3
279036,6,27,2711,2,1218,"rural",6077.16650390625,2,0,0,2,2,2,0,3
279048,6,27,2712,2,172,"rural",546.534301757812,2,0,0,2,2,2,0,2
279053,6,27,2712,2,356,"rural",1548.51342773438,2,0,0,2,2,2,0,1
279066,6,27,2715,2,864,"rural",31691.1171875,2,0,0,2,2,2,0,1
279068,6,27,2715,2,864,"rural",31691.1171875,2,0,0,2,2,2,0,2
279069,6,27,2715,2,864,"rural",31691.1171875,2,0,0,2,1,2,0,1
279073,6,27,2716,2,44,"rural",783.3583984375,2,0,0,2,2,1,0,3
279074,6,27,2716,2,44,"rural",783.3583984375,2,0,0,2,2,2,0,1
279078,6,27,2716,2,44,"rural",783.3583984375,2,0,0,2,2,1,0,1
279080,6,27,2716,2,44,"rural",783.3583984375,2,0,0,2,2,2,0,1
279081,6,27,2716,2,44,"rural",783.3583984375,1,1,0,2,1,2,1,1
279082,6,27,2716,2,44,"rural",783.3583984375,2,0,0,2,2,1,0,4
279083,6,27,2716,2,44,"rural",783.3583984375,2,0,0,2,2,2,0,3
279084,6,27,2716,2,44,"rural",783.3583984375,2,0,0,2,2,2,0,3
279094,6,27,2720,1,1048,"urban",23427.009765625,2,0,0,2,2,2,0,2
279121,6,27,2716,2,44,"rural",783.3583984375,2,0,0,2,2,2,0,2
280081,6,28,2814,1,1876,"urban",973.899291992188,2,0,0,2,2,2,0,3
280082,6,28,2814,1,0,"urban",973.899291992188,2,0,0,2,2,1,0,1
280084,6,28,2814,1,1876,"urban",973.899291992188,2,0,0,2,2,2,0,1
280086,6,28,2814,1,1876,"urban",973.899291992188,2,0,0,2,2,2,0,2
280088,6,28,2814,1,1876,"urban",973.899291992188,2,0,0,2,2,2,0,3
280089,6,28,2814,1,0,"urban",973.899291992188,2,0,0,2,2,2,0,2
280090,6,28,2814,1,1876,"urban",973.899291992188,2,0,0,2,2,2,0,1
280111,6,28,2813,2,0,"rural",7006.6630859375,2,0,0,2,2,2,0,1
280112,6,28,2813,2,612,"rural",7006.6630859375,2,0,0,2,2,2,0,2
280113,6,28,2813,2,612,"rural",7006.6630859375,2,0,0,2,2,1,0,3
280114,6,28,2813,2,0,"rural",7006.6630859375,2,0,0,2,2,2,0,3
280115,6,28,2813,2,612,"rural",7006.6630859375,2,0,0,2,1,2,0,1
280116,6,28,2813,2,612,"rural",7006.6630859375,2,0,0,2,2,2,0,3
280117,6,28,2813,2,612,"rural",7006.6630859375,2,0,0,2,2,2,0,4
280118,6,28,2813,2,612,"rural",7006.6630859375,2,0,0,2,2,2,0,4
280119,6,28,2813,2,612,"rural",7006.6630859375,2,0,0,2,2,2,0,3
280120,6,28,2813,2,612,"rural",7006.6630859375,2,0,0,2,1,2,0,2
289001,6,28,2801,1,760,"urban",2252.5771484375,2,0,0,2,2,1,0,2
289005,6,28,2801,1,760,"urban",2252.5771484375,2,0,0,2,2,2,0,1
289007,6,28,2801,1,760,"urban",2252.5771484375,2,0,0,2,2,2,0,3
289009,6,28,2801,1,760,"urban",2252.5771484375,2,0,0,2,2,2,0,2
289014,6,28,2805,2,498,"rural",23366.357421875,2,0,0,2,2,2,0,3
289015,6,28,2805,2,498,"rural",23366.357421875,2,0,0,2,2,2,0,1
289016,6,28,2805,2,498,"rural",23366.357421875,2,0,0,2,2,2,0,3
289017,6,28,2805,2,498,"rural",23366.357421875,2,0,0,2,2,2,0,1
289019,6,28,2805,2,498,"rural",23366.357421875,2,0,0,2,2,2,0,3
289020,6,28,2805,2,498,"rural",23366.357421875,2,0,0,2,2,2,0,4
289025,6,28,2808,2,1494,"rural",2431.38745117188,2,0,0,2,2,2,0,2
289026,6,28,2808,2,1494,"rural",2431.38745117188,2,0,0,2,2,2,0,2
289027,6,28,2808,2,1494,"rural",2431.38745117188,2,0,0,2,2,2,0,2
289028,6,28,2808,2,1494,"rural",2431.38745117188,2,0,0,2,1,2,0,3
289030,6,28,2808,2,1494,"rural",2431.38745117188,2,0,0,2,2,2,0,2
289032,6,28,2808,2,1494,"rural",2431.38745117188,2,0,0,2,2,2,0,3
289034,6,28,2808,2,1494,"rural",2431.38745117188,2,0,0,2,2,2,0,2
289035,6,28,2808,2,1494,"rural",2431.38745117188,2,0,0,2,2,2,0,3
289036,6,28,2808,2,1494,"rural",2431.38745117188,2,0,0,2,2,2,0,1
289037,6,28,2811,2,390,"rural",5554.2099609375,2,0,0,2,1,2,0,2
289038,6,28,2811,2,390,"rural",5554.2099609375,2,0,0,2,2,2,0,1
289040,6,29,2901,1,0,"urban",5554.2099609375,2,0,0,2,1,2,0,2
289042,6,28,2811,2,390,"rural",5554.2099609375,2,0,0,2,2,2,0,5
289043,6,28,2811,2,390,"rural",5554.2099609375,2,0,0,2,2,1,0,5
289044,6,28,2811,2,390,"rural",5554.2099609375,2,0,0,2,2,2,0,3
289046,6,28,2811,2,390,"rural",5554.2099609375,2,0,0,2,2,2,0,3
289047,6,28,2811,2,390,"rural",5554.2099609375,2,0,0,2,2,1,0,2
289048,6,28,2811,2,390,"rural",5554.2099609375,2,0,0,2,2,2,0,3
289053,6,28,2814,1,662,"urban",5429.732421875,2,0,0,2,2,1,0,1
289054,6,28,2814,1,662,"urban",5429.732421875,2,0,0,2,2,1,0,2
289059,6,28,2814,1,662,"urban",5429.732421875,2,0,0,2,2,1,0,2
289062,6,28,2815,2,10,"rural",13080.6123046875,2,0,0,2,2,2,0,3
289063,6,28,2815,2,10,"rural",13080.6123046875,2,0,0,2,2,2,0,3
289065,6,28,2815,2,10,"rural",13080.6123046875,2,0,0,2,1,2,0,3
289066,6,28,2815,2,10,"rural",13080.6123046875,2,0,0,2,1,1,0,3
289067,6,28,2815,2,10,"rural",13080.6123046875,2,0,0,2,2,2,0,3
289068,6,28,2815,2,10,"rural",13080.6123046875,2,0,0,2,1,2,0,1
289071,4,11,1105,2,0,"rural",13080.6123046875,2,0,0,2,1,1,0,1
289072,6,28,2815,2,10,"rural",13080.6123046875,2,0,0,2,2,2,0,3
289073,6,28,2816,1,2146,"urban",42005.0859375,2,0,0,2,1,2,0,1
289083,6,28,2816,1,2146,"urban",42005.0859375,2,0,0,2,2,2,0,1
289084,6,28,2816,1,2146,"urban",42005.0859375,2,0,0,2,2,2,0,1
289088,6,28,2805,2,498,"rural",23366.357421875,2,0,0,2,2,2,0,3
289097,6,28,2816,1,2146,"urban",42005.0859375,2,0,0,2,2,2,0,1
289102,6,28,2805,2,498,"rural",23366.357421875,2,0,0,2,2,2,0,2
290003,6,29,2930,1,530,"urban",3098.01416015625,2,0,0,2,2,2,0,3
290007,6,29,2930,1,530,"urban",3098.01416015625,2,0,0,2,2,2,0,3
290009,6,29,2930,1,0,"urban",3098.01416015625,2,0,0,2,2,2,0,1
290031,6,29,2930,1,1300,"urban",916.797912597656,2,0,0,2,1,1,0,1
290034,6,29,2930,1,1300,"urban",916.797912597656,2,0,0,2,2,2,0,2
290035,6,29,2930,1,0,"urban",916.797912597656,2,0,0,2,2,2,0,1
290039,6,29,2930,1,1300,"urban",916.797912597656,2,0,0,2,2,2,0,1
290042,6,29,2909,2,220,"rural",3796.9150390625,2,0,0,2,2,2,0,2
290043,6,29,2909,2,220,"rural",3796.9150390625,2,0,0,2,2,2,0,1
290045,6,29,2909,2,220,"rural",3796.9150390625,2,0,0,2,2,2,0,1
290046,6,29,2909,2,220,"rural",3796.9150390625,2,0,0,2,2,2,0,1
290080,6,29,2905,1,1096,"urban",3504.13208007812,2,0,0,2,2,2,0,4
290083,6,29,2910,1,350,"urban",1262.13806152344,2,0,0,2,2,2,0,2
290090,6,29,2910,1,350,"urban",1262.13806152344,2,0,0,2,1,2,0,2
290173,6,29,2920,2,1628,"rural",973.142211914062,2,0,0,2,2,1,0,5
290176,6,29,2920,2,1628,"rural",973.142211914062,2,0,0,2,2,2,0,4
290177,6,29,2920,2,1628,"rural",973.142211914062,2,0,0,2,2,2,0,4
290178,6,29,2920,2,1628,"rural",973.142211914062,2,0,0,2,2,2,0,6
290179,6,29,2920,2,1628,"rural",973.142211914062,2,0,0,2,2,2,0,6
290180,6,29,2920,2,1628,"rural",973.142211914062,2,0,0,2,2,2,0,9
299001,6,29,2915,1,622,"urban",2852.76586914062,2,0,0,2,2,2,0,5
299005,6,29,2915,1,622,"urban",2852.76586914062,2,0,0,2,2,2,0,3
299006,6,29,2915,1,622,"urban",2852.76586914062,2,0,0,2,2,2,0,4
299008,6,29,2915,1,622,"urban",2852.76586914062,2,1,0,2,2,2,0,3
299012,6,29,2915,1,622,"urban",2852.76586914062,2,0,0,2,2,2,0,1
299013,6,29,2918,1,454,"urban",13865.599609375,2,0,0,2,2,1,0,1
299014,6,29,2918,1,454,"urban",13865.599609375,2,0,0,2,2,2,0,4
299015,6,29,2918,1,454,"urban",13865.599609375,2,0,0,2,2,2,0,1
299018,6,29,2918,1,454,"urban",13865.599609375,2,0,0,2,1,1,0,2
299020,6,29,2918,1,454,"urban",13865.599609375,2,0,0,2,1,1,0,1
